_id,Ejercicio,Centro Gestor,Funcional,Economico,Financiacion,Descripcion,Credito inicial,Modificaciones,Credito Definitivo,Comprometido,Obligaciones Reconocidas,Pagado
18,2020,1010,1111,130003,91002,Otras remun. Labor. Fijos,"97.920,31",,"97.920,31","97.920,31","97.920,31","73.440,23"
19,2020,1010,1111,131000,91002,Salario base Labor.Event.,"14.087,64",,"14.087,64","14.087,64","14.087,64","10.565,73"
20,2020,1010,1111,131001,91002,Otras remun. Labor.Event.,"18.667,60",,"18.667,60","18.667,60","18.667,60","14.000,70"
21,2020,1010,1111,150000,91002,Product fija Funcionarios,"22.821,08",,"22.821,08","22.821,08","22.821,08","17.115,81"
22,2020,1010,1111,151000,91002,Gratif. Funcionarios,"42.000,00",,"42.000,00","42.000,00","42.000,00","31.500,00"
23,2020,1010,1111,151001,91002,Gratif. no Funcionarios,"3.000,00",,"3.000,00","3.000,00","3.000,00","2.250,00"
24,2020,1010,1111,160000,91002,Seguridad social,"1.995.996,01",,"1.995.996,01","1.995.996,01","1.995.996,01","1.496.997,01"
25,2020,1010,1111,161000,91002,Form.Perfecc. Fun no Lab.,"5.000,00",,"5.000,00","5.000,00","5.000,00","3.750,00"
26,2020,1010,1111,161009,91002,Otros GtosSoc.Func no Lab,"13.000,00",,"13.000,00","13.000,00","13.000,00","9.750,00"
27,2020,1010,1111,162000,91002,"Formac,perfecc. Laborales",500,,500,500,500,375
28,2020,1010,1111,162009,91002,Otros gtos social Labor.,500,,500,500,500,375
29,2020,1010,1111,165000,91002,Fondo de Acción Social,"107.504,96",,"107.504,96","107.504,96","107.504,96","80.628,72"
30,2020,1010,1111,170000,91002,Fondo Incremento Normat.,"214.297,12",,"214.297,12","214.297,12","214.297,12","160.722,84"
31,2020,1010,1111,203000,91002,"Arrend. Maq,inst,utillaje","1.000,00",,"1.000,00","1.000,00","1.000,00",750
32,2020,1010,1111,206000,91002,Arrend. Equip proc inform,"191.635,39",,"191.635,39","191.635,39","191.635,39","143.726,54"
33,2020,1010,1111,212000,91002,Rep.Const. Edif. y constr,"100.000,00",,"100.000,00","100.000,00","100.000,00","75.000,00"
34,2020,1010,1111,213000,91002,"Rep.Const. Maq,inst,utill","105.000,00",,"105.000,00","105.000,00","105.000,00","78.750,00"
35,2020,1010,1111,214000,91002,Rep.Const. Mat. transport,"10.000,00",,"10.000,00","10.000,00","10.000,00","7.500,00"
36,2020,1010,1111,215000,91002,"Rep.Const. Mobil.,enseres","10.000,00",,"10.000,00","10.000,00","10.000,00","7.500,00"
37,2020,1010,1111,216000,91002,Rep.Const. Equip informac,"100.410,83",,"100.410,83","100.410,83","100.410,83","75.308,12"
38,2020,1010,1111,220000,91002,Ordinar. no inventariable,"20.000,00",,"20.000,00","20.000,00","20.000,00","15.000,00"
39,2020,1010,1111,220001,91002,Mobiliario y enseres,"7.500,00",,"7.500,00","7.500,00","7.500,00","5.625,00"
40,2020,1010,1111,220002,91002,"Prensa,revistas,publ.per.","115.310,00",,"115.310,00","115.310,00","115.310,00","86.482,50"
41,2020,1010,1111,220003,91002,Libros y otras public.,"64.800,00",,"64.800,00","64.800,00","64.800,00","48.600,00"
42,2020,1010,1111,220004,91002,Material informático,"8.000,00",,"8.000,00","8.000,00","8.000,00","6.000,00"
43,2020,1010,1111,221000,91002,Energía eléctrica,"300.000,00",,"300.000,00","300.000,00","300.000,00","225.000,00"
44,2020,1010,1111,221001,91002,Agua,"1.000,00",,"1.000,00","1.000,00","1.000,00",750
45,2020,1010,1111,221003,91002,Combustibles,"15.000,00",,"15.000,00","15.000,00","15.000,00","11.250,00"
46,2020,1010,1111,221004,91002,Vestuario,"18.000,00",,"18.000,00","18.000,00","18.000,00","13.500,00"
47,2020,1010,1111,221009,91002,Otros suministros,"40.000,00",,"40.000,00","40.000,00","40.000,00","30.000,00"
48,2020,1010,1111,222000,91002,Telefónicas,"113.758,44",,"113.758,44","113.758,44","113.758,44","85.318,83"
49,2020,1010,1111,222001,91002,Postales,"10.000,00",,"10.000,00","10.000,00","10.000,00","7.500,00"
50,2020,1010,1111,222002,91002,Telegráficas,300,,300,300,300,225
51,2020,1010,1111,222009,91002,Otras comunicaciones,"2.000,00",,"2.000,00","2.000,00","2.000,00","1.500,00"
52,2020,1010,1111,223000,91002,Transporte,"8.000,00",,"8.000,00","8.000,00","8.000,00","6.000,00"
53,2020,1010,1111,224001,91002,Primas de vehículos,"6.000,00",,"6.000,00","6.000,00","6.000,00","4.500,00"
54,2020,1010,1111,224002,91002,Primas de otro inmoviliz.,"18.300,00",,"18.300,00","18.300,00","18.300,00","13.725,00"
55,2020,1010,1111,225000,91002,Tributos locales,"6.000,00",,"6.000,00","6.000,00","6.000,00","4.500,00"
56,2020,1010,1111,225001,91002,Tributos autonómicos,"4.000,00",,"4.000,00","4.000,00","4.000,00","3.000,00"
57,2020,1010,1111,226000,91002,Cánones,"9.363,00",,"9.363,00","9.363,00","9.363,00","7.022,25"
58,2020,1010,1111,226001,91002,Atenc.Protoc. y represent,"40.000,00",,"40.000,00","40.000,00","40.000,00","30.000,00"
59,2020,1010,1111,226002,91002,Gtos divulg. y promoción,"80.000,00",,"80.000,00","80.000,00","80.000,00","60.000,00"
60,2020,1010,1111,226005,91002,Reuniones y conferencias,"40.000,00",,"40.000,00","40.000,00","40.000,00","30.000,00"
61,2020,1010,1111,226009,91002,Otros gastos diversos,"15.000,00",,"15.000,00","15.000,00","15.000,00","11.250,00"
62,2020,1010,1111,227000,91002,Limpieza y aseo,"500.000,00",,"500.000,00","500.000,00","500.000,00","375.000,00"
63,2020,1010,1111,227001,91002,Seguridad,"800.000,00",,"800.000,00","800.000,00","800.000,00","600.000,00"
64,2020,1010,1111,227003,91002,Postales,"1.000,00",,"1.000,00","1.000,00","1.000,00",750
65,2020,1010,1111,227006,91002,"Estudio,trabajos técnicos","15.000,00",,"15.000,00","15.000,00","15.000,00","11.250,00"
66,2020,1010,1111,227009,91002,Otros trabajos empresas,"686.122,25",,"686.122,25","686.122,25","686.122,25","514.591,69"
67,2020,1010,1111,230000,91002,Dietas,"510.000,00",,"510.000,00","510.000,00","510.000,00","382.500,00"
68,2020,1010,1111,231000,91002,Locomoción,"510.000,00",,"510.000,00","510.000,00","510.000,00","382.500,00"
69,2020,1010,1111,233000,91002,Gastos a través de agencias de viajes,"1.000,00",,"1.000,00","1.000,00","1.000,00",750
70,2020,1010,1111,239000,91002,Otras indemnizaciones,"20.000,00",,"20.000,00","20.000,00","20.000,00","15.000,00"
71,2020,1010,1111,250000,91002,Gastos pruebas selectivas,"5.000,00",,"5.000,00","5.000,00","5.000,00","3.750,00"
72,2020,1010,1111,359000,91002,Otros gastos financieros,"1.202,00",,"1.202,00","1.202,00","1.202,00","901,5"
73,2020,1010,1111,480001,91002,Seminario Por la Paz,"55.000,00",,"55.000,00","55.000,00","55.000,00","41.250,00"
74,2020,1010,1111,480548,91002,Subvención GP POPULAR de las Cortes de A,"805.640,00",,"805.640,00","805.640,00","805.640,00","604.230,00"
75,2020,1010,1111,480549,91002,Subvención GP SOCIALISTA de las Cortes d,"1.135.912,00",,"1.135.912,00","1.135.912,00","1.135.912,00","851.934,00"
76,2020,1010,1111,480551,91002,Subvención GP ARAGONES de las Cortes de,"268.948,00",,"268.948,00","268.948,00","268.948,00","201.711,00"
77,2020,1010,1111,480552,91002,Subvención GP CIUIDADANOS-PARTIDO CIUDAD,"640.504,00",,"640.504,00","640.504,00","640.504,00","480.378,00"
78,2020,1010,1111,480554,91002,Subvención Exparlamentarios de las Corte,"4.973,40",,"4.973,40","4.973,40","4.973,40","3.730,05"
79,2020,1010,1111,480555,91002,Fundación Manuel Giménez Abad,"150.000,00",,"150.000,00","150.000,00","150.000,00","112.500,00"
80,2020,1010,1111,480556,91002,Becas de las Cortes de Aragón,"41.400,00",,"41.400,00","41.400,00","41.400,00","31.050,00"
81,2020,1010,1111,480682,91002,Subv. GP PODEMOS EQUO ARAGÓN de las Cort,"351.516,00",,"351.516,00","351.516,00","351.516,00","263.637,00"
82,2020,1010,1111,480683,91002,Subv. GP CHUNTA ARAGONESISTA de las Cort,"268.948,00",,"268.948,00","268.948,00","268.948,00","201.711,00"
83,2020,1010,1111,480684,91002,Subv. GP VOX EN ARAGÓN de las Cortes de,"268.948,00",,"268.948,00","268.948,00","268.948,00","201.711,00"
84,2020,1010,1111,480685,91002,Subv. AP IU ARAGÓN (GPM) de las Cortes d,"186.380,00",,"186.380,00","186.380,00","186.380,00","139.785,00"
85,2020,1010,1111,602000,91002,Edific. y construcciones,"305.300,00",,"305.300,00","305.300,00","305.300,00","228.975,00"
86,2020,1010,1111,603000,91002,Maq. instalac. y utillaje,"107.000,00",,"107.000,00","107.000,00","107.000,00","80.250,00"
87,2020,1010,1111,604000,91002,Material de transporte,"5.000,00",,"5.000,00","5.000,00","5.000,00","3.750,00"
88,2020,1010,1111,605000,91002,Mobiliario y enseres,"40.000,00",,"40.000,00","40.000,00","40.000,00","30.000,00"
89,2020,1010,1111,606000,91002,Equipos procesos inform.,"25.000,00",,"25.000,00","25.000,00","25.000,00","18.750,00"
90,2020,1010,1111,609000,91002,Inmovilizado Inmaterial,"118.000,00",,"118.000,00","118.000,00","118.000,00","88.500,00"
91,2020,1010,1113,120000,91002,Sueldos de Funcionarios,"75.233,62",,"75.233,62","75.233,62","75.233,62","56.425,21"
92,2020,1010,1113,120005,91002,Trienios de Funcionarios,"30.241,44",,"30.241,44","30.241,44","30.241,44","22.681,08"
93,2020,1010,1113,120006,91002,Pagas extras Funcionarios,"28.077,73",,"28.077,73","28.077,73","28.077,73","21.058,30"
94,2020,1010,1113,121000,91002,C. destino Funcionarios,"36.391,80",,"36.391,80","36.391,80","36.391,80","27.293,85"
95,2020,1010,1113,121001,91002,C. especif. Funcionarios,"36.635,96",,"36.635,96","36.635,96","36.635,96","27.476,97"
96,2020,1010,1113,150000,91002,Product fija Funcionarios,"5.281,68",,"5.281,68","5.281,68","5.281,68","3.961,26"
97,2020,1010,1113,160000,91002,Seguridad social,"49.595,66",,"49.595,66","49.595,66","49.595,66","37.196,74"
98,2020,1010,1113,170000,91002,Fondo Incremento Normat.,"5.229,16",,"5.229,16","5.229,16","5.229,16","3.921,87"
99,2020,1010,1113,212000,91002,Rep.Const. Edif. y constr,"20.000,00",,"20.000,00","20.000,00","20.000,00","15.000,00"
100,2020,1010,1113,213000,91002,"Rep.Const. Maq,inst,utill","2.000,00",,"2.000,00","2.000,00","2.000,00","1.500,00"
101,2020,1010,1113,220003,91002,Libros y otras public.,"15.000,00",,"15.000,00","15.000,00","15.000,00","11.250,00"
102,2020,1010,1113,221009,91002,Otros suministros,"25.000,00",,"25.000,00","25.000,00","25.000,00","18.750,00"
103,2020,1010,1113,226002,91002,Gtos divulg. y promoción,"100.000,00",,"100.000,00","100.000,00","100.000,00","75.000,00"
104,2020,1010,1113,227000,91002,Limpieza y aseo,"68.000,00",,"68.000,00","68.000,00","68.000,00","51.000,00"
105,2020,1010,1113,227001,91002,Seguridad,"218.000,00",,"218.000,00","218.000,00","218.000,00","163.500,00"
106,2020,1010,1113,227009,91002,Otros trabajos empresas,"405.000,00",,"405.000,00","405.000,00","405.000,00","303.750,00"
107,2020,1010,1113,603000,91002,Maq. instalac. y utillaje,"31.800,00",,"31.800,00","31.800,00","31.800,00","23.850,00"
108,2020,1010,1113,605000,91002,Mobiliario y enseres,"6.000,00",,"6.000,00","6.000,00","6.000,00","4.500,00"
109,2020,1020,1112,100000,91002,Retr.básicas de Alt.Cargo,"59.214,51",,"59.214,51","59.214,51","59.214,51","14.803,62"
110,2020,1020,1112,100001,91002,Otras remun. de Alt.Cargo,"86.596,09",,"86.596,09","86.596,09","86.596,09","21.649,03"
111,2020,1020,1112,100005,91002,Trienios,"11.155,02",,"11.155,02","11.155,02","11.155,02","2.788,74"
112,2020,1020,1112,110000,91002,Retr.básicas de P.Ev.Gab.,"334.437,73",,"334.437,73","334.437,73","334.437,73","83.609,44"
113,2020,1020,1112,110001,91002,Otras remun. de P.Ev.Gab.,"246.991,66",,"246.991,66","246.991,66","246.991,66","61.747,90"
114,2020,1020,1112,110005,91002,Trienios de P.Ev.Gab.,"16.763,25",,"16.763,25","16.763,25","16.763,25","4.190,82"
115,2020,1020,1112,110006,91002,Pagas extra. de P.Ev.Gab.,"99.698,78",,"99.698,78","99.698,78","99.698,78","24.924,68"
116,2020,1020,1112,120000,91002,Sueldos de Funcionarios,"136.264,01",,"136.264,01","136.264,01","136.264,01","34.066,01"
117,2020,1020,1112,120005,91002,Trienios de Funcionarios,"49.849,67",,"49.849,67","49.849,67","49.849,67","12.462,41"
118,2020,1020,1112,120006,91002,Pagas extras Funcionarios,"48.179,75",,"48.179,75","48.179,75","48.179,75","12.044,93"
119,2020,1020,1112,121000,91002,C. destino Funcionarios,"64.102,70",,"64.102,70","64.102,70","64.102,70","16.025,66"
120,2020,1020,1112,121001,91002,C. especif. Funcionarios,"38.862,10",,"38.862,10","38.862,10","38.862,10","9.715,51"
121,2020,1020,1112,122002,91002,Otras ret. en especie,"17.543,75",,"17.543,75","17.543,75","17.543,75","4.385,93"
122,2020,1020,1112,150000,91002,Product fija Funcionarios,"44.839,30",,"44.839,30","44.839,30","44.839,30","11.209,81"
123,2020,1020,1112,151000,91002,Gratif. Funcionarios,"1.002,50",,"1.002,50","1.002,50","1.002,50","250,61"
124,2020,1020,1112,151001,91002,Gratif. no Funcionarios,"1.002,50",,"1.002,50","1.002,50","1.002,50","250,61"
125,2020,1020,1112,160000,91002,Seguridad social,"280.360,29",,"280.360,29","280.360,29","280.360,29","70.090,08"
126,2020,1020,1112,161000,91002,Form.Perfecc. Fun no Lab.,"5.012,50",,"5.012,50","5.012,50","5.012,50","1.253,11"
127,2020,1020,1112,161009,91002,Otros GtosSoc.Func no Lab,"2.305,75",,"2.305,75","2.305,75","2.305,75","576,43"
128,2020,1020,1112,165000,91002,Fondo de Acción Social,"31.113,38",,"31.113,38","31.113,38","31.113,38","7.778,33"
129,2020,1020,1112,170000,91002,Fondo Incremento Normat.,"31.505,90",,"31.505,90","31.505,90","31.505,90","7.876,46"
130,2020,1020,1112,206000,91002,Arrend. Equip proc inform,100,,100,100,100,25
131,2020,1020,1112,212000,91002,Rep.Const. Edif. y constr,"4.000,00",,"4.000,00","4.000,00","4.000,00","1.000,00"
132,2020,1020,1112,213000,91002,"Rep.Const. Maq,inst,utill","20.000,00",,"20.000,00","20.000,00","20.000,00","5.000,00"
133,2020,1020,1112,214000,91002,Rep.Const. Mat. transport,"2.000,00",,"2.000,00","2.000,00","2.000,00",500
134,2020,1020,1112,215000,91002,"Rep.Const. Mobil.,enseres",100,,100,100,100,25
135,2020,1020,1112,216000,91002,Rep.Const. Equip informac,"2.000,00",,"2.000,00","2.000,00","2.000,00",500
136,2020,1020,1112,220000,91002,Ordinar. no inventariable,"7.500,00",,"7.500,00","7.500,00","7.500,00","1.875,00"
137,2020,1020,1112,220001,91002,Mobiliario y enseres,900,,900,900,900,225
138,2020,1020,1112,220002,91002,"Prensa,revistas,publ.per.","5.500,00",,"5.500,00","5.500,00","5.500,00","1.375,00"
139,2020,1020,1112,220003,91002,Libros y otras public.,"19.000,00",,"19.000,00","19.000,00","19.000,00","4.750,00"
140,2020,1020,1112,220004,91002,Material informático,"3.600,00",,"3.600,00","3.600,00","3.600,00",900
141,2020,1020,1112,220009,91002,Otro material de oficina,500,,500,500,500,125
142,2020,1020,1112,221000,91002,Energía eléctrica,"25.000,00",,"25.000,00","25.000,00","25.000,00","6.250,00"
143,2020,1020,1112,221001,91002,Agua,"5.000,00",,"5.000,00","5.000,00","5.000,00","1.250,00"
144,2020,1020,1112,221003,91002,Combustibles,"3.200,00",,"3.200,00","3.200,00","3.200,00",800
145,2020,1020,1112,221004,91002,Vestuario,"1.500,00",,"1.500,00","1.500,00","1.500,00",375
146,2020,1020,1112,221009,91002,Otros suministros,"1.500,00",,"1.500,00","1.500,00","1.500,00",375
147,2020,1020,1112,222000,91002,Telefónicas,"6.000,00",,"6.000,00","6.000,00","6.000,00","1.500,00"
148,2020,1020,1112,222001,91002,Postales,"7.000,00",,"7.000,00","7.000,00","7.000,00","1.750,00"
149,2020,1020,1112,222009,91002,Otras comunicaciones,"2.700,00",,"2.700,00","2.700,00","2.700,00",675
150,2020,1020,1112,223000,91002,Transporte,"1.300,00",,"1.300,00","1.300,00","1.300,00",325
151,2020,1020,1112,224000,91002,"Primas edificios, locales","4.700,00",,"4.700,00","4.700,00","4.700,00","1.175,00"
152,2020,1020,1112,224001,91002,Primas de vehículos,"1.700,00",,"1.700,00","1.700,00","1.700,00",425
153,2020,1020,1112,225000,91002,Tributos locales,"1.500,00",,"1.500,00","1.500,00","1.500,00",375
154,2020,1020,1112,226001,91002,Atenc.Protoc. y represent,"6.000,00",,"6.000,00","6.000,00","6.000,00","1.500,00"
155,2020,1020,1112,226002,91002,Gtos divulg. y promoción,"12.000,00",,"12.000,00","12.000,00","12.000,00","3.000,00"
156,2020,1020,1112,226005,91002,Reuniones y conferencias,"12.200,00",,"12.200,00","12.200,00","12.200,00","3.050,00"
157,2020,1020,1112,226009,91002,Otros gastos diversos,300,,300,300,300,75
158,2020,1020,1112,227000,91002,Limpieza y aseo,"56.500,00",,"56.500,00","56.500,00","56.500,00","14.125,00"
159,2020,1020,1112,227001,91002,Seguridad,"47.000,00",,"47.000,00","47.000,00","47.000,00","11.750,00"
160,2020,1020,1112,227003,91002,Postales,"3.000,00",,"3.000,00","3.000,00","3.000,00",750
161,2020,1020,1112,227006,91002,"Estudio,trabajos técnicos","9.000,00",,"9.000,00","9.000,00","9.000,00","2.250,00"
162,2020,1020,1112,227009,91002,Otros trabajos empresas,"35.500,00",,"35.500,00","35.500,00","35.500,00","8.875,00"
163,2020,1020,1112,230000,91002,Dietas,"3.500,00",,"3.500,00","3.500,00","3.500,00",875
164,2020,1020,1112,231000,91002,Locomoción,"4.000,00",,"4.000,00","4.000,00","4.000,00","1.000,00"
165,2020,1020,1112,233000,91002,Gastos a través de agencias de viajes,"5.000,00",,"5.000,00","5.000,00","5.000,00","1.250,00"
166,2020,1020,1112,480557,91002,Escuela de práctica jurídica,"9.016,00",,"9.016,00","9.016,00","9.016,00","2.254,00"
167,2020,1020,1112,480558,91002,Becas del Justicia de Aragón,"9.720,00",,"9.720,00","9.720,00","9.720,00","2.430,00"
168,2020,1020,1112,603000,91002,Maq. instalac. y utillaje,"7.000,00",,"7.000,00","7.000,00","7.000,00","1.750,00"
169,2020,1020,1112,605000,91002,Mobiliario y enseres,"5.000,00",,"5.000,00","5.000,00","5.000,00","1.250,00"
170,2020,1020,1112,606000,91002,Equipos procesos inform.,"5.000,00",,"5.000,00","5.000,00","5.000,00","1.250,00"
171,2020,1020,1112,609000,91002,Inmovilizado Inmaterial,"10.000,00",,"10.000,00","10.000,00","10.000,00","2.500,00"
172,2020,1030,1114,100000,91002,Retr.básicas de Alt.Cargo,"141.424,92",,"141.424,92","141.424,92","141.424,92",
173,2020,1030,1114,100001,91002,Otras remun. de Alt.Cargo,"91.538,58",,"91.538,58","91.538,58","91.538,58",
174,2020,1030,1114,100005,91002,Trienios,"16.228,22",,"16.228,22","16.228,22","16.228,22",
175,2020,1030,1114,101000,91002,"Retribuciones básicas de SGT, DG y asimi","132.883,38",,"132.883,38","132.883,38","132.883,38",
176,2020,1030,1114,101002,91002,"Complemento específico de SGT, DG y asim","83.117,16",,"83.117,16","83.117,16","83.117,16",
177,2020,1030,1114,101005,91002,"Trienios de SGT, DG y asimilados","5.408,64",,"5.408,64","5.408,64","5.408,64",
178,2020,1030,1114,110000,91002,Retr.básicas de P.Ev.Gab.,"31.404,84",,"31.404,84","31.404,84","31.404,84",
179,2020,1030,1114,110001,91002,Otras remun. de P.Ev.Gab.,"18.785,76",,"18.785,76","18.785,76","18.785,76",
180,2020,1030,1114,110006,91002,Pagas extra. de P.Ev.Gab.,"8.365,10",,"8.365,10","8.365,10","8.365,10",
181,2020,1030,1114,120000,91002,Sueldos de Funcionarios,"654.005,64",,"654.005,64","654.005,64","654.005,64",
182,2020,1030,1114,120005,91002,Trienios de Funcionarios,"236.110,17",,"236.110,17","236.110,17","236.110,17",
183,2020,1030,1114,120006,91002,Pagas extras Funcionarios,"250.946,04",,"250.946,04","250.946,04","250.946,04",
184,2020,1030,1114,121000,91002,C. destino Funcionarios,"320.165,88",,"320.165,88","320.165,88","320.165,88",
185,2020,1030,1114,121001,91002,C. especif. Funcionarios,"295.394,52",,"295.394,52","295.394,52","295.394,52",
186,2020,1030,1114,122002,91002,Otras ret. en especie,"8.397,84",,"8.397,84","8.397,84","8.397,84",
187,2020,1030,1114,150001,91002,Product var. Funcionarios,"113.255,16",,"113.255,16","113.255,16","113.255,16",
188,2020,1030,1114,151000,91002,Gratif. Funcionarios,"3.600,00",,"3.600,00","3.600,00","3.600,00",
189,2020,1030,1114,160000,91002,Seguridad social,"415.695,12",,"415.695,12","415.695,12","415.695,12",
190,2020,1030,1114,160009,91002,Otras cuotas sociales,"4.468,38",,"4.468,38","4.468,38","4.468,38",
191,2020,1030,1114,161000,91002,Form.Perfecc. Fun no Lab.,"20.000,00",,"20.000,00","20.000,00","20.000,00",
192,2020,1030,1114,161009,91002,Otros GtosSoc.Func no Lab,"5.337,83",,"5.337,83","5.337,83","5.337,83",
193,2020,1030,1114,165000,91002,Fondo de Acción Social,"24.110,32",,"24.110,32","24.110,32","24.110,32",
194,2020,1030,1114,165001,91002,Fondo de pensiones,"10.000,00",,"10.000,00","10.000,00","10.000,00",
195,2020,1030,1114,170000,91002,Fondo Incremento Normat.,"57.812,87",,"57.812,87","57.812,87","57.812,87",
196,2020,1030,1114,206000,91002,Arrend. Equip proc inform,"8.000,00",,"8.000,00","8.000,00","8.000,00",
197,2020,1030,1114,212000,91002,Rep.Const. Edif. y constr,"10.000,00",,"10.000,00","10.000,00","10.000,00",
198,2020,1030,1114,213000,91002,"Rep.Const. Maq,inst,utill",100,,100,100,100,
199,2020,1030,1114,215000,91002,"Rep.Const. Mobil.,enseres",500,,500,500,500,
200,2020,1030,1114,216000,91002,Rep.Const. Equip informac,"8.000,00",,"8.000,00","8.000,00","8.000,00",
201,2020,1030,1114,220000,91002,Ordinar. no inventariable,"5.000,00",,"5.000,00","5.000,00","5.000,00",
202,2020,1030,1114,220001,91002,Mobiliario y enseres,500,,500,500,500,
203,2020,1030,1114,220002,91002,"Prensa,revistas,publ.per.","1.000,00",,"1.000,00","1.000,00","1.000,00",
204,2020,1030,1114,220003,91002,Libros y otras public.,900,,900,900,900,
205,2020,1030,1114,220004,91002,Material informático,"1.500,00",,"1.500,00","1.500,00","1.500,00",
206,2020,1030,1114,220009,91002,Otro material de oficina,100,,100,100,100,
207,2020,1030,1114,221000,91002,Energía eléctrica,"24.500,00",,"24.500,00","24.500,00","24.500,00",
208,2020,1030,1114,221009,91002,Otros suministros,100,,100,100,100,
209,2020,1030,1114,222000,91002,Telefónicas,"6.000,00",,"6.000,00","6.000,00","6.000,00",
210,2020,1030,1114,222001,91002,Postales,"3.000,00",,"3.000,00","3.000,00","3.000,00",
211,2020,1030,1114,223000,91002,Transporte,800,,800,800,800,
212,2020,1030,1114,224002,91002,Primas de otro inmoviliz.,300,,300,300,300,
213,2020,1030,1114,224003,91002,Otros riesgos,100,,100,100,100,
214,2020,1030,1114,225002,91002,Tributos estatales,100,,100,100,100,
215,2020,1030,1114,226000,91002,Cánones,"26.000,00",,"26.000,00","26.000,00","26.000,00",
216,2020,1030,1114,226001,91002,Atenc.Protoc. y represent,"10.000,00",,"10.000,00","10.000,00","10.000,00",
217,2020,1030,1114,226002,91002,Gtos divulg. y promoción,"1.000,00",,"1.000,00","1.000,00","1.000,00",
218,2020,1030,1114,226003,91002,"Jurídicos, Contenciosos","3.000,00",,"3.000,00","3.000,00","3.000,00",
219,2020,1030,1114,226005,91002,Reuniones y conferencias,"15.000,00",,"15.000,00","15.000,00","15.000,00",
220,2020,1030,1114,226009,91002,Otros gastos diversos,"8.000,00",,"8.000,00","8.000,00","8.000,00",
221,2020,1030,1114,227000,91002,Limpieza y aseo,"32.000,00",,"32.000,00","32.000,00","32.000,00",
222,2020,1030,1114,227001,91002,Seguridad,"60.000,00",,"60.000,00","60.000,00","60.000,00",
223,2020,1030,1114,227006,91002,"Estudio,trabajos técnicos","57.000,00",,"57.000,00","57.000,00","57.000,00",
224,2020,1030,1114,227009,91002,Otros trabajos empresas,"5.000,00",,"5.000,00","5.000,00","5.000,00",
225,2020,1030,1114,230000,91002,Dietas,"4.500,00",,"4.500,00","4.500,00","4.500,00",
226,2020,1030,1114,231000,91002,Locomoción,"4.000,00",,"4.000,00","4.000,00","4.000,00",
227,2020,1030,1114,251000,91002,Realización de cursos,"4.000,00",,"4.000,00","4.000,00","4.000,00",
228,2020,1030,1114,603000,91002,Maq. instalac. y utillaje,"2.000,00",,"2.000,00","2.000,00","2.000,00",
229,2020,1030,1114,605000,91002,Mobiliario y enseres,"5.000,00",,"5.000,00","5.000,00","5.000,00",
230,2020,1030,1114,606000,91002,Equipos procesos inform.,"30.000,00",,"30.000,00","30.000,00","30.000,00",
231,2020,1030,1114,609000,91002,Inmovilizado Inmaterial,"4.000,00",,"4.000,00","4.000,00","4.000,00",
