_id,EJERCICIO,GASTO/INGRESO,CAPITULO,ARTICULO,CONCEPTO,SUBCONCEPTO,DESCRIPCION CORTA,DESCRIPCION LARGA
114,2014,G,2,24,241,,Rep. conserv serv. nuevos,Reparación y conservación para servicios nuevos
115,2014,G,2,24,242,,"Mater,sumin. serv. nuevos","Material,suministros y otros para servicios nuevos"
116,2014,G,2,24,243,,"Dietas,locom. serv.nuevos",Dietas y locomociones para servicios nuevos
117,2014,G,2,24,244,,Ac.concertada serv.nuevos,Acción concertada en servicios nuevos
118,2014,G,2,24,249,,Otros gastos serv. nuevos,Otros gastos en servicios nuevos
119,2014,G,2,25,250,,Gastos pruebas selectivas,Gastos en pruebas selectivas
120,2014,G,2,25,251,,Realización de cursos,Gastos de realización de cursos
121,2014,G,2,26,261,,Concier. Asist. Sanitaria,Conciertos para Asistencia Sanitaria
122,2014,G,2,26,262,,Otros Serv. As. Sanitaria,Otros Servicios de Asistencia Sanitaria
123,2014,G,2,26,263,,Acc.concertada S.Sociales,Acción concertada en Servicios Sociales
124,2014,G,3,30,300,,Intereses títulos Deuda,Intereses de títulos de la Deuda
125,2014,G,3,30,301,,"Gtos em,mod,cancel. Deuda","Gastos de emisión, modificación y cancelación"
126,2014,G,3,30,303,,Rendimientos implícitos,Rendimientos implícitos
127,2014,G,3,31,310,,Inter. préstamos interior,Intereses de préstamos del interior
128,2014,G,3,31,311,,"Gto form,mod,canc. pr.int","Gastos de formalización,modificación y cancelación"
129,2014,G,3,31,312,,Inter.gtos oper.derivados,Intereses y otros de operaciones con derivados
130,2014,G,3,32,320,,Inter. préstamos interior,Intereses de préstamos del exterior
131,2014,G,3,32,321,,"Gto form,mod,canc. pr.ext","Gastos de formalización,modificación y cancelación"
132,2014,G,3,35,350,,Intereses de depósitos,Intereses de depósitos
133,2014,G,3,35,351,,Intereses de fianzas,Intereses de fianzas
134,2014,G,3,35,352,,Intereses de demora,Intereses de demora
135,2014,G,3,35,353,,Gastos de avales,Gastos de avales
136,2014,G,3,35,359,,"Otros gtos dep,fianz,aval","Otros gastos de depósitos, fianzas y avales"
137,2014,G,3,39,390,,"Inter.otros prést,anticip",Intereses de otros préstamos y anticipos
138,2014,G,3,39,391,,"Gts.otros prést.,anticip.",Gastos de otros préstamos y anticipos
139,2014,G,3,39,392,,Int. y otros op. der.fin.,Intereses y otros oper. con derivados financieros
140,2014,G,4,40,400,,A la Admón General Estado,A la Administración General del Estado
141,2014,G,4,40,405,,A otros Entes de A.G.E.,A otros entes de la Administración General Estado
142,2014,G,4,41,410,,A Organismos Autónomos,A Organismos Autónomos
143,2014,G,4,42,420,,A la Tesor. General S.S.,A la Tesorería General de la Seguridad Social
144,2014,G,4,42,421,,A otros Entes de la S.S.,A otros entes de la Seguridad Social
145,2014,G,4,44,440,,A Empr. y Entes Públicos,A Empresas Públicas y otros Entes Públicos
146,2014,G,4,45,450,,A Comunidades Autónomas,A Comunidades Autónomas
147,2014,G,4,46,460,,A Corporaciones Locales,A Corporaciones Locales
148,2014,G,4,47,470,,A Empresas Privadas,A Empresas Privadas
149,2014,G,4,48,480,,"A fam,ins.sin fines lucro",A familias e instituciones sin fines de lucro
150,2014,G,4,49,490,,Al Exterior,Al Exterior
151,2014,G,5,50,500,,Fondo Contingencia,Fondo de Contingencia de Ejecución Presupuestaria
152,2014,G,6,60,600,,Terrenos y bien. natural,Terrenos y bienes naturales
153,2014,G,6,60,602,,Edific. y construcciones,Edificios y otras construcciones
154,2014,G,6,60,603,,Maq. instalac. y utillaje,"Maquinaria, instalación y utillaje"
155,2014,G,6,60,604,,Material de transporte,Material de transporte
156,2014,G,6,60,605,,Mobiliario y enseres,Mobiliario y enseres
157,2014,G,6,60,606,,Equipos procesos inform.,Equipos para procesos de información
158,2014,G,6,60,607,,Bien. destin. uso general,Bienes destinados para uso general
159,2014,G,6,60,608,,Otro inmoviliz. material,Otro inmovilizado material
160,2014,G,6,60,609,,Inmovilizado Inmaterial,Inmovilizado Inmaterial
161,2014,G,7,70,700,,A la Admón General Estado,A la Administración General del Estado
162,2014,G,7,70,705,,A otros entes de A.G.E.,A otros entes de la Administración Genral. Estado
163,2014,G,7,71,710,,A Organismos Autónomos,A Organismos Autónomos
164,2014,G,7,72,720,,A la Tesor. General S.S.,A la Tesorería General de la Seguridad Social
165,2014,G,7,72,721,,A otros entes de la S.S.,A otros entes de la Seguridad Social
166,2014,G,7,74,740,,A Empr. y Entes Públicos,A Empresas Públicas y otros Entes Públicos
167,2014,G,7,75,750,,A Comunidades Autónomas,A Comunidades Autónomas
168,2014,G,7,76,760,,A Corporaciones Locales,A Corporaciones Locales
169,2014,G,7,77,770,,A Empresas Privadas,A Empresas Privadas
170,2014,G,7,78,780,,"A fam,ins.sin fines lucro",A familias e instituciones sin fines de lucro
171,2014,G,7,79,790,,Al Exterior,Al Exterior
172,2014,G,8,80,800,,Concedidos a corto plazo,Préstamos y anticipos concedidos a corto plazo
173,2014,G,8,80,801,,Concedidos a largo plazo,Préstamos y anticipos concedidos a largo plazo
174,2014,G,8,81,810,,Compra acc.part.Sect.Públ,Compra acciones y participaciones Sector Público
175,2014,G,8,82,820,,Compra acc.part.Sect.Priv,Compra acciones y participaciones Sector Privado
176,2014,G,8,85,850,,Constitución de fianzas,Constitución de fianzas
177,2014,G,8,85,851,,Constitución de depósitos,Constitución de depósitos
178,2014,G,8,87,870,,Aport. Patrimoniales,Aportaciones Patrimoniales
179,2014,G,9,90,900,,Canc. tít. Deuda l/ plazo,Cancelación de títulos de la Deuda a largo plazo
180,2014,G,9,91,910,,Amortización préstamos L/P entes fuera del Sector,Amortización préstamos L/P entes fuera del Sector
181,2014,G,9,91,911,,Amortización préstamos C/P entes fuera del Sector,Amortización préstamos C/P entes fuera del Sector
182,2014,G,9,91,912,,Amort. prést l/p E.S.Públ,Amort. préstamos l/plazo con Entes Sector Público
183,2014,G,1,10,100,100000,Retr.básicas de Alt.Cargo,Retribuciones básicas de Altos Cargos
184,2014,G,1,10,100,100001,Otras remun. de Alt.Cargo,Otras remuneraciones de Altos Cargos
185,2014,G,1,11,110,110000,Retr.básicas de P.Ev.Gab.,Retribuciones básicas Pers. Eventual de Gabinete
186,2014,G,1,11,110,110001,Otras remun. de P.Ev.Gab.,Otras remuneraciones de Pers. Eventual de Gabinete
187,2014,G,1,12,120,120000,Sueldos de Funcionarios,Sueldos de Personal Funcionario
188,2014,G,1,12,120,120005,Trienios de Funcionarios,Trienios de Personal Funcionario
189,2014,G,1,12,120,120006,Pagas extras Funcionarios,Pagas extraordinarias de Personal Funcionario
190,2014,G,1,12,121,121000,C. destino Funcionarios,Complemento de destino de Personal Funcionario
191,2014,G,1,12,121,121001,C. especif. Funcionarios,Complemento específico de Personal Funcionario
192,2014,G,1,12,121,121008,C. progr. esp. Justicia,Compl. programas concretos de actuación Justicia
193,2014,G,1,12,121,121009,Otras retr. compl. Func.,Otras retribuciones complementarias Funcionarios
194,2014,G,1,12,122,122000,Casa vivienda,Casa vivienda
195,2014,G,1,12,122,122001,Vestuario,Vestuario
196,2014,G,1,12,122,122002,Otras ret. en especie,Otras retribuciones en especie
197,2014,G,1,12,123,123000,Sueldos P. Func. Docente,Sueldos Personal Funcionario Docente
198,2014,G,1,12,123,123005,Trienios P Func. Docente,Trienios Personal Funcionario Docente
199,2014,G,1,12,123,123006,Pag. Ext. P Func. Docente,Pagas Extras Personal Funcionario Docente
200,2014,G,1,12,124,124000,Comp. Dest. P Func Docent,Complemento Destino Personal Funcionario Docente
201,2014,G,1,12,124,124001,Comp. Esp. P Func Docent,Complemento Específic Personal Funcionario Docente
202,2014,G,1,12,124,124009,Otras Ret. Com P F Docent,Otras Retrib. Complem. Personal Funcionario Docent
203,2014,G,1,12,125,125000,Sueldo Funcionario Justic,Sueldo Funcionarios Cuerpo Nal. Justicia
204,2014,G,1,12,125,125005,Trienios Funcionario Just,Trienios Funcionarios Cuerpo Nal. Justicia
205,2014,G,1,12,125,125006,Extras Funcionarios Justi,Extras Funcionarios Cuerpo Nal. Justicia
206,2014,G,1,12,126,126000,C. Des Funcionario Justic,C. Destino Funcionarios Cuerpo Nal. Justicia
207,2014,G,1,12,126,126001,C. Esp Funcionario Justic,C. Específico Funcionarios Cuerpo Nal. Justicia
208,2014,G,1,12,126,126008,Comp. ProgCon. F Nal. Jus,Comp. Prog. Concretos Act. Fun. C. Nales. Justicia
209,2014,G,1,12,126,126009,Otras RC F Nal. Justicia,Otras R. Complementarias Funcionarios Nal. Justici
210,2014,G,1,13,130,130000,Salario base Labor. Fijos,Salario base de Personal Laboral Fijo
211,2014,G,1,13,130,130001,Antigüedad Labor. Fijos,Antigüedad de Personal Laboral Fijo
212,2014,G,1,13,130,130002,Pagas extras Labor. Fijos,Pagas extraordinarias de Personal Laboral Fijo
213,2014,G,1,13,130,130003,Otras remun. Labor. Fijos,Otras remuneraciones de Personal Laboral Fijo
214,2014,G,1,13,131,131000,Salario base Labor.Event.,Salario base de Personal Laboral Eventual
215,2014,G,1,13,131,131001,Otras remun. Labor.Event.,Otras remuneraciones de Personal Laboral Eventual
216,2014,G,1,13,131,131100,Sal. Base P Lab Event Doc,Salario Base Personal Laboral Eventual Docente
217,2014,G,1,13,131,131101,Otras Rem P Lab Ev Docent,Otras Remuneraciones Pers Laboral Eventual Docente
218,2014,G,1,14,140,140000,Otro personal,Otro personal
219,2014,G,1,14,140,140100,Otro personal docente,Otro personal docente
220,2014,G,1,15,150,150000,Product fija Funcionarios,Productividad fija de Funcionarios
221,2014,G,1,15,150,150001,Product var. Funcionarios,Productividad variable de Funcionarios
222,2014,G,1,15,151,151000,Gratif. Funcionarios,Gratificaciones de Personal Funcionario
223,2014,G,1,15,151,151001,Gratif. no Funcionarios,Gratificaciones de Personal no Funcionario
224,2014,G,1,15,151,151002,Gratif. Pers Func Docente,Gratificaciones Personal Funcionario Docente
225,2014,G,1,15,151,151003,Jubilac. Docentes LOE,Incentivos jubilación Personal Docente L.O.E.
226,2014,G,1,15,151,151004,Jubilac. Docentes DGA,Incentivos jubilación Personal Docente D.G.A.
227,2014,G,1,15,151,151005,Gratif. Cuerpos Justicia,Gratific extraord. Cuerpos Nacionales de Justicia
228,2014,G,1,16,160,160000,Seguridad social,Seguridad social
229,2014,G,1,16,160,160001,MUFACE,MUFACE
230,2014,G,1,16,160,160009,Otras cuotas sociales,Otras cuotas sociales
231,2014,G,1,16,160,160100,S. Social Pers. Docente,Seguridad Social Personal Docente
232,2014,G,1,16,160,160200,SS Funcionarios Nal. Just,S. Social Funcionarios Cuerpos Nal. Justicia
233,2014,G,1,16,161,161000,Form.Perfecc. Fun no Lab.,Formación y perfeccion. Funcionarios y no Laboral
234,2014,G,1,16,161,161001,Economatos y comedores,Economatos y comedores. Funcionarios y no Laboral
235,2014,G,1,16,161,161009,Otros GtosSoc.Func no Lab,Otros Gtos Sociales de Funcionarios y no Laborales
236,2014,G,1,16,161,161109,Otros G Soc PFun y no L D,Otros g sociales p funcionario y no laboral docent
237,2014,G,1,16,162,162000,"Formac,perfecc. Laborales",Formación y perfeccionamiento de Personal Laboral
238,2014,G,1,16,162,162001,Economatos y comedores,Economatos y comedores de Personal Laboral
239,2014,G,1,16,162,162009,Otros gtos social Labor.,Otros gastos sociales de Personal Laboral
240,2014,G,1,16,162,162109,Otros G Soc PLDocente,Otros gastos sociales personal laboral docente
241,2014,G,1,16,165,165000,Fondo de Acción Social,Fondo de Acción Social
242,2014,G,1,16,165,165001,Fondo de pensiones,Fondo de pensiones
243,2014,G,1,17,170,170000,Fondo Incremento Normat.,Fondo de Incremento Normativo
244,2014,G,1,17,171,171000,Fondos Adicionales,Fondos Adicionales
245,2014,G,1,17,172,172000,Otros Fondos Adicionales,Otros Fondos Adicionales
246,2014,G,1,18,180,180000,Sueldos A (no cupo) y APD,Sueldos del grupo A (excepto personal cupo) y APD
247,2014,G,1,18,180,180001,Sueldos A. Pers. de cupo,Sueldos del grupo A. Personal de cupo
248,2014,G,1,18,180,180002,Sueldos B (no cupo) y APD,Sueldos del grupo B (excepto personal cupo) y APD
249,2014,G,1,18,180,180003,Sueldos B. Pers. de cupo,Sueldos del grupo B. Personal de cupo
250,2014,G,1,18,180,180004,Sueldos grupo C,Sueldos del grupo C
251,2014,G,1,18,180,180005,Sueldos grupo D,Sueldos del grupo D
252,2014,G,1,18,180,180006,Sueldos grupo E,Sueldos del grupo E
253,2014,G,1,18,180,180050,Antigüedad,Antigüedad
254,2014,G,1,18,180,180060,"Ext.Func,APD,est,no labor","Pagas Extra.Pers.func,estatutario y no laboral"
255,2014,G,1,18,180,180100,C.Destino Estatut. y APD,Complemento de destino de Pers. Estatutario y APD
256,2014,G,1,18,180,180101,C.Carrera Estatut-Grupo A,Complemento Carrera Pers. Estatutario - Grupo A
257,2014,G,1,18,180,180102,C.Carrera Estatut-Grupo B,Complemento Carrera Pers. Estatutario - Grupo B
258,2014,G,1,18,180,180103,C.Carrera Estatut-Grupo C,Complemento Carrera Pers. Estatutario - Grupo C
259,2014,G,1,18,180,180104,C.Carrera Estatut-Grupo D,Complemento Carrera Pers. Estatutario - Grupo D
260,2014,G,1,18,180,180105,C.Carrera Estatut-Grupo E,Complemento Carrera Pers. Estatutario - Grupo E
261,2014,G,1,18,180,180110,C.Espec.Pers no sanitario,Compl. específico. Pers no sanitario
262,2014,G,1,18,180,180111,"C.Espec.Sanit facult,APD",Compl. específico. Pers sanitario facult. y APD
263,2014,G,1,18,180,180112,C.Espec. Sanit no facult.,Compl. específico. Pers sanitario no facult.
264,2014,G,1,18,180,180120,Turnic. No sanitario,Compl. específico turnicidad. Pers no sanitario
265,2014,G,1,18,180,180121,Turnic. Sanitario facul,Compl. específico turnicidad. Pers sanitario facul
266,2014,G,1,18,180,180122,Turnic. Sanitar no facul,Compl. específico turnicidad. Pers sanit no facul
267,2014,G,1,18,180,180130,At.Cont. No sanitario,Compl. atención continuada. Pers no sanitario
268,2014,G,1,18,180,180131,At.Cont. San facul y APD,Compl. atención continuada. Pers sanit facul y APD
269,2014,G,1,18,180,180132,At.Cont. Sanitar no facul,Compl. atención continuada. Pers sanitar no facul
270,2014,G,1,18,180,180140,Compl. transit. absorb.,Complementos transitorios absorbibles
271,2014,G,1,18,180,180150,Retrib. Complement. cupo,Retribuciones complementarias de cupo
272,2014,G,1,18,180,180190,Otros complementos,Otros complementos
273,2014,G,1,18,182,182000,P.Est. temporal. Grupo A,Personal Estatutario temporal. Grupo A
274,2014,G,1,18,182,182001,P.Est. temporal. Grupo B,Personal Estatutario temporal. Grupo B
275,2014,G,1,18,182,182002,P.Est. temporal. Grupo C,Personal Estatutario temporal. Grupo C
276,2014,G,1,18,182,182003,P.Est. temporal. Grupo D,Personal Estatutario temporal. Grupo D
277,2014,G,1,18,182,182004,P.Est. temporal. Grupo E,Personal Estatutario temporal. Grupo E
278,2014,G,1,18,182,182005,Compl.Pers Estat.Temporal,Retrib. complementarias Pers Estatutario Temporal
279,2014,G,1,18,183,183002,Otro pers.Básicas y otras,Otro personal. Retrib. básicas y otras remun.
280,2014,G,1,18,184,184000,Básicas y otras remun.,Retribuciones básicas y otras remuneraciones
281,2014,G,1,18,185,185000,Prod. fija Estat y APD,Productividad fija Personal Estatutario y APD
282,2014,G,1,18,185,185001,Prod. var. Estat y APD,Productividad variable Personal Estatutario y APD
283,2014,G,1,18,186,186000,Seguridad social,Seguridad social
284,2014,G,1,18,186,186001,Formación del Personal,Formación del Personal
285,2014,G,1,18,186,186002,Ayudas para estudio,Ayudas para estudio
286,2014,G,1,18,186,186003,Acción Social,Acción Social
287,2014,G,1,18,186,186004,Otros,Otros
288,2014,G,1,18,187,187000,Sueldos Pers.Formación,Sueldos de Personal en formación
289,2014,G,1,18,187,187001,Paga Extra Pers.Formación,Pagas Extraordinarias de Personal en Formación
290,2014,G,1,18,187,187002,C.At.Cont. Pers.Formación,Compl. de At. Continuada de Personal en Formación
291,2014,G,2,20,200,200000,Arrend. Terr y  B. natur.,Arrendamientos de terrenos y bienes naturales
292,2014,G,2,20,202,202000,Arrend. Edific. y constr,Arrendamientos de edificios y otras construcciones
293,2014,G,2,20,203,203000,"Arrend. Maq,inst,utillaje","Arrendamientos maquinaria, instalación y utillaje"
294,2014,G,2,20,204,204000,Arrend. Material transp.,Arrendamientos de material de transporte
295,2014,G,2,20,205,205000,"Arrend. Mobil.,enseres",Arrendamientos de mobiliario y enseres
296,2014,G,2,20,206,206000,Arrend. Equip proc inform,Arrendamientos de equipos procesos de información
297,2014,G,2,20,209,209000,Arrend. otro inmov. mat.,Arrendamientos de otro inmovilizado material
298,2014,G,2,21,210,210000,Rep.Const.Terr y B.natur.,Rep. y conservación de terrenos y bienes naturales
299,2014,G,2,21,212,212000,Rep.Const. Edif. y constr,Rep. y conservación edificios y otras construcc.
300,2014,G,2,21,213,213000,"Rep.Const. Maq,inst,utill","Rep. y conserv. maquinaria,instalaciones,utillaje"
301,2014,G,2,21,214,214000,Rep.Const. Mat. transport,Reparación y conservación material de transporte
302,2014,G,2,21,215,215000,"Rep.Const. Mobil.,enseres",Reparación y conservación de mobiliario y enseres
303,2014,G,2,21,216,216000,Rep.Const. Equip informac,Rep. y conserv. equipos procesos de información
304,2014,G,2,21,219,219000,Rep.Const. otr inm. mat.,Rep. y conservación de otro inmovilizado material
305,2014,G,2,22,220,220000,Ordinar. no inventariable,Ordinario no inventariable
306,2014,G,2,22,220,220001,Mobiliario y enseres,Mobiliario y enseres
307,2014,G,2,22,220,220002,"Prensa,revistas,publ.per.","Prensa, revistas y publicaciones periódicas"
308,2014,G,2,22,220,220003,Libros y otras public.,Libros y otras publicaciones
309,2014,G,2,22,220,220004,Material informático,Material informático
310,2014,G,2,22,220,220005,Adquisición Cartones Bing,Adquisición Cartones de Bingo
311,2014,G,2,22,220,220009,Otro material de oficina,Otro material de oficina
312,2014,G,2,22,221,221000,Energía eléctrica,Energía eléctrica
313,2014,G,2,22,221,221001,Agua,Agua
314,2014,G,2,22,221,221002,Gas,Gas
315,2014,G,2,22,221,221003,Combustibles,Combustibles
316,2014,G,2,22,221,221004,Vestuario,Vestuario
317,2014,G,2,22,221,221005,Productos alimenticios,Productos alimenticios
318,2014,G,2,22,221,221006,Productos farmacéuticos,Productos farmacéuticos
319,2014,G,2,22,221,221009,Otros suministros,Otros suministros
320,2014,G,2,22,221,221011,Implantes,Implantes
321,2014,G,2,22,221,221012,Material de laboratorio,Material de laboratorio
322,2014,G,2,22,221,221013,Material de radiología,Material de radiología
323,2014,G,2,22,221,221014,"Instrum,utillaje sanitar.",Instrumental y pequeño utillaje sanitario
324,2014,G,2,22,221,221015,Material reactivo,Material reactivo
325,2014,G,2,22,221,221019,Otro material sanitario,Otro material sanitario
326,2014,G,2,22,222,222000,Telefónicas,Telefónicas
327,2014,G,2,22,222,222001,Postales,Postales
