_id,EJERCICIO,GASTO/INGRESO,CAPITULO,ARTICULO,CONCEPTO,SUBCONCEPTO,DESCRIPCION CORTA,DESCRIPCION LARGA
35,2013,G,4,45,,,A Comunidades Autónomas,A Comunidades Autónomas
36,2013,G,4,46,,,A Corporaciones Locales,A Corporaciones Locales
37,2013,G,4,47,,,A Empresas Privadas,A Empresas Privadas
38,2013,G,4,48,,,"A fam,ins.sin fines lucro",A familias e instituciones sin fines de lucro
39,2013,G,4,49,,,Al Exterior,Al Exterior
40,2013,G,5,50,,,Fondo Contingencia,Fondo de Contingencia de Ejecución Presupuestaria
41,2013,G,6,60,,,Inversiones Reales,Inversiones Reales
42,2013,G,7,70,,,A la Admón del Estado,A la Administración del Estado
43,2013,G,7,71,,,A Organismos Autónomos,A Organismos Autónomos
44,2013,G,7,72,,,A la Seguridad Social,A la Seguridad Social
45,2013,G,7,74,,,A Empr. y Entes Públicos,A Empresas Públicas y otros Entes Públicos
46,2013,G,7,75,,,A Comunidades Autónomas,A Comunidades Autónomas
47,2013,G,7,76,,,A Corporaciones Locales,A Corporaciones Locales
48,2013,G,7,77,,,A Empresas Privadas,A Empresas Privadas
49,2013,G,7,78,,,"A fam,ins.sin fines lucro",A familias e instituciones sin fines de lucro
50,2013,G,7,79,,,Al Exterior,Al Exterior
51,2013,G,8,80,,,Conc. prést. y anticipos,Concesión de préstamos y anticipos
52,2013,G,8,81,,,Adquis. accion. Sect.Públ,Adquisición de acciones y participaciones del Sector Público
53,2013,G,8,82,,,Adquis. accion. Sect.Priv,Adquisición de acciones y participaciones del Sector Privado
54,2013,G,8,85,,,Const.Fianzas y depósitos,Constitución de fianzas y depósitos
55,2013,G,8,87,,,Aport. Patrimoniales,Aportaciones Patrimoniales
56,2013,G,9,90,,,Amortiz. Deuda Pública,Amortización de Deuda Pública
57,2013,G,9,91,,,Amortización préstamos,Amortización de Préstamos
58,2013,G,1,10,100,,Básicas y otras Alt.Cargo,Retribuciones básicas y otras remuneraciones de Altos Cargos
59,2013,G,1,11,110,,Básicas y otras P.Ev.Gab.,Retribuciones básicas y otras remuneraciones de Personal Eventual de Gabinete
60,2013,G,1,12,120,,Ret. básicas Funcionarios,Retribuciones básicas de Personal Funcionario
61,2013,G,1,12,121,,Retr. compl. Funcionarios,Retribuciones complementarias de Personal Funcionario
62,2013,G,1,12,122,,Retr.especie Funcionario,Retribuciones en especie de Personal Funcionario
63,2013,G,1,12,123,,Retr. Bás. P Func Docente,Retribuciones Básicas de Personal Funcionario Docente
64,2013,G,1,12,124,,Retr. Com. P Func Docente,Retribuciones Complementarias de Personal Funcionario Docente
65,2013,G,1,12,125,,RB F Nal. Justicia,Retribuciones Básicas del Personal Funcionario de los Cuerpos Nacionales al servicio de la Administración de Justicia
66,2013,G,1,12,126,,RC F Nal. Justicia,Retribuciones Complementarias de Personal Funcionario de los Cuerpos Nacionales al servicio de la Administración de Justicia
67,2013,G,1,13,130,,Laboral fijo,Laboral fijo
68,2013,G,1,13,131,,Laboral Eventual,Laboral Eventual
69,2013,G,1,14,140,,Otro personal,Otro personal
70,2013,G,1,15,150,,Productividad,Productividad
71,2013,G,1,15,151,,Gratificaciones,Gratificaciones
72,2013,G,1,16,160,,Cuotas Sociales,Cuotas Sociales
73,2013,G,1,16,161,,Gtos.Soc.Func. y no labor,Gastos sociales de Funcionarios y personal no Laboral
74,2013,G,1,16,162,,Gtos. sociales Laborales,Gastos sociales de Personal Laboral
75,2013,G,1,16,165,,Fondo de Acción Social,Fondo de Acción Social
76,2013,G,1,17,170,,Fondo Incremento Norm.,Fondo de Incremento Normativo
77,2013,G,1,17,171,,Fondos Adicionales,Fondos Adicionales
78,2013,G,1,17,172,,Otros Fondos Adicionales,Otros Fondos Adicionales
79,2013,G,1,18,180,,"Ret.Func,APD,est,no labor","Retribuciones básicas de Personal Funcionario,  A.P.D., Estatutario y no Laboral"
80,2013,G,1,18,182,,Retr otro Est. Temp.,Retribuciones de otro personal estatutario temporal
81,2013,G,1,18,183,,Labor fijo de Inst.Sanit.,Personal laboral fijo de Instituciones Sanitarias
82,2013,G,1,18,184,,Personal laboral eventual,Personal laboral eventual
83,2013,G,1,18,185,,Inc.Rendim. Per Ins.Sanit,Incentivos al rendimiento del personal de Instituciones Sanitarias
84,2013,G,1,18,186,,"Cuotas,prest. y gtos soc.","Cuotas Sociales, gastos y Prestaciones Sociales de personal de Instituciones Sanitarias"
85,2013,G,1,18,187,,Personal en Formación,Personal en Formación
86,2013,G,2,20,200,,Arrend. Terr y  B. natur.,Arrendamientos de terrenos y bienes naturales
87,2013,G,2,20,202,,Arrend. Edific. y constr,Arrendamientos de edificios y otras construcciones
88,2013,G,2,20,203,,"Arrend. Maq,inst,utillaje","Arrendamientos de maquinaria, instalación y utillaje"
89,2013,G,2,20,204,,Arrend. Material transp.,Arrendamientos de material de transporte
90,2013,G,2,20,205,,"Arrend. Mobil.,enseres",Arrendamientos de mobiliario y enseres
91,2013,G,2,20,206,,Arrend. Equip proc inform,Arrendamientos de equipos para procesos de información
92,2013,G,2,20,209,,Arrend. otro inmov. mat.,Arrendamientos de otro inmovilizado material
93,2013,G,2,21,210,,Rep.Const.Terr y B.natur.,Reparación y conservación de terrenos y bienes naturales
94,2013,G,2,21,212,,Rep.Const. Edif. y constr,Reparación y conservación de edificios y otras construcciones
95,2013,G,2,21,213,,"Rep.Const. Maq,inst,utill","Reparación y conservación de maquinaria, instalaciones y utillaje"
96,2013,G,2,21,214,,Rep.Const. Mat. transport,Reparación y conservación de material de transporte
97,2013,G,2,21,215,,"Rep.Const. Mobil.,enseres",Reparación y conservación de mobiliario y enseres
98,2013,G,2,21,216,,Rep.Const. Equip informac,Reparación y conservación de equipos para procesos de información
99,2013,G,2,21,219,,Rep.Const. otr inm. mat.,Reparación y conservación de otro inmovilizado material
100,2013,G,2,22,220,,Material de oficina,Material de oficina
101,2013,G,2,22,221,,Suministros,Suministros
102,2013,G,2,22,222,,Comunicaciones,Comunicaciones
103,2013,G,2,22,223,,Transporte,Transporte
104,2013,G,2,22,224,,Primas de seguros,Primas de seguros
105,2013,G,2,22,225,,Tributos,Tributos
106,2013,G,2,22,226,,Gastos diversos,Gastos diversos
107,2013,G,2,22,227,,Trabajos otras empresas,Trabajos realizados por otras empresas
108,2013,G,2,22,229,,Gtos. Ctros doc. no univ.,Gastos en centros docentes no universitarios
109,2013,G,2,23,230,,Dietas,Dietas
110,2013,G,2,23,231,,Locomoción,Locomoción
111,2013,G,2,23,232,,Traslado,Traslado
112,2013,G,2,23,239,,Otras indemnizaciones,Otras indemnizaciones
113,2013,G,2,24,240,,Arrend. servicios nuevos,Arrendamientos para servicios nuevos
114,2013,G,2,24,241,,Rep. conserv serv. nuevos,Reparación y conservación para servicios nuevos
115,2013,G,2,24,242,,"Mater,sumin. serv. nuevos","Material, suministros y otros para servicios nuevos"
116,2013,G,2,24,243,,"Dietas,locom. serv.nuevos",Dietas y locomociones para servicios nuevos
117,2013,G,2,24,244,,Ac.concertada serv.nuevos,Acción concertada en servicios nuevos
118,2013,G,2,24,249,,Otros gastos serv. nuevos,Otros gastos en servicios nuevos
119,2013,G,2,25,250,,Gastos pruebas selectivas,Gastos en pruebas selectivas
120,2013,G,2,25,251,,Realización de cursos,Gastos de realización de cursos
121,2013,G,2,26,261,,Concier. Asist. Sanitaria,Conciertos para Asistencia Sanitaria
122,2013,G,2,26,262,,Otros Serv. As. Sanitaria,Otros Servicios de Asistencia Sanitaria
123,2013,G,2,26,263,,Acc.concertada S.Sociales,Acción concertada en Servicios Sociales
124,2013,G,3,30,300,,Intereses títulos Deuda,Intereses de títulos de la Deuda
125,2013,G,3,30,301,,"Gtos em,mod,cancel. Deuda","Gastos de emisión, modificación y cancelación de la deuda"
126,2013,G,3,30,303,,Rendimientos implícitos,Rendimientos implícitos
127,2013,G,3,31,310,,Inter. préstamos interior,Intereses de préstamos del interior
128,2013,G,3,31,311,,"Gto form,mod,canc. pr.int","Gastos de formalización, modificación y cancelación de préstamos del interior"
129,2013,G,3,31,312,,Inter.gtos oper.derivados,Intereses y otros gastos de operaciones con derivados
130,2013,G,3,32,320,,Inter. préstamos interior,Intereses de préstamos del exterior
131,2013,G,3,32,321,,"Gto form,mod,canc. pr.ext","Gastos de formalización, modificación y cancelación de préstamos del exterior"
132,2013,G,3,35,350,,Intereses de depósitos,Intereses de depósitos
133,2013,G,3,35,351,,Intereses de fianzas,Intereses de fianzas
134,2013,G,3,35,352,,Intereses de demora,Intereses de demora
135,2013,G,3,35,353,,Gastos de avales,Gastos de avales
136,2013,G,3,35,359,,"Otros gtos dep,fianz,aval","Otros gastos de depósitos, fianzas y avales"
137,2013,G,3,39,390,,"Inter.otros prést,anticip",Intereses de otros préstamos y anticipos
138,2013,G,3,39,391,,"Gts.otros prést.,anticip.",Gastos de otros préstamos y anticipos
139,2013,G,3,39,392,,Int. y otros op. der.fin.,Intereses y otros gastos de operaciones con derivados financieros
140,2013,G,4,40,400,,A la Admón General Estado,A la Administración General del Estado
141,2013,G,4,40,405,,A otros Entes de A.G.E.,A otros entes de la Administración General del Estado
142,2013,G,4,41,410,,A Organismos Autónomos,A Organismos Autónomos
143,2013,G,4,42,420,,A la Tesor. General S.S.,A la Tesorería General de la Seguridad Social
144,2013,G,4,42,421,,A otros Entes de la S.S.,A otros entes de la Seguridad Social
145,2013,G,4,44,440,,A Empr. y Entes Públicos,A Empresas Públicas y otros Entes Públicos
146,2013,G,4,45,450,,A Comunidades Autónomas,A Comunidades Autónomas
147,2013,G,4,46,460,,A Corporaciones Locales,A Corporaciones Locales
148,2013,G,4,47,470,,A Empresas Privadas,A Empresas Privadas
149,2013,G,4,48,480,,"A fam,ins.sin fines lucro",A familias e instituciones sin fines de lucro
150,2013,G,4,49,490,,Al Exterior,Al Exterior
151,2013,G,5,50,500,,Fondo Contingencia,Fondo de Contingencia de Ejecución Presupuestaria
152,2013,G,6,60,600,,Terrenos y bien. natural,Terrenos y bienes naturales
153,2013,G,6,60,602,,Edific. y construcciones,Edificios y otras construcciones
154,2013,G,6,60,603,,Maq. instalac. y utillaje,"Maquinaria, instalación y utillaje"
155,2013,G,6,60,604,,Material de transporte,Material de transporte
156,2013,G,6,60,605,,Mobiliario y enseres,Mobiliario y enseres
157,2013,G,6,60,606,,Equipos procesos inform.,Equipos para procesos de información
158,2013,G,6,60,607,,Bien. destin. uso general,Bienes destinados para uso general
159,2013,G,6,60,608,,Otro inmoviliz. material,Otro inmovilizado material
160,2013,G,6,60,609,,Inmovilizado Inmaterial,Inmovilizado Inmaterial
161,2013,G,7,70,700,,A la Admón General Estado,A la Administración General del Estado
162,2013,G,7,70,705,,A otros entes de A.G.E.,A otros entes de la Administración General del Estado
163,2013,G,7,71,710,,A Organismos Autónomos,A Organismos Autónomos
164,2013,G,7,72,720,,A la Tesor. General S.S.,A la Tesorería General de la Seguridad Social
165,2013,G,7,72,721,,A otros entes de la S.S.,A otros entes de la Seguridad Social
166,2013,G,7,74,740,,A Empr. y Entes Públicos,A Empresas Públicas y otros Entes Públicos
167,2013,G,7,75,750,,A Comunidades Autónomas,A Comunidades Autónomas
168,2013,G,7,76,760,,A Corporaciones Locales,A Corporaciones Locales
169,2013,G,7,77,770,,A Empresas Privadas,A Empresas Privadas
170,2013,G,7,78,780,,"A fam,ins.sin fines lucro",A familias e instituciones sin fines de lucro
171,2013,G,7,79,790,,Al Exterior,Al Exterior
172,2013,G,8,80,800,,Concedidos a corto plazo,Préstamos y anticipos concedidos a corto plazo
173,2013,G,8,80,801,,Concedidos a largo plazo,Préstamos y anticipos concedidos a largo plazo
174,2013,G,8,81,810,,Compra acc.part.Sect.Públ,Compra de acciones y participaciones del Sector Público
175,2013,G,8,82,820,,Compra acc.part.Sect.Priv,Compra de acciones y participaciones del Sector Privado
176,2013,G,8,85,850,,Constitución de fianzas,Constitución de fianzas
177,2013,G,8,85,851,,Constitución de depósitos,Constitución de depósitos
178,2013,G,8,87,870,,Aport. Patrimoniales,Aportaciones Patrimoniales
179,2013,G,9,90,900,,Canc. tít. Deuda l/ plazo,Cancelación de títulos de la Deuda a largo plazo
180,2013,G,9,91,910,,Canc. prést l/p Ent.Créd.,Cancelación de préstamos a largo plazo con Entidades de Crédito
181,2013,G,9,91,911,,Canc. prést c/p Ent.Créd.,Cancelación de préstamos a corto plazo con Entidades de Crédito
182,2013,G,9,91,912,,Amort. prést l/p E.S.Públ,Amortización de préstamos a largo plazo con Entes del Sector Público
183,2013,G,1,10,100,100000,Retr.básicas de Alt.Cargo,Retribuciones básicas de Altos Cargos
184,2013,G,1,10,100,100001,Otras remun. de Alt.Cargo,Otras remuneraciones de Altos Cargos
185,2013,G,1,11,110,110000,Retr.básicas de P.Ev.Gab.,Retribuciones básicas de Personal Eventual de Gabinete
186,2013,G,1,11,110,110001,Otras remun. de P.Ev.Gab.,Otras remuneraciones de Personal Eventual de Gabinete
187,2013,G,1,12,120,120000,Sueldos de Funcionarios,Sueldos de Personal Funcionario
188,2013,G,1,12,120,120005,Trienios de Funcionarios,Trienios de Personal Funcionario
189,2013,G,1,12,120,120006,Pagas extras Funcionarios,Pagas extraordinarias de Personal Funcionario
190,2013,G,1,12,121,121000,C. destino Funcionarios,Complemento de destino de Personal Funcionario
191,2013,G,1,12,121,121001,C. especif. Funcionarios,Complemento específico de Personal Funcionario
192,2013,G,1,12,121,121008,C. progr. esp. Justicia,Complementos para programas concretos de actuación en el ámbito de Justicia
193,2013,G,1,12,121,121009,Otras retr. compl. Func.,Otras retribuciones complementarias de Personal Funcionario
194,2013,G,1,12,122,122000,Casa vivienda,Casa vivienda
195,2013,G,1,12,122,122001,Vestuario,Vestuario
196,2013,G,1,12,122,122002,Otras ret. en especie,Otras retribuciones en especie
197,2013,G,1,12,123,123000,Sueldos P. Func. Docente,Sueldos de Personal Funcionario Docente
198,2013,G,1,12,123,123005,Trienios P Func. Docente,Trienios de Personal Funcionario Docente
199,2013,G,1,12,123,123006,Pag. Ext. P Func. Docente,Pagas Extras de Personal Funcionario Docente
200,2013,G,1,12,124,124000,Comp. Dest. P Func Docent,Complemento de Destino de Personal Funcionario Docente
201,2013,G,1,12,124,124001,Comp. Esp. P Func Docent,Complemento Específico de Personal Funcionario Docente
202,2013,G,1,12,124,124009,Otras Ret. Com P F Docent,Otras Retribuciones Complementarias de Personal Funcionario Docente
203,2013,G,1,12,125,125000,Sueldo Funcionario Justic,Sueldo de Personal Funcionario de los Cuerpos Nacionales al servicio de la Administración de Justicia
204,2013,G,1,12,125,125005,Trienios Funcionario Just,Trienios de Personal Funcionario de los Cuerpos Nacionales  al servicio  de la Administración de Justicia
205,2013,G,1,12,125,125006,Extras Funcionarios Justi,Pagas Extraordinarias de Personal Funcionario de los Cuerpos Nacionales  al servicio de la Administración de Justicia
206,2013,G,1,12,126,126000,C. Des Funcionario Justic,Complemento de Destino de Personal Funcionario de los Cuerpos Nacionales al servicio de la Administración de Justicia
207,2013,G,1,12,126,126001,C. Esp Funcionario Justic,Complemento Específico del Personal Funcionario de los Cuerpos Nacionales al servicio de la Administración de Justicia
208,2013,G,1,12,126,126008,Comp. ProgCon. F Nal. Jus,Complemento Programas Concretos Actuaciones Funcionarios Cuerpos Nacionales al servicio de la Administración de Justicia
209,2013,G,1,12,126,126009,Otras RC F Nal. Justicia,Otras Retribuciones Complementarias de Personal Funcionario de los Cuerpos Nacionales al servicio de la Administración de Justicia
210,2013,G,1,13,130,130000,Salario base Labor. Fijos,Salario base de Personal Laboral Fijo
211,2013,G,1,13,130,130001,Antigüedad Labor. Fijos,Antigüedad de Personal Laboral Fijo
212,2013,G,1,13,130,130002,Pagas extras Labor. Fijos,Pagas extraordinarias de Personal Laboral Fijo
213,2013,G,1,13,130,130003,Otras remun. Labor. Fijos,Otras remuneraciones de Personal Laboral Fijo
214,2013,G,1,13,131,131000,Salario base Labor.Event.,Salario base de Personal Laboral Eventual
215,2013,G,1,13,131,131001,Otras remun. Labor.Event.,Otras remuneraciones de Personal Laboral Eventual
216,2013,G,1,13,131,131100,Sal. Base P Lab Event Doc,Salario base de Personal Laboral Eventual Docente
217,2013,G,1,13,131,131101,Otras Rem P Lab Ev Docent,Otras Remuneraciones de Personal Laboral Eventual Docente
218,2013,G,1,14,140,140000,Otro personal,Otro personal
219,2013,G,1,15,150,150000,Product fija Funcionarios,Productividad fija de Personal Funcionario
220,2013,G,1,15,150,150001,Product var. Funcionarios,Productividad variable de Personal Funcionario
221,2013,G,1,15,151,151000,Gratif. Funcionarios,Gratificaciones de Personal Funcionario
222,2013,G,1,15,151,151001,Gratif. no Funcionarios,Gratificaciones de Personal no Funcionario
223,2013,G,1,15,151,151002,Gratif. Pers Func Docente,Gratificaciones de Personal Funcionario Docente
224,2013,G,1,15,151,151003,Jubilac. Docentes LOE,Incentivos a la  jubilación de Personal Docente L.O.E.
225,2013,G,1,15,151,151004,Jubilac. Docentes DGA,Incentivos a la jubilación de Personal Docente D.G.A.
226,2013,G,1,15,151,151005,Gratif. Cuerpos Justicia,Gratificaciones extraordinarias de los Cuerpos Nacionales de          la Administración de Justicia
227,2013,G,1,16,160,160000,Seguridad social,Seguridad social
228,2013,G,1,16,160,160001,MUFACE,Mutualidad General de Funcionarios Civiles del Estado
229,2013,G,1,16,160,160009,Otras cuotas sociales,Otras cuotas sociales
230,2013,G,1,16,160,160100,S. Social Pers. Docente,Seguridad Social de Personal Docente
231,2013,G,1,16,160,160200,SS Funcionarios Nal. Just,Seguridad Social de Personal Funcionario de los Cuerpos Nacionales al servicio de la Administración de Justicia
232,2013,G,1,16,161,161000,Form.Perfecc. Fun no Lab.,Formación y perfeccionamiento del Personal Funcionario y no Laboral
233,2013,G,1,16,161,161001,Economatos y comedores,Economatos y comedores (Personal Funcionario y Personal no Laboral)
234,2013,G,1,16,161,161009,Otros GtosSoc.Func no Lab,Otros Gastos Sociales de Personal Funcionario y de Personal no Laboral
235,2013,G,1,16,162,162000,"Formac,perfecc. Laborales",Formación y perfeccionamiento de Personal Laboral
236,2013,G,1,16,162,162001,Economatos y comedores,Economatos y comedores de Personal Laboral
237,2013,G,1,16,162,162009,Otros gtos social Labor.,Otros gastos sociales de Personal Laboral
238,2013,G,1,16,165,165000,Fondo de Acción Social,Fondo de Acción Social
239,2013,G,1,16,165,165001,Fondo de pensiones,Fondo de pensiones
240,2013,G,1,17,170,170000,Fondo Incremento Normat.,Fondo de Incremento Normativo
241,2013,G,1,17,171,171000,Fondos Adicionales,Fondos Adicionales
242,2013,G,1,17,172,172000,Otros Fondos Adicionales,Otros Fondos Adicionales
243,2013,G,1,18,180,180000,Sueldos A (no cupo) y APD,Sueldos del grupo A (excepto personal de cupo) y A.P.D.
244,2013,G,1,18,180,180001,Sueldos A. Pers. de cupo,Sueldos del grupo A. Personal de cupo
245,2013,G,1,18,180,180002,Sueldos B (no cupo) y APD,Sueldos del grupo B (excepto personal de cupo) y A.P.D.
246,2013,G,1,18,180,180003,Sueldos B. Pers. de cupo,Sueldos del grupo B. Personal de cupo
247,2013,G,1,18,180,180004,Sueldos grupo C,Sueldos del grupo C
248,2013,G,1,18,180,180005,Sueldos grupo D,Sueldos del grupo D
249,2013,G,1,18,180,180006,Sueldos grupo E,Sueldos del grupo E
250,2013,G,1,18,180,180050,Antigüedad,Antigüedad
251,2013,G,1,18,180,180060,"Ext.Func,APD,est,no labor","Pagas Extraordinarias personal funcionario, estatutario y no laboral"
252,2013,G,1,18,180,180100,C.Destino Estatut. y APD,Complemento de destino de Personal Estatutario y A.P.D.
253,2013,G,1,18,180,180101,C.Carrera Estatut-Grupo A,Complemento Carrera de Personal Estatutario - Grupo A
254,2013,G,1,18,180,180102,C.Carrera Estatut-Grupo B,Complemento Carrera de Personal Estatutario - Grupo B
255,2013,G,1,18,180,180103,C.Carrera Estatut-Grupo C,Complemento Carrera de Personal Estatutario - Grupo C
256,2013,G,1,18,180,180104,C.Carrera Estatut-Grupo D,Complemento Carrera de Personal Estatutario - Grupo D
257,2013,G,1,18,180,180105,C.Carrera Estatut-Grupo E,Complemento Carrera de Personal Estatutario - Grupo E
258,2013,G,1,18,180,180110,C.Espec.Pers no sanitario,Complemento específico. Personal no sanitario
259,2013,G,1,18,180,180111,"C.Espec.Sanit facult,APD",Complemento específico. Personal sanitario facultativo y APD
260,2013,G,1,18,180,180112,C.Espec. Sanit no facult.,Complemento específico. Personal sanitario no facultativo
261,2013,G,1,18,180,180120,Turnic. No sanitario,Complemento específico por turnicidad. Personal no sanitario
262,2013,G,1,18,180,180121,Turnic. Sanitario facul,Complemento específico por turnicidad. Personal sanitario facultativo
263,2013,G,1,18,180,180122,Turnic. Sanitar no facul,Complemento específico por turnicidad. Personal sanitario no facultativo
264,2013,G,1,18,180,180130,At.Cont. No sanitario,Complemento de atención continuada. Personal no sanitario
265,2013,G,1,18,180,180131,At.Cont. San facul y APD,Complemento de atención continuada. Personal sanitario facultativo y APD
266,2013,G,1,18,180,180132,At.Cont. Sanitar no facul,Complemento de atención continuada. Personal sanitario no facultativo
267,2013,G,1,18,180,180140,Compl. transit. absorb.,Complementos transitorios absorbibles
268,2013,G,1,18,180,180150,Retrib. Complement. cupo,Retribuciones complementarias de cupo
269,2013,G,1,18,180,180190,Otros complementos,Otros complementos
270,2013,G,1,18,182,182000,P.Est. temporal. Grupo A,Personal Estatutario temporal. Grupo A
271,2013,G,1,18,182,182001,P.Est. temporal. Grupo B,Personal Estatutario temporal. Grupo B
272,2013,G,1,18,182,182002,P.Est. temporal. Grupo C,Personal Estatutario temporal. Grupo C
273,2013,G,1,18,182,182003,P.Est. temporal. Grupo D,Personal Estatutario temporal. Grupo D
274,2013,G,1,18,182,182004,P.Est. temporal. Grupo E,Personal Estatutario temporal. Grupo E
275,2013,G,1,18,182,182005,Compl.Pers Estat.Temporal,Retribuciones complementarias de Personal Estatutario Temporal
276,2013,G,1,18,183,183002,Otro pers.Básicas y otras,Otro personal. Retribuciones básicas y otras remuneraciones
277,2013,G,1,18,184,184000,Básicas y otras remun.,Retribuciones básicas y otras remuneraciones
278,2013,G,1,18,185,185000,Prod. fija Estat y APD,Productividad fija Personal Estatutario y A.P.D.
279,2013,G,1,18,185,185001,Prod. var. Estat y APD,Productividad variable Personal Estatutario y A.P.D.
280,2013,G,1,18,186,186000,Seguridad social,Seguridad social
281,2013,G,1,18,186,186001,Formación del Personal,Formación del Personal
282,2013,G,1,18,186,186002,Ayudas para estudio,Ayudas para estudio
283,2013,G,1,18,186,186003,Acción Social,Acción Social
284,2013,G,1,18,186,186004,Otros,Otros
285,2013,G,1,18,187,187000,Sueldos Pers.Formación,Sueldos de Personal en formación
286,2013,G,1,18,187,187001,Paga Extra Pers.Formación,Pagas Extraordinarias de Personal en Formación
287,2013,G,1,18,187,187002,C.At.Cont. Pers.Formación,Complemento de Atención Continuada de Personal en Formación
288,2013,G,2,20,200,200000,Arrend. Terr y  B. natur.,Arrendamientos de terrenos y bienes naturales
289,2013,G,2,20,202,202000,Arrend. Edific. y constr,Arrendamientos de edificios y otras construcciones
290,2013,G,2,20,203,203000,"Arrend. Maq,inst,utillaje","Arrendamientos de maquinaria, instalación y utillaje"
291,2013,G,2,20,204,204000,Arrend. Material transp.,Arrendamientos de material de transporte
292,2013,G,2,20,205,205000,"Arrend. Mobil.,enseres",Arrendamientos de mobiliario y enseres
293,2013,G,2,20,206,206000,Arrend. Equip proc inform,Arrendamientos de equipos para procesos de información
294,2013,G,2,20,209,209000,Arrend. otro inmov. mat.,Arrendamientos de otro inmovilizado material
295,2013,G,2,21,210,210000,Rep.Const.Terr y B.natur.,Reparación y conservación de terrenos y bienes naturales
296,2013,G,2,21,212,212000,Rep.Const. Edif. y constr,Reparación y conservación de edificios y otras construcciones
297,2013,G,2,21,213,213000,"Rep.Const. Maq,inst,utill","Reparación y conservación de maquinaria, instalaciones y utillaje"
298,2013,G,2,21,214,214000,Rep.Const. Mat. transport,Reparación y conservación de material de transporte
299,2013,G,2,21,215,215000,"Rep.Const. Mobil.,enseres",Reparación y conservación de mobiliario y enseres
300,2013,G,2,21,216,216000,Rep.Const. Equip informac,Reparación y conservación de equipos para procesos de información
301,2013,G,2,21,219,219000,Rep.Const. otr inm. mat.,Reparación y conservación de otro inmovilizado material
302,2013,G,2,22,220,220000,Ordinar. no inventariable,Ordinario no inventariable
303,2013,G,2,22,220,220001,Mobiliario y enseres,Mobiliario y enseres
304,2013,G,2,22,220,220002,"Prensa,revistas,publ.per.","Prensa, revistas y publicaciones periódicas"
305,2013,G,2,22,220,220003,Libros y otras public.,Libros y otras publicaciones
306,2013,G,2,22,220,220004,Material informático,Material informático
307,2013,G,2,22,220,220005,Adquisición Cartones Bing,Adquisición Cartones de Bingo
308,2013,G,2,22,220,220009,Otro material de oficina,Otro material de oficina
309,2013,G,2,22,221,221000,Energía eléctrica,Energía eléctrica
310,2013,G,2,22,221,221001,Agua,Agua
311,2013,G,2,22,221,221002,Gas,Gas
312,2013,G,2,22,221,221003,Combustibles,Combustibles
313,2013,G,2,22,221,221004,Vestuario,Vestuario
314,2013,G,2,22,221,221005,Productos alimenticios,Productos alimenticios
