_id,Ejercicio,Centro Gestor,Funcional,Economico,Financiacion,Descripcion,Credito inicial,Modificaciones,Credito Definitivo,Comprometido,Obligaciones Reconocidas,Pagado
86,2024,01010,1111,608000,91002,Otro inmovilizado material,"25.000,00",,"25.000,00","25.000,00","25.000,00","6.250,00"
87,2024,01010,1111,609000,91002,Inmovilizado Inmaterial,"239.222,46",,"239.222,46","239.222,46","239.222,46","59.805,62"
88,2024,01010,1113,120000,91002,Sueldos de Personal Funcionario,"82.143,00",,"82.143,00","82.143,00","82.143,00","20.535,75"
89,2024,01010,1113,120005,91002,Trienios de Personal Funcionario,"26.891,40",,"26.891,40","26.891,40","26.891,40","6.722,85"
90,2024,01010,1113,120006,91002,Pagas extraordinarias de Personal Funcionario,"29.453,90",,"29.453,90","29.453,90","29.453,90","7.363,48"
91,2024,01010,1113,121000,91002,Complemento de destino de Personal Funcionario,"38.203,56",,"38.203,56","38.203,56","38.203,56","9.550,89"
92,2024,01010,1113,121001,91002,Complemento específico de Personal Funcionario,"40.607,40",,"40.607,40","40.607,40","40.607,40","10.151,85"
93,2024,01010,1113,160000,91002,Seguridad social,"57.953,52",,"57.953,52","57.953,52","57.953,52","14.488,38"
94,2024,01010,1113,212000,91002,Rep. y conservación edificios y otras construcc.,"15.000,00",,"15.000,00","15.000,00","15.000,00","3.750,00"
95,2024,01010,1113,213000,91002,"Rep. y conserv. maquinaria,instalaciones,utillaje","1.500,00",,"1.500,00","1.500,00","1.500,00",375
96,2024,01010,1113,216000,91002,Rep. y conserv. equipos procesos de información,"17.500,00",,"17.500,00","17.500,00","17.500,00","4.375,00"
97,2024,01010,1113,220003,91002,Libros y otras publicaciones,"18.000,00",,"18.000,00","18.000,00","18.000,00","4.500,00"
98,2024,01010,1113,221009,91002,Otros suministros,"30.000,00",,"30.000,00","30.000,00","30.000,00","7.500,00"
99,2024,01010,1113,226002,91002,Gastos de divulgación y promoción,"100.000,00",,"100.000,00","100.000,00","100.000,00","25.000,00"
100,2024,01010,1113,227000,91002,Limpieza y aseo,"75.000,00",,"75.000,00","75.000,00","75.000,00","18.750,00"
101,2024,01010,1113,227001,91002,Seguridad,"237.000,00",,"237.000,00","237.000,00","237.000,00","59.250,00"
102,2024,01010,1113,227009,91002,Otros trabajos realizados por otras empresas,"573.000,00",,"573.000,00","573.000,00","573.000,00","143.250,00"
103,2024,01010,1113,603000,91002,"Maquinaria, instalación y utillaje","40.000,00",,"40.000,00","40.000,00","40.000,00","10.000,00"
104,2024,01010,1113,605000,91002,Mobiliario y enseres,"2.000,00",,"2.000,00","2.000,00","2.000,00",500
105,2024,01010,1113,607000,91002,Bienes destinados para uso general,"19.500,00",,"19.500,00","19.500,00","19.500,00","4.875,00"
106,2024,01020,1112,100000,91002,Retribuciones básicas de Altos Cargos,"64.072,54",,"64.072,54","64.072,54","64.072,54",
107,2024,01020,1112,100001,91002,Otras remuneraciones de Altos Cargos,"93.700,32",,"93.700,32","93.700,32","93.700,32",
108,2024,01020,1112,100005,91002,Trienios,"13.954,06",,"13.954,06","13.954,06","13.954,06",
109,2024,01020,1112,110000,91002,Retribuciones básicas Pers. Eventual de Gabinete,"365.132,88",,"365.132,88","365.132,88","365.132,88",
110,2024,01020,1112,110001,91002,Otras remuneraciones de Pers. Eventual de Gabinete,"269.678,88",,"269.678,88","269.678,88","269.678,88",
111,2024,01020,1112,110005,91002,Trienios de Pers. Eventual de Gabinete,"30.181,00",,"30.181,00","30.181,00","30.181,00",
112,2024,01020,1112,110006,91002,Pagas extraordinarias Pers. Eventual de Gabinete,"110.168,04",,"110.168,04","110.168,04","110.168,04",
113,2024,01020,1112,120000,91002,Sueldos de Personal Funcionario,"156.243,48",,"156.243,48","156.243,48","156.243,48",
114,2024,01020,1112,120005,91002,Trienios de Personal Funcionario,"75.397,18",,"75.397,18","75.397,18","75.397,18",
115,2024,01020,1112,120006,91002,Pagas extraordinarias de Personal Funcionario,"60.420,78",,"60.420,78","60.420,78","60.420,78",
116,2024,01020,1112,121000,91002,Complemento de destino de Personal Funcionario,"74.520,72",,"74.520,72","74.520,72","74.520,72",
117,2024,01020,1112,121001,91002,Complemento específico de Personal Funcionario,"62.489,76",,"62.489,76","62.489,76","62.489,76",
118,2024,01020,1112,122002,91002,Otras retribuciones en especie,"18.779,22",,"18.779,22","18.779,22","18.779,22",
119,2024,01020,1112,150000,91002,Productividad fija de Funcionarios,"44.919,72",,"44.919,72","44.919,72","44.919,72",
120,2024,01020,1112,151000,91002,Gratificaciones de Personal Funcionario,"530,44",,"530,44","530,44","530,44",
121,2024,01020,1112,151001,91002,Gratificaciones de Personal no Funcionario,"530,44",,"530,44","530,44","530,44",
122,2024,01020,1112,160000,91002,Seguridad social,"361.964,59",,"361.964,59","361.964,59","361.964,59",
123,2024,01020,1112,161000,91002,Formación y perfeccion. Funcionarios y no Laboral,"5.304,38",,"5.304,38","5.304,38","5.304,38",
124,2024,01020,1112,161009,91002,Otros Gtos Sociales de Funcionarios y no Laborales,"2.514,27",,"2.514,27","2.514,27","2.514,27",
125,2024,01020,1112,165000,91002,Fondo de Acción Social,"33.304,47",,"33.304,47","33.304,47","33.304,47",
126,2024,01020,1112,204000,91002,Arrendamientos de material de transporte,"6.000,00",,"6.000,00","6.000,00","6.000,00",
127,2024,01020,1112,206000,91002,Arrendamientos de equipos procesos de información,"2.000,00",,"2.000,00","2.000,00","2.000,00",
128,2024,01020,1112,212000,91002,Rep. y conservación edificios y otras construcc.,"4.000,00",,"4.000,00","4.000,00","4.000,00",
129,2024,01020,1112,213000,91002,"Rep. y conserv. maquinaria,instalaciones,utillaje","16.500,00",,"16.500,00","16.500,00","16.500,00",
130,2024,01020,1112,214000,91002,Reparación y conservación material de transporte,"2.000,00",,"2.000,00","2.000,00","2.000,00",
131,2024,01020,1112,215000,91002,Reparación y conservación de mobiliario y enseres,100,,100,100,100,
132,2024,01020,1112,216000,91002,Rep. y conserv. equipos procesos de información,"2.600,00",,"2.600,00","2.600,00","2.600,00",
133,2024,01020,1112,220000,91002,Ordinario no inventariable,"4.000,00",,"4.000,00","4.000,00","4.000,00",
134,2024,01020,1112,220001,91002,Mobiliario y enseres,900,,900,900,900,
135,2024,01020,1112,220002,91002,"Prensa, revistas y publicaciones periódicas","10.000,00",,"10.000,00","10.000,00","10.000,00",
136,2024,01020,1112,220003,91002,Libros y otras publicaciones,"13.000,00",,"13.000,00","13.000,00","13.000,00",
137,2024,01020,1112,220004,91002,Material informático,"3.600,00",,"3.600,00","3.600,00","3.600,00",
138,2024,01020,1112,220009,91002,Otro material de oficina,500,,500,500,500,
139,2024,01020,1112,221000,91002,Energía eléctrica,"30.000,00",,"30.000,00","30.000,00","30.000,00",
140,2024,01020,1112,221001,91002,Agua,"11.500,00",,"11.500,00","11.500,00","11.500,00",
141,2024,01020,1112,221003,91002,Combustibles,"3.200,00",,"3.200,00","3.200,00","3.200,00",
142,2024,01020,1112,221004,91002,Vestuario,"1.500,00",,"1.500,00","1.500,00","1.500,00",
143,2024,01020,1112,221009,91002,Otros suministros,"3.000,00",,"3.000,00","3.000,00","3.000,00",
144,2024,01020,1112,222000,91002,Telefónicas,"7.000,00",,"7.000,00","7.000,00","7.000,00",
145,2024,01020,1112,222001,91002,Postales,"1.500,00",,"1.500,00","1.500,00","1.500,00",
146,2024,01020,1112,222009,91002,Otras comunicaciones,850,,850,850,850,
147,2024,01020,1112,223000,91002,Transporte,800,,800,800,800,
148,2024,01020,1112,224000,91002,Primas de Edificios y locales,"4.500,00",,"4.500,00","4.500,00","4.500,00",
149,2024,01020,1112,224001,91002,Primas de vehículos,900,,900,900,900,
150,2024,01020,1112,225000,91002,Tributos locales,"1.500,00",,"1.500,00","1.500,00","1.500,00",
151,2024,01020,1112,225001,91002,Tributos autonómicos,100,,100,100,100,
152,2024,01020,1112,226001,91002,Atenciones protocolarias y representativas,"7.000,00",,"7.000,00","7.000,00","7.000,00",
153,2024,01020,1112,226002,91002,Gastos de divulgación y promoción,"12.000,00",,"12.000,00","12.000,00","12.000,00",
154,2024,01020,1112,226005,91002,Reuniones y conferencias,"21.200,00",,"21.200,00","21.200,00","21.200,00",
155,2024,01020,1112,226009,91002,Otros gastos diversos,300,,300,300,300,
156,2024,01020,1112,227000,91002,Limpieza y aseo,"51.000,00",,"51.000,00","51.000,00","51.000,00",
157,2024,01020,1112,227001,91002,Seguridad,"54.900,00",,"54.900,00","54.900,00","54.900,00",
158,2024,01020,1112,227003,91002,Postales,750,,750,750,750,
159,2024,01020,1112,227006,91002,Estudios y trabajos técnicos,"9.000,00",,"9.000,00","9.000,00","9.000,00",
160,2024,01020,1112,227009,91002,Otros trabajos realizados por otras empresas,"22.000,00",,"22.000,00","22.000,00","22.000,00",
161,2024,01020,1112,230000,91002,Dietas,"1.500,00",,"1.500,00","1.500,00","1.500,00",
162,2024,01020,1112,231000,91002,Locomoción,"1.500,00",,"1.500,00","1.500,00","1.500,00",
163,2024,01020,1112,233000,91002,Gastos a través de agencias de viaje,"1.000,00",,"1.000,00","1.000,00","1.000,00",
164,2024,01020,1112,440298,91002,Cátedra de Derecho Civil Aragonés UNIZAR,"10.000,00",,"10.000,00","10.000,00","10.000,00",
165,2024,01020,1112,480558,91002,Becas del Justicia de Aragón,"9.720,00",,"9.720,00","9.720,00","9.720,00",
166,2024,01020,1112,603000,91002,"Maquinaria, instalación y utillaje","12.600,00",,"12.600,00","12.600,00","12.600,00",
167,2024,01020,1112,605000,91002,Mobiliario y enseres,"5.000,00",,"5.000,00","5.000,00","5.000,00",
168,2024,01020,1112,606000,91002,Equipos para procesos de información,"5.000,00",,"5.000,00","5.000,00","5.000,00",
169,2024,01020,1112,609000,91002,Inmovilizado Inmaterial,"10.000,00",,"10.000,00","10.000,00","10.000,00",
170,2024,01030,1114,100000,91002,Retribuciones básicas de Altos Cargos,"153.034,98",,"153.034,98","153.034,98","153.034,98",
171,2024,01030,1114,100001,91002,Otras remuneraciones de Altos Cargos,"99.053,22",,"99.053,22","99.053,22","99.053,22",
172,2024,01030,1114,100005,91002,Trienios,"20.348,36",,"20.348,36","20.348,36","20.348,36",
173,2024,01030,1114,110000,91002,Retribuciones básicas Pers. Eventual de Gabinete,"34.288,68",,"34.288,68","34.288,68","34.288,68",
174,2024,01030,1114,110001,91002,Otras remuneraciones de Pers. Eventual de Gabinete,"20.510,88",,"20.510,88","20.510,88","20.510,88",
175,2024,01030,1114,110005,91002,Trienios de Pers. Eventual de Gabinete,"355,92",,"355,92","355,92","355,92",
176,2024,01030,1114,110006,91002,Pagas extraordinarias Pers. Eventual de Gabinete,"9.192,58",,"9.192,58","9.192,58","9.192,58",
177,2024,01030,1114,120000,91002,Sueldos de Personal Funcionario,"840.181,20",,"840.181,20","840.181,20","840.181,20",
178,2024,01030,1114,120005,91002,Trienios de Personal Funcionario,"267.200,52",,"267.200,52","267.200,52","267.200,52",
179,2024,01030,1114,120006,91002,Pagas extraordinarias de Personal Funcionario,"304.874,92",,"304.874,92","304.874,92","304.874,92",
180,2024,01030,1114,121000,91002,Complemento de destino de Personal Funcionario,"367.608,48",,"367.608,48","367.608,48","367.608,48",
181,2024,01030,1114,121001,91002,Complemento específico de Personal Funcionario,"354.259,32",,"354.259,32","354.259,32","354.259,32",
182,2024,01030,1114,121009,91002,Otras retribuciones complementarias Funcionarios,"22.565,27",,"22.565,27","22.565,27","22.565,27",
183,2024,01030,1114,122002,91002,Otras retribuciones en especie,"8.106,00",,"8.106,00","8.106,00","8.106,00",
184,2024,01030,1114,150001,91002,Productividad variable de Funcionarios,"113.255,16",,"113.255,16","113.255,16","113.255,16",
185,2024,01030,1114,160000,91002,Seguridad social,"520.948,43",,"520.948,43","520.948,43","520.948,43",
186,2024,01030,1114,160009,91002,Otras cuotas sociales,"4.593,96",,"4.593,96","4.593,96","4.593,96",
187,2024,01030,1114,161000,91002,Formación y perfeccion. Funcionarios y no Laboral,"14.119,48",,"14.119,48","14.119,48","14.119,48",
188,2024,01030,1114,161009,91002,Otros Gtos Sociales de Funcionarios y no Laborales,"7.867,50",,"7.867,50","7.867,50","7.867,50",
189,2024,01030,1114,165000,91002,Fondo de Acción Social,"26.148,35",,"26.148,35","26.148,35","26.148,35",
190,2024,01030,1114,165001,91002,Fondo de pensiones,"15.000,00",,"15.000,00","15.000,00","15.000,00",
191,2024,01030,1114,202000,91002,Arrendamientos de edificios y otras construcciones,"202.203,80",,"202.203,80","202.203,80","202.203,80",
192,2024,01030,1114,206000,91002,Arrendamientos de equipos procesos de información,"29.831,18",,"29.831,18","29.831,18","29.831,18",
193,2024,01030,1114,216000,91002,Rep. y conserv. equipos procesos de información,"3.400,85",,"3.400,85","3.400,85","3.400,85",
194,2024,01030,1114,220000,91002,Ordinario no inventariable,"3.000,00",,"3.000,00","3.000,00","3.000,00",
195,2024,01030,1114,220002,91002,"Prensa, revistas y publicaciones periódicas","4.446,05",,"4.446,05","4.446,05","4.446,05",
196,2024,01030,1114,220003,91002,Libros y otras publicaciones,"597,98",,"597,98","597,98","597,98",
197,2024,01030,1114,221000,91002,Energía eléctrica,"56.331,10",,"56.331,10","56.331,10","56.331,10",
198,2024,01030,1114,222000,91002,Telefónicas,"5.192,78",,"5.192,78","5.192,78","5.192,78",
199,2024,01030,1114,222001,91002,Postales,321,,321,321,321,
200,2024,01030,1114,223000,91002,Transporte,"12.000,00",,"12.000,00","12.000,00","12.000,00",
201,2024,01030,1114,224002,91002,Primas de otro inmovilizado,356,,356,356,356,
202,2024,01030,1114,226000,91002,Cánones,"115.306,44",,"115.306,44","115.306,44","115.306,44",
203,2024,01030,1114,226001,91002,Atenciones protocolarias y representativas,"2.856,00",,"2.856,00","2.856,00","2.856,00",
204,2024,01030,1114,226002,91002,Gastos de divulgación y promoción,"5.000,00",,"5.000,00","5.000,00","5.000,00",
205,2024,01030,1114,226005,91002,Reuniones y conferencias,"5.000,00",,"5.000,00","5.000,00","5.000,00",
206,2024,01030,1114,226009,91002,Otros gastos diversos,"13.317,48",,"13.317,48","13.317,48","13.317,48",
207,2024,01030,1114,227000,91002,Limpieza y aseo,"38.616,00",,"38.616,00","38.616,00","38.616,00",
208,2024,01030,1114,227001,91002,Seguridad,"51.963,00",,"51.963,00","51.963,00","51.963,00",
209,2024,01030,1114,227006,91002,Estudios y trabajos técnicos,"51.777,56",,"51.777,56","51.777,56","51.777,56",
210,2024,01030,1114,227009,91002,Otros trabajos realizados por otras empresas,"2.650,00",,"2.650,00","2.650,00","2.650,00",
211,2024,01030,1114,230000,91002,Dietas,"4.503,68",,"4.503,68","4.503,68","4.503,68",
212,2024,01030,1114,231000,91002,Locomoción,"7.009,67",,"7.009,67","7.009,67","7.009,67",
213,2024,01030,1114,250000,91002,Gastos en pruebas selectivas,"6.959,50",,"6.959,50","6.959,50","6.959,50",
214,2024,01030,1114,251000,91002,Realización de cursos de formación interna,"7.757,04",,"7.757,04","7.757,04","7.757,04",
215,2024,01030,1114,602000,91002,Edificios y otras construcciones,"150.000,00",,"150.000,00","150.000,00","150.000,00",
216,2024,01030,1114,606000,91002,Equipos para procesos de información,"22.922,90",,"22.922,90","22.922,90","22.922,90",
217,2024,01030,1114,609000,91002,Inmovilizado Inmaterial,"18.150,00",,"18.150,00","18.150,00","18.150,00",
218,2024,02010,1121,100000,91002,Retribuciones básicas de Altos Cargos,"19.653,60",,"19.653,60","20.338,22","20.338,22","20.338,22"
219,2024,02010,1121,100001,91002,Otras remuneraciones de Altos Cargos,"73.724,16",,"73.724,16","76.292,66","76.292,66","76.292,66"
220,2024,02010,1121,101000,91002,"Retribuciones básicas de SGT, DG y asimilados","14.227,80",,"14.227,80","14.769,59","14.769,59","14.769,59"
221,2024,02010,1121,101001,91002,"Complemento de destino de SGT, DG y asimilados","16.047,24",,"16.047,24","16.658,07","16.658,07","16.658,07"
222,2024,02010,1121,101002,91002,"Complemento específico de SGT, DG y asimilados","39.468,24",,"39.468,24","44.948,10","44.948,10","44.948,10"
223,2024,02010,1121,101005,91002,"Trienios de SGT, DG y asimilados","4.165,56",,"4.165,56","4.686,94","4.686,94","4.686,94"
224,2024,02010,1121,101006,91002,"Pagas extraordinarias de SGT, DG y asimilados","4.565,30",,"4.565,30","4.812,89","4.812,89","4.812,89"
225,2024,02010,1121,110000,91002,Retribuciones básicas Pers. Eventual de Gabinete,"144.928,80",,"144.928,80","119.822,98","119.822,98","119.822,98"
