_id,Ejercicio,Centro Gestor,Funcional,Economico,Financiacion,Descripcion,Credito inicial,Modificaciones,Credito Definitivo,Comprometido,Obligaciones Reconocidas,Pagado
128,2014,01020,1112,221004,91002,Vestuario,"1.900,00",,"1.900,00","950,00","950,00","475,00"
129,2014,01020,1112,221009,91002,Otros suministros,"1.500,00",,"1.500,00","750,00","750,00","375,00"
130,2014,01020,1112,222000,91002,Telefónicas,"20.000,00",,"20.000,00","10.000,00","10.000,00","5.000,00"
131,2014,01020,1112,222001,91002,Postales,"9.000,00",,"9.000,00","4.500,00","4.500,00","2.250,00"
132,2014,01020,1112,222002,91002,Telegráficas,"40,00",,"40,00","20,00","20,00","10,00"
133,2014,01020,1112,222009,91002,Otras comunicaciones,"2.700,00",,"2.700,00","1.350,00","1.350,00","675,00"
134,2014,01020,1112,223000,91002,Transporte,"2.700,00",,"2.700,00","1.350,00","1.350,00","675,00"
135,2014,01020,1112,224000,91002,Primas de Edificios y locales,"4.500,00",,"4.500,00","2.250,00","2.250,00","1.125,00"
136,2014,01020,1112,224001,91002,Primas de vehículos,"1.700,00",,"1.700,00","850,00","850,00","425,00"
137,2014,01020,1112,224002,91002,Primas de otro inmovilizado,"50,00",,"50,00","25,00","25,00","12,50"
138,2014,01020,1112,224003,91002,Otros riesgos,"50,00",,"50,00","25,00","25,00","12,50"
139,2014,01020,1112,226001,91002,Atenciones protocolarias y representativas,"17.100,00",,"17.100,00","8.550,00","8.550,00","4.275,00"
140,2014,01020,1112,226002,91002,Gastos de divulgación y promoción,"24.300,00",,"24.300,00","12.150,00","12.150,00","6.075,00"
141,2014,01020,1112,226005,91002,Reuniones y conferencias,"10.800,00",,"10.800,00","5.400,00","5.400,00","2.700,00"
142,2014,01020,1112,226009,91002,Otros gastos diversos,"1.500,00",,"1.500,00","750,00","750,00","375,00"
143,2014,01020,1112,227000,91002,Limpieza y aseo,"53.000,00",,"53.000,00","26.500,00","26.500,00","26.500,00"
144,2014,01020,1112,227001,91002,Seguridad,"42.500,00",,"42.500,00","21.250,00","21.250,00","21.250,00"
145,2014,01020,1112,227003,91002,Postales,"8.500,00",,"8.500,00","4.250,00","4.250,00","2.125,00"
146,2014,01020,1112,227006,91002,Estudios y trabajos técnicos,"9.000,00",,"9.000,00","4.500,00","4.500,00","2.250,00"
147,2014,01020,1112,227009,91002,Otros trabajos realizados por otras empresas,"15.500,00",,"15.500,00","7.750,00","7.750,00","3.875,00"
148,2014,01020,1112,230000,91002,Dietas,"11.500,00",,"11.500,00","5.750,00","5.750,00","5.750,00"
149,2014,01020,1112,231000,91002,Locomoción,"7.000,00",,"7.000,00","3.500,00","3.500,00","3.500,00"
150,2014,01020,1112,480191,91002,Convenio con el Justicia de Aragón,"12.735,18",,"12.735,18","6.367,60","6.367,60","3.183,80"
151,2014,01030,1114,100000,91002,Retribuciones básicas de Altos Cargos,"134.259,48",,"134.259,48","100.694,61","100.694,61","100.694,61"
152,2014,01030,1114,100001,91002,Otras remuneraciones de Altos Cargos,"86.900,74",,"86.900,74","65.175,57","65.175,57","65.175,57"
153,2014,01030,1114,110000,91002,Retribuciones básicas Pers. Eventual de Gabinete,"34.438,00",,"34.438,00","25.828,50","25.828,50","25.828,50"
154,2014,01030,1114,110001,91002,Otras remuneraciones de Pers. Eventual de Gabinete,"20.600,00",,"20.600,00","15.450,00","15.450,00","15.450,00"
155,2014,01030,1114,120000,91002,Sueldos de Personal Funcionario,"613.123,08",,"613.123,08","459.842,31","459.842,31","459.842,31"
156,2014,01030,1114,120005,91002,Trienios de Personal Funcionario,"206.811,06",,"206.811,06","155.108,31","155.108,31","155.108,31"
157,2014,01030,1114,120006,91002,Pagas extraordinarias de Personal Funcionario,"227.039,22",,"227.039,22","170.279,43","170.279,43","170.279,43"
158,2014,01030,1114,121000,91002,Complemento de destino de Personal Funcionario,"297.970,44",,"297.970,44","223.477,83","223.477,83","223.477,83"
159,2014,01030,1114,121001,91002,Complemento específico de Personal Funcionario,"264.672,12",,"264.672,12","198.504,09","198.504,09","198.504,09"
160,2014,01030,1114,122002,91002,Otras retribuciones en especie,"5.855,60",,"5.855,60","4.391,70","4.391,70","4.391,70"
161,2014,01030,1114,150001,91002,Productividad variable de Funcionarios,"109.371,96",,"109.371,96","82.028,97","82.028,97","82.028,97"
162,2014,01030,1114,151000,91002,Gratificaciones de Personal Funcionario,"3.600,00",,"3.600,00","2.700,00","2.700,00","2.700,00"
163,2014,01030,1114,160000,91002,Seguridad social,"268.787,60",,"268.787,60","201.590,70","201.590,70","201.590,70"
164,2014,01030,1114,160001,91002,MUFACE,"12.013,82",,"12.013,82","9.010,38","9.010,38","9.010,38"
165,2014,01030,1114,160009,91002,Otras cuotas sociales,"3.488,24",,"3.488,24","2.616,18","2.616,18","2.616,18"
166,2014,01030,1114,161000,91002,Formación y perfeccion. Funcionarios y no Laboral,"20.000,00",,"20.000,00","15.000,00","15.000,00","15.000,00"
167,2014,01030,1114,161009,91002,Otros Gtos Sociales de Funcionarios y no Laborales,"3.571,66",,"3.571,66","2.678,76","2.678,76","2.678,76"
168,2014,01030,1114,165000,91002,Fondo de Acción Social,"20.046,42",,"20.046,42","15.034,83","15.034,83","15.034,83"
169,2014,01030,1114,165001,91002,Fondo de pensiones,"10.000,00",,"10.000,00","7.500,00","7.500,00","7.500,00"
170,2014,01030,1114,206000,91002,Arrendamientos de equipos procesos de información,"15.000,00",,"15.000,00","11.250,00","11.250,00","11.250,00"
171,2014,01030,1114,212000,91002,Rep. y conservación edificios y otras construcc.,"30.000,00",,"30.000,00","22.500,00","22.500,00","22.500,00"
172,2014,01030,1114,213000,91002,"Rep. y conserv. maquinaria,instalaciones,utillaje","3.000,00",,"3.000,00","2.250,00","2.250,00","2.250,00"
173,2014,01030,1114,215000,91002,Reparación y conservación de mobiliario y enseres,"2.500,00",,"2.500,00","1.875,00","1.875,00","1.875,00"
174,2014,01030,1114,216000,91002,Rep. y conserv. equipos procesos de información,"3.000,00",,"3.000,00","2.250,00","2.250,00","2.250,00"
175,2014,01030,1114,220000,91002,Ordinario no inventariable,"14.500,00",,"14.500,00","10.875,00","10.875,00","10.875,00"
176,2014,01030,1114,220001,91002,Mobiliario y enseres,"5.000,00",,"5.000,00","3.750,00","3.750,00","3.750,00"
177,2014,01030,1114,220002,91002,"Prensa, revistas y publicaciones periódicas","9.000,00",,"9.000,00","6.750,00","6.750,00","6.750,00"
178,2014,01030,1114,220003,91002,Libros y otras publicaciones,"9.000,00",,"9.000,00","6.750,00","6.750,00","6.750,00"
179,2014,01030,1114,220004,91002,Material informático,"9.000,00",,"9.000,00","6.750,00","6.750,00","6.750,00"
180,2014,01030,1114,220009,91002,Otro material de oficina,"5.000,00",,"5.000,00","3.750,00","3.750,00","3.750,00"
181,2014,01030,1114,221000,91002,Energía eléctrica,"40.000,00",,"40.000,00","30.000,00","30.000,00","30.000,00"
182,2014,01030,1114,221009,91002,Otros suministros,"1.000,00",,"1.000,00","750,00","750,00","750,00"
183,2014,01030,1114,222000,91002,Telefónicas,"14.000,00",,"14.000,00","10.500,00","10.500,00","10.500,00"
184,2014,01030,1114,222001,91002,Postales,"6.000,00",,"6.000,00","4.500,00","4.500,00","4.500,00"
185,2014,01030,1114,223000,91002,Transporte,"3.000,00",,"3.000,00","2.250,00","2.250,00","2.250,00"
186,2014,01030,1114,224002,91002,Primas de otro inmovilizado,"1.000,00",,"1.000,00","750,00","750,00","750,00"
187,2014,01030,1114,225002,91002,Tributos estatales,"1.000,00",,"1.000,00","750,00","750,00","750,00"
188,2014,01030,1114,226000,91002,Cánones,"50.000,00",,"50.000,00","37.500,00","37.500,00","37.500,00"
189,2014,01030,1114,226001,91002,Atenciones protocolarias y representativas,"20.000,00",,"20.000,00","15.000,00","15.000,00","15.000,00"
190,2014,01030,1114,226002,91002,Gastos de divulgación y promoción,"20.000,00",,"20.000,00","15.000,00","15.000,00","15.000,00"
191,2014,01030,1114,226005,91002,Reuniones y conferencias,"26.000,00",,"26.000,00","19.500,00","19.500,00","19.500,00"
192,2014,01030,1114,226009,91002,Otros gastos diversos,"10.000,00",,"10.000,00","7.500,00","7.500,00","7.500,00"
193,2014,01030,1114,227000,91002,Limpieza y aseo,"50.000,00",,"50.000,00","37.500,00","37.500,00","37.500,00"
194,2014,01030,1114,227001,91002,Seguridad,"60.000,00",,"60.000,00","45.000,00","45.000,00","45.000,00"
195,2014,01030,1114,227006,91002,Estudios y trabajos técnicos,"97.441,44",,"97.441,44","73.081,08","73.081,08","73.081,08"
196,2014,01030,1114,230000,91002,Dietas,"35.000,00",,"35.000,00","26.250,00","26.250,00","26.250,00"
197,2014,01030,1114,231000,91002,Locomoción,"20.000,00",,"20.000,00","15.000,00","15.000,00","15.000,00"
198,2014,01030,1114,251000,91002,Realización de cursos de formación interna,"10.500,00",,"10.500,00","7.875,00","7.875,00","7.875,00"
199,2014,01030,1114,603000,91002,"Maquinaria, instalación y utillaje","2.000,00",,"2.000,00","1.500,00","1.500,00","1.500,00"
200,2014,01030,1114,605000,91002,Mobiliario y enseres,"5.000,00",,"5.000,00","3.750,00","3.750,00","3.750,00"
201,2014,01030,1114,606000,91002,Equipos para procesos de información,"5.500,00",,"5.500,00","4.125,00","4.125,00","4.125,00"
202,2014,01030,1114,609000,91002,Inmovilizado Inmaterial,"6.000,00",,"6.000,00","4.500,00","4.500,00","4.500,00"
203,2014,02010,1121,100000,91002,Retribuciones básicas de Altos Cargos,"17.071,80",,"17.071,80","17.071,80","17.071,80","17.071,80"
204,2014,02010,1121,100001,91002,Otras remuneraciones de Altos Cargos,"63.903,12",,"63.903,12","63.903,00","63.903,00","63.903,00"
205,2014,02010,1121,110000,91002,Retribuciones básicas Pers. Eventual de Gabinete,"131.002,20",,"131.002,20","84.428,93","84.428,93","84.428,93"
206,2014,02010,1121,110001,91002,Otras remuneraciones de Pers. Eventual de Gabinete,"263.082,16",,"263.082,16","148.535,91","148.535,91","148.535,91"
207,2014,02010,1121,120000,91002,Sueldos de Personal Funcionario,"173.427,72",,"173.427,72","145.489,13","145.489,13","145.489,13"
208,2014,02010,1121,120005,91002,Trienios de Personal Funcionario,"52.529,00",,"52.529,00","39.577,61","39.577,61","39.577,61"
209,2014,02010,1121,120006,91002,Pagas extraordinarias de Personal Funcionario,"74.765,54",,"74.765,54","63.299,45","63.299,45","63.299,45"
210,2014,02010,1121,121000,91002,Complemento de destino de Personal Funcionario,"125.915,40",,"125.915,40","110.860,68","110.860,68","110.860,68"
211,2014,02010,1121,121001,91002,Complemento específico de Personal Funcionario,"268.994,52",,"268.994,52","238.530,36","238.530,36","238.530,36"
212,2014,02010,1121,130001,91002,Antigüedad de Personal Laboral Fijo,"5.023,36",,"5.023,36","1.351,80","1.351,80","1.351,80"
213,2014,02010,1121,130002,91002,Pagas extraordinarias de Personal Laboral Fijo,"500,00",,"500,00",,,
214,2014,02010,1121,130003,91002,Otras remuneraciones de Personal Laboral Fijo,"3.700,00",,"3.700,00",,,
215,2014,02010,1121,160000,91002,Seguridad social,"272.353,37",,"272.353,37","203.324,89","203.324,89","203.324,89"
216,2014,02010,1121,161000,91002,Formación y perfeccion. Funcionarios y no Laboral,"1.200,00",,"1.200,00",,,
