_id,Ejercicio,Centro Gestor,Economico,Financiacion,Descripcion,Prevision Inicial,Modificaciones,Prevision Definitiva,D.Rec. Netos,Recaudado Neto
95,2022,12500,330012,91003,Precios Públicos de Caza y Pesca,155000,,155000,,
96,2022,12500,330013,91003,Precios Públicos Medicina Legal de Aragón (IMLA),50000,,50000,20370,15470
97,2022,12500,330015,91003,Precio Público IAEST,6000,,6000,,
98,2022,12500,380000,32200,Reintegros ej.cerrados de Presidencia y Justicia,,,,"42935,32","42935,32"
99,2022,12500,380000,32218,Reintegros ej.cerrados de Presidencia y Justicia,,,,"49792,9","49792,9"
100,2022,12500,380000,32219,Reintegros ej.cerrados de Presidencia y Justicia,,,,"6725,47","6725,47"
101,2022,12500,380000,91003,Reintegros ej.cerrados de Presidencia y Justicia,,,,"13641,08","13641,08"
102,2022,12500,380000,91218,Reintegros ej.cerrados de Presidencia y Justicia,,,,"49792,91","49792,91"
103,2022,12500,380000,91219,Reintegros ej.cerrados de Presidencia y Justicia,,,,"6725,47","6725,47"
104,2022,12500,380001,91003,Reintegros ej.cerrados de Hacienda y Admón Pública,,,,"38846,46","38846,46"
105,2022,12500,380001,91019,Reintegros ej.cerrados de Hacienda y Admón Pública,,,,"892784,62","480896,24"
106,2022,12500,380002,39001,"Reintegros ej.cerrados de OP, Urb., Vivienda y Tte",,,,"594,14","594,14"
107,2022,12500,380002,39117,"Reintegros ej.cerrados de OP, Urb., Vivienda y Tte",,,,"16,92","16,92"
108,2022,12500,380002,39127,"Reintegros ej.cerrados de OP, Urb., Vivienda y Tte",,,,"69893,66","69893,66"
109,2022,12500,380002,91003,"Reintegros ej.cerrados de OP, Urb., Vivienda y Tte",,,,"343456,35","343456,35"
110,2022,12500,380003,12101,"Reintegros ej.cer de Agricultura, Ganadería y M.Am",,,,"44192,63","44192,63"
111,2022,12500,380003,12102,"Reintegros ej.cer de Agricultura, Ganadería y M.Am",,,,"-41126,56","-41126,56"
112,2022,12500,380003,12202,"Reintegros ej.cer de Agricultura, Ganadería y M.Am",,,,"36293,15","36293,15"
113,2022,12500,380003,34062,"Reintegros ej.cer de Agricultura, Ganadería y M.Am",,,,"-693,53","-693,53"
114,2022,12500,380003,36012,"Reintegros ej.cer de Agricultura, Ganadería y M.Am",,,,"603758,57","603758,57"
115,2022,12500,380003,36014,"Reintegros ej.cer de Agricultura, Ganadería y M.Am",,,,"31679,49","31679,49"
116,2022,12500,380003,91003,"Reintegros ej.cer de Agricultura, Ganadería y M.Am",,,,"7012,22","7012,22"
117,2022,12500,380004,11201,Reintegros ej.cerrados de Industria e Innovación,,,,"3101,23","3101,23"
118,2022,12500,380004,14201,Reintegros ej.cerrados de Industria e Innovación,,,,"11755,26","11755,26"
119,2022,12500,380004,14209,Reintegros ej.cerrados de Industria e Innovación,,,,"60783,82","60783,82"
120,2022,12500,380004,32437,Reintegros ej.cerrados de Industria e Innovación,,,,2600,2600
121,2022,12500,380004,39137,Reintegros ej.cerrados de Industria e Innovación,,,,"108,1","108,1"
122,2022,12500,380004,51011,Reintegros ej.cerrados de Industria e Innovación,,,,"632833,4","632833,4"
123,2022,12500,380004,91003,Reintegros ej.cerrados de Industria e Innovación,,100000,100000,"664435,41","664435,41"
124,2022,12500,380004,91019,Reintegros ej.cerrados de Industria e Innovación,,,,2000,2000
125,2022,12500,380005,91003,"Reintegros ej.cerrados de Sanidad, B. Social y Fam",,,,"2451,79","2451,79"
126,2022,12500,380006,32219,"Reintegros ej.cerrados de Educ., Univ., Cult. y D",,,,"6377,63","6377,63"
127,2022,12500,380006,39135,"Reintegros ej.cerrados de Educ., Univ., Cult. y D",,,,"8284,2","8284,2"
128,2022,12500,380006,91003,"Reintegros ej.cerrados de Educ., Univ., Cult. y D",,,,"68162,5","68162,5"
129,2022,12500,380006,91219,"Reintegros ej.cerrados de Educ., Univ., Cult. y D",,,,"6377,62","6377,62"
130,2022,12500,380007,32200,Reintegros ej.cerrados de Economía y Empleo,,,,"811753,32","811753,32"
131,2022,12500,380007,32218,Reintegros ej.cerrados de Economía y Empleo,,,,"670492,55","670492,55"
132,2022,12500,380007,51012,Reintegros ej.cerrados de Economía y Empleo,,,,"48237,42","48237,42"
133,2022,12500,380007,53002,Reintegros ej.cerrados de Economía y Empleo,,,,"10511,33","10511,33"
134,2022,12500,380007,91003,Reintegros ej.cerrados de Economía y Empleo,,"396945,16","396945,16","1836376,6","1836376,6"
135,2022,12500,380007,91218,Reintegros ej.cerrados de Economía y Empleo,,,,"670492,86","670492,86"
136,2022,12500,380009,32435,"Reint. ejerc. cerrados Sanidad, B.Social y Familia",,"47732,92","47732,92","56582,85","56582,85"
137,2022,12500,380009,37001,"Reint. ejerc. cerrados Sanidad, B.Social y Familia",,"43210,17","43210,17","63802,33","63802,33"
138,2022,12500,380009,91003,"Reint. ejerc. cerrados Sanidad, B.Social y Familia",,,,"29316,09","29316,09"
139,2022,12500,380100,11201,Reintegros de ejercicios cerrados,,,,"22321,7","22321,7"
140,2022,12500,380100,91003,Reintegros de ejercicios cerrados,,,,"76310,26","76310,26"
141,2022,12500,381000,32220,Reintegros ej. corriente de Presidencia y Justicia,,,,60000,60000
142,2022,12500,381000,32221,Reintegros ej. corriente de Presidencia y Justicia,,,,60000,60000
143,2022,12500,381000,91003,Reintegros ej. corriente de Presidencia y Justicia,,,,"5141,75","4976,91"
144,2022,12500,381000,91220,Reintegros ej. corriente de Presidencia y Justicia,,,,60000,60000
145,2022,12500,381000,91221,Reintegros ej. corriente de Presidencia y Justicia,,,,60000,60000
146,2022,12500,381001,91003,Reintegros ej. corriente de Hacienda y Adm. Públic,,,,"23509,62","11580,29"
147,2022,12500,381001,91019,Reintegros ej. corriente de Hacienda y Adm. Públic,,,,"7234,98","356,67"
148,2022,12500,381002,39127,"Reintegros ej. corriente de OOPP, Urb, Viv y Trans",,,,"10371,25","10371,25"
149,2022,12500,381002,91003,"Reintegros ej. corriente de OOPP, Urb, Viv y Trans",,,,"6904,23","6904,23"
150,2022,12500,381003,12101,"Reintegros ej. corriente de Agricultura,Gan y M.Am",,,,"367360,55","367360,55"
151,2022,12500,381003,12102,"Reintegros ej. corriente de Agricultura,Gan y M.Am",,,,"9704,35","9704,35"
152,2022,12500,381003,12202,"Reintegros ej. corriente de Agricultura,Gan y M.Am",,,,"215272,98","215272,98"
153,2022,12500,381003,34004,"Reintegros ej. corriente de Agricultura,Gan y M.Am",,,,"55,64","55,64"
154,2022,12500,381003,34046,"Reintegros ej. corriente de Agricultura,Gan y M.Am",,,,"22254,62","22254,62"
155,2022,12500,381003,34047,"Reintegros ej. corriente de Agricultura,Gan y M.Am",,,,"639,04","639,04"
156,2022,12500,381003,34067,"Reintegros ej. corriente de Agricultura,Gan y M.Am",,,,"1619,37","1619,37"
157,2022,12500,381003,36001,"Reintegros ej. corriente de Agricultura,Gan y M.Am",,,,"1196,66","1196,66"
158,2022,12500,381003,91003,"Reintegros ej. corriente de Agricultura,Gan y M.Am",,,,"104850,54","104850,54"
159,2022,12500,381004,91003,Reintegros ej. corriente de Industria e Innovación,,,,"437,25","437,25"
160,2022,12500,381006,91003,"Reintegros ej. corriente de Educ,Uni,Cult y Deport",,,,"77482,08","77482,08"
161,2022,12500,381007,91003,Reintegros ej. corriente de Economía y Empleo,,,,"566,24","566,24"
162,2022,12500,381098,91003,Reintegros de pagos a justificar,,,,"2252,24","2252,24"
163,2022,12500,381100,91003,Reintegros de ejercicio corriente,,,,1050,1050
164,2022,12500,381101,91003,Reintegro Pagos Tesorería General Seguridad Social,,,,"5972,92","5972,92"
165,2022,12500,390000,91003,Costas por sentencias judiciales,200000,,200000,"296667,57","214671,16"
166,2022,12500,390001,91003,Daños carreteras,,,,"36649,2","3915,01"
167,2022,12500,390003,91003,Aportaciones por gastos centralizados,,,,"26239,35","26239,35"
168,2022,12500,391000,91003,Daños en carreteras,80000,,80000,"105254,96","100042,34"
169,2022,12500,393012,91003,Cursos y otros ingresos de P. Territorial e Interi,,162750,162750,162750,162750
170,2022,12500,395000,91003,Multas y sanciones de Presidencia y Justicia,,,,"44223,4","40723,4"
171,2022,12500,395001,91003,Multas y sanciones de Hacienda y Admón Pública,,,,"11037,35","11037,35"
172,2022,12500,395002,91003,"Multas y sanciones de Obras P., Urb., Viv. y Ttes.",,,,"3046824,13","2460692,71"
173,2022,12500,395003,91003,"Multas y sanciones de Agricultura, Ganad. y M.Amb.",,,,"2055459,33","1403952,86"
174,2022,12500,395004,91003,Multas y sanciones de Industria e Innovación,,,,"45771,93","23960,5"
175,2022,12500,395005,91003,"Multas y sanciones de Sanidad, B. Social y Familia",2235913,,2235913,"5563349,88","1211384,42"
176,2022,12500,395006,91003,"Multas y sanciones de Educación, Univ., Cult. y D.",,,,6700,1700
177,2022,12500,395007,91003,Multas y sanciones de Economía y Empleo,3300000,,3300000,"4035507,12","2611312,58"
178,2022,12500,395009,91003,SERVICIOS SOCIALES Y FAMILIA,,,,"77586,05","77226,05"
179,2022,12500,395100,91003,Multas y sanciones,2730000,,2730000,,
180,2022,12500,396000,91003,Ing.diversos.Rec eventuales.Presidencia y Justicia,,,,288,288
181,2022,12500,396001,91003,Ing.diversos.Rec eventuales.Hacienda y AP,,"78042,43","78042,43","78051,43","78051,43"
182,2022,12500,396002,91003,"Ing.diversos.Rec eventuales.OP,Urb,Viv y Transport",,,,"645,78","645,78"
183,2022,12500,396003,91003,"Ing.diversos.Rec eventuales.Agricultura,Gan y M Am",,,,"6817,74","6817,74"
184,2022,12500,396006,91003,"Ing.diversos.Rec eventuales.Educación,Univ,Cult,De",,,,"106726,52","106726,52"
185,2022,12500,396009,91003,"Indemnizaciones, incautaciones, penalidades, etc.",,"91786,47","91786,47","181303,13","175979,13"
186,2022,12500,398001,91003,Recargo de apremio,,,,"59477,77","58559,69"
187,2022,12500,398002,91003,Intereses de demora,,,,"191942,48","188519,83"
188,2022,12500,398002,91019,Intereses de demora,,,,"14240,29",
189,2022,12500,400050,91003,Fondo Suficiencia Global,324670970,,324670970,324670970,324670970
190,2022,12500,400051,91003,Fondo de Garantía Servicios Públicos Fundamentales,242869510,,242869510,"242869513,07","242869513,07"
191,2022,12500,400150,91003,FondoSuficiencia Global liquidación ej. anteriores,-50592090,,-50592090,"-50592086,29","-50592086,29"
192,2022,12500,400151,91003,Fondo de Garantía Serv Púb. Fund. Ejer. anteriores,536170,,536170,,
193,2022,12500,400162,91003,Fondo Garantia Liquidación Ejercicios Anteriores,,,,"-4140020,53","-4140020,53"
194,2022,12500,400170,91003,Fondos de Convergencia Autonómica Ejerc. Anterior,40719990,,40719990,"40120756,54","40120756,54"
195,2022,12500,400402,91003,Cancelación Aticipos a Comunidades Autónomas,-35375400,,-35375400,-35375400,-35375400
196,2022,12500,400403,91003,Compensación.Implantación SII IVA 2017,,,,"101688234,75","101688234,75"
197,2022,12500,400404,91003,Compensación sdo.global negativa liq.EECC 2020,,,,"275337874,61","275337874,61"
198,2022,12500,402003,39137,Bono Social Térmico,3167000,"13357871,71","16524871,71","16524871,71","16524871,71"
199,2022,12500,403002,34068,Adversidades Climáticas,,"2575437,23","2575437,23","2575437,23","2575437,23"
200,2022,12500,403004,91003,Estadística agraria,71000,,71000,"71406,13","71406,13"
201,2022,12500,403005,34067,Ayuda Suplementaria R(UE) 2022/467,,7298145,7298145,7298145,7298145
202,2022,12500,403099,34011,"Otras subvenciones de Agricultura, Gan. y M.A.",180000,,180000,"163285,65","163285,65"
203,2022,12500,403099,34017,"Otras subvenciones de Agricultura, Gan. y M.A.","381715,73",,"381715,73",,
204,2022,12500,403099,34045,"Otras subvenciones de Agricultura, Gan. y M.A.",220400,,220400,"376080,07","376080,07"
205,2022,12500,403099,34061,"Otras subvenciones de Agricultura, Gan. y M.A.",76000,,76000,"129682,78","129682,78"
206,2022,12500,403099,36001,"Otras subvenciones de Agricultura, Gan. y M.A.","665571,24",,"665571,24","1135699,08","1135699,08"
207,2022,12500,404003,35005,Pensiones a ancianos y enfermos,6500,,6500,"5994,4","5900,23"
208,2022,12500,404005,35012,Plan de desarrollo gitano,38765,12835,51600,51600,51600
209,2022,12500,404006,35013,Prestaciones básicas de Servicios Sociales,3415366,"219952,02","3635318,02","3635318,02","3635318,02"
210,2022,12500,404009,35014,Erradicación de la pobreza,657292,"1654253,99","2311545,99","2311545,99","2311545,99"
211,2022,12500,404021,39054,Víctimas violencia de género,300000,,300000,"55449,72","55449,72"
212,2022,12500,404021,39092,Víctimas violencia de género,350000,"237263,11","587263,11","628934,43","628934,43"
213,2022,12500,404021,39135,Víctimas violencia de género,2977000,"1201684,54","4178684,54","4210816,09","4210816,09"
214,2022,12500,404022,35017,Plan Corresponsables-CS Igualdad,,"10428989,24","10428989,24","10428989,24","10428989,24"
215,2022,12500,404023,35018,Programa refuerzo antención primaria social,,810500,810500,810500,810500
216,2022,12500,404099,37001,Otras subv. Empleo y de Servicios Sociales,8975000,"637607,18","9612607,18","9612607,18","9612607,18"
217,2022,12500,405001,39015,Fomento de la donación y trasplante de órganos,63000,,63000,"31902,54",
218,2022,12500,405003,39018,Actuaciones en drogodependencias,471257,,471257,"471259,35","471259,35"
219,2022,12500,405004,39129,Prevención de enfermedades emergentes,,,,"83970,62","83970,62"
220,2022,12500,405005,39016,Junta Arbitral de Consumo,"38893,55",,"38893,55","60728,38","60728,38"
221,2022,12500,405006,39027,Políticas de cohesión y estrategias de salud,130000,"2585735,34","2715735,34","2808353,28","2808353,28"
222,2022,12500,405006,39149,Políticas de cohesión y estrategias de salud,,,,"56179,25",
223,2022,12500,405007,39049,Form.Cont.Uso racional del medicamento para médic.,"734548,7","288540,05","1023088,75","1023088,75",
224,2022,12500,405099,39075,Otras subvenciones en materia de Salud y Consumo,,"1269618,64","1269618,64","1269618,64","1269618,64"
225,2022,12500,405099,39088,Otras subvenciones en materia de Salud y Consumo,,"502917,3","502917,3","502917,3","502917,3"
226,2022,12500,405099,39130,Otras subvenciones en materia de Salud y Consumo,,,,88716,88716
227,2022,12500,405099,39142,Otras subvenciones en materia de Salud y Consumo,,"1229825,64","1229825,64","1229825,64",
228,2022,12500,405099,91003,Otras subvenciones en materia de Salud y Consumo,,,,"40177,59","40177,59"
229,2022,12500,406099,39109,Otras subvenciones en materia de Justicia,,,,"53961,66","53961,66"
230,2022,12500,407018,39122,Calidad en Formación Profesional,"151068,79","132909,78","283978,57","283847,33","283847,32"
231,2022,12500,407019,39122,Formación Profesional Dual,"268498,6","21239,48","289738,08","168539,85","168539,85"
232,2022,12500,407099,39026,"Otras subvenciones  Educación, Cultura y Deporte",5000,,5000,,
233,2022,12500,407099,39059,"Otras subvenciones  Educación, Cultura y Deporte",,1239670,1239670,1239670,1239670
234,2022,12500,407099,39107,"Otras subvenciones  Educación, Cultura y Deporte","159990,73","41618,6","201609,33","201609,33","201609,33"
235,2022,12500,407099,39108,"Otras subvenciones  Educación, Cultura y Deporte",,,,"-36,61","-36,61"
236,2022,12500,407099,39141,"Otras subvenciones  Educación, Cultura y Deporte",90305,,90305,,
237,2022,12500,407099,39151,"Otras subvenciones  Educación, Cultura y Deporte",,,,"808186,59","808186,59"
238,2022,12500,407099,39406,"Otras subvenciones  Educación, Cultura y Deporte",,290000,290000,290000,290000
239,2022,12500,407099,39409,"Otras subvenciones  Educación, Cultura y Deporte",,156340,156340,156340,156340
240,2022,12500,407099,39410,"Otras subvenciones  Educación, Cultura y Deporte",,1213127,1213127,1213127,1213127
241,2022,12500,409002,91019,Fondos Adicionales Financiación COVID-19,,,,"-15491580,36","-15491580,36"
242,2022,12500,409005,39144,Sistema cualificaciones y FP para el empleo,,"28361093,79","28361093,79","31509616,75","31509616,75"
243,2022,12500,409007,32433,Next Generation EU MRR,10604703,,10604703,10819703,10819703
244,2022,12500,409007,32435,Next Generation EU MRR,"5327777,03",,"5327777,03","5327777,03","5327777,03"
245,2022,12500,409007,32438,Next Generation EU MRR,"26022832,53","1950546,13","27973378,66",35244070,25203920
246,2022,12500,409007,32439,Next Generation EU MRR,,"295678,88","295678,88","295678,88","295678,88"
247,2022,12500,409007,32444,Next Generation EU MRR,4118000,,4118000,,
248,2022,12500,409007,32446,Next Generation EU MRR,,"3410000,78","3410000,78","3410000,78","3410000,78"
249,2022,12500,409007,39404,Next Generation EU MRR,,244000,244000,244000,244000
250,2022,12500,409009,39071,Otras subvenciones de Administraciones Públicas,,"1826894,4","1826894,4","1826894,4","1516015,06"
251,2022,12500,409009,39146,Otras subvenciones de Administraciones Públicas,,,,"1087123,29","1087123,29"
252,2022,12500,409009,39148,Otras subvenciones de Administraciones Públicas,,"536053,78","536053,78","536053,78","536053,78"
253,2022,12500,409009,39407,Otras subvenciones de Administraciones Públicas,,"1724536,8","1724536,8","1724536,8","1724536,8"
254,2022,12500,409009,39411,Otras subvenciones de Administraciones Públicas,,,,"385109,48","385109,48"
255,2022,12500,409009,91003,Otras subvenciones de Administraciones Públicas,362759810,,362759810,,
256,2022,12500,412009,39403,Otras subvenciones Instituto Aragonés de Empleo,,"727801,44","727801,44","727801,44","663583,68"
257,2022,12500,419000,39042,Centro Superior Deportes: Fomento actividad depor.,60000,,60000,57000,57000
258,2022,12500,419007,39040,Instituto Nacional de Administración Pública INAP,,1906000,1906000,1906000,1906000
259,2022,12500,419013,39015,Transf. Organización Nacional de Trasplantes (ONT),,,,3000,3000
260,2022,12500,420000,91003,"Fondo programa de ""Ahorro e incapacidad temporal""",10100000,,10100000,"5940783,03","5940783,03"
261,2022,12500,420001,91003,Compens. asistencia sanitaria conting. prof.,,,,"2824010,15","2824010,15"
262,2022,12500,421001,35011,Plan Acción a favor de pers. situación dependencia,,,,"76333617,49","76333617,49"
263,2022,12500,421001,91003,Plan Acción a favor de pers. situación dependencia,67692000,2736000,70428000,,
264,2022,12500,480001,91003,Juegos escolares,210228,,210228,,
265,2022,12500,492200,14201,Programa Operativo FEDER 2014-2020,843181,"-76420,11","766760,89",,
266,2022,12500,492200,14202,Programa Operativo FEDER 2014-2020,,,,"65199,91","65199,91"
