_id,Ejercicio,Centro Gestor,Economico,Financiacion,Descripcion,Prevision Inicial,Modificaciones,Prevision Definitiva,D.Rec. Netos,Recaudado Neto
62,2020,12500,329013,91003,"Tasa 13-Aut., Inspec., materia centros sanitarios","500.000,00",,"500.000,00","1.162.668,73","1.162.668,73"
63,2020,12500,329014,91003,Tasa 14-Ord. activ. indust. energ. metrol. mineras,"2.130.000,00",,"2.130.000,00","3.448.567,19","3.127.527,04"
64,2020,12500,329015,91003,Tasa 15-Serv. exped. titulos académicos y profesio,"618.514,25",,"618.514,25","614.909,17","614.909,17"
65,2020,12500,329016,91003,Tasa 16-Expedición licencias caza y pesca,,,,"21.719,57","21.719,57"
66,2020,12500,329017,91003,"Tasa 17-S. facul. montes, forestales y v. pecuaria","450.000,00",,"450.000,00","497.682,00","457.749,06"
67,2020,12500,329019,91003,Tasa 19-S. Adtvod y Técnicos de juego,"988.470,00",,"988.470,00","554.805,52","554.805,52"
68,2020,12500,329020,91003,"Tasa 20-Aut, Insp y actu. cen y est. farmaceúticos","50.000,00",,"50.000,00","44.189,71","44.189,71"
69,2020,12500,329021,91003,Tasa 21-Aut. Insp. centros Servicios Sociales,"30.000,00",,"30.000,00","26.914,46","26.914,46"
70,2020,12500,329022,91003,Tasa 22-Inserción anuncios en el BOA,"719.088,00",,"719.088,00","401.094,52","401.094,52"
71,2020,12500,329023,91003,"Tasa 23-Inscripción y Publicidad Asoc,Fun,CP y CCA","73.033,00",,"73.033,00","46.500,52","46.500,52"
72,2020,12500,329024,91003,Tasa 24-Derechos Examen pruebas selectiva C.Aut.,"150.000,00",,"150.000,00","360.862,41","360.862,41"
73,2020,12500,329025,91003,Tasa 25-S. Registro Territorial P.Intelectual de A,,,,"8.420,88","8.044,83"
74,2020,12500,329032,91003,Tasa 32-Tasa act. serv. radiodifusión y televisión,"1.500,00",,"1.500,00","765,3","765,3"
75,2020,12500,329033,91003,Tasa 33-Tasa por ocup. v.pecuar. y conc.uso dom.p.,,,,"330.894,47","304.032,94"
76,2020,12500,329037,91003,Tasa 37-Tasa dchos. de exam. pruebas de acceso FP,,,,"50.490,71","50.490,71"
77,2020,12500,329038,91003,Tasa 38- S. admtvos diligencias bastanteo de poder,"6.084,00",,"6.084,00","5.500,00","5.500,00"
78,2020,12500,329039,91003,Tasa39-Insc pruebas obt. tit. postobligatorios,,,,"62.369,78","62.369,78"
79,2020,12500,329040,91003,Tasa 40-Tasa s. adm actuaciones gestión tributaria,,,,"59.755,58","59.755,58"
80,2020,12500,329042,91003,Tasa 42 - Análisis e Informes del Lab. Salud Públi,"20.000,00",,"20.000,00","16.137,07","16.137,07"
81,2020,12500,329043,91003,Tasa 43- Inscripción Cooperativas y Sdes. Laboral,"7.810,00",,"7.810,00","6.469,32","6.469,32"
82,2020,12500,329044,91003,Tasa 44- Autorización Agencias de Colocación,"7.000,00",,"7.000,00","18.860,40","18.860,40"
83,2020,12500,329045,91003,Tasa 45- Inscripción Centros Colaboradores,"74.610,00",,"74.610,00","53.209,38","53.209,38"
84,2020,12500,329046,91003,Tasa 46- Serv. prestados Reg. Cooperativas Aragón,"27.200,00",,"27.200,00","13.665,33","13.665,33"
85,2020,12500,329047,91003,Tasa 47- Serv. prestados Reg. adm. Sociedades Lab.,"1.905,00",,"1.905,00","670,22","670,22"
86,2020,12500,329048,91003,Tasa 48- Ocupación o Concesión del uso privativo,,,,"248.102,40","246.429,51"
87,2020,12500,330000,91003,Precios Públicos del Laboratorio Agroalimentario,"50.000,00",,"50.000,00","47.490,21","45.127,64"
88,2020,12500,330004,91003,Precios Públicos del Laboratorio Calidad Edificaci,,,,"11.825,47","10.464,30"
89,2020,12500,330005,91003,Precios Públicos en materia de deportes,"55.000,00",,"55.000,00","19.074,80","11.584,90"
90,2020,12500,330006,91003,Instalaciones deportivas,"72.000,00",,"72.000,00","41.541,14","41.541,14"
91,2020,12500,330007,91003,Actividades Deportivas,"4.200,00",,"4.200,00","2.356,00","1.321,00"
92,2020,12500,330012,91003,Precios Públicos de Caza y Pesca,"155.000,00",,"155.000,00",,
93,2020,12500,330013,91003,Precios Públicos Medicina Legal de Aragón (IMLA),"50.000,00",,"50.000,00","35.380,00","24.370,00"
94,2020,12500,380000,32200,Reintegros ej.cerrados de Presidencia y Justicia,,,,"746.970,11","746.970,11"
95,2020,12500,380000,91003,Reintegros ej.cerrados de Presidencia y Justicia,,"30.862,11","30.862,11","274.256,05","274.256,05"
96,2020,12500,380001,39040,Reintegros ej.cerrados de Hacienda y Admón Pública,,,,"44.482,82","44.482,82"
97,2020,12500,380001,91003,Reintegros ej.cerrados de Hacienda y Admón Pública,,,,"2.571,93","2.571,93"
98,2020,12500,380002,32200,"Reintegros ej.cerrados de OP, Urb., Vivienda y Tte",,,,"517.222,69","517.222,69"
99,2020,12500,380002,39001,"Reintegros ej.cerrados de OP, Urb., Vivienda y Tte",,,,"1.767,92","1.767,92"
100,2020,12500,380002,39117,"Reintegros ej.cerrados de OP, Urb., Vivienda y Tte",,,,"7.944,37","7.944,37"
101,2020,12500,380002,91003,"Reintegros ej.cerrados de OP, Urb., Vivienda y Tte",,,,"575.851,52","575.851,52"
102,2020,12500,380003,15101,"Reintegros ej.cer de Agricultura, Ganadería y M.Am",,,,"-1.103.217,44","-1.103.217,44"
103,2020,12500,380003,34049,"Reintegros ej.cer de Agricultura, Ganadería y M.Am",,,,"-307.299,86","-307.299,86"
104,2020,12500,380003,39032,"Reintegros ej.cer de Agricultura, Ganadería y M.Am",,,,"2.391.929,05",
105,2020,12500,380003,91003,"Reintegros ej.cer de Agricultura, Ganadería y M.Am",,,,"-1.587.869,29","-1.587.869,29"
106,2020,12500,380004,14101,Reintegros ej.cerrados de Industria e Innovación,,,,"2.380,28","2.380,28"
107,2020,12500,380004,14201,Reintegros ej.cerrados de Industria e Innovación,,,,"10.230,27","10.230,27"
108,2020,12500,380004,32200,Reintegros ej.cerrados de Industria e Innovación,,,,"400.000,00","400.000,00"
109,2020,12500,380004,39048,Reintegros ej.cerrados de Industria e Innovación,,,,"12.903,30","12.903,30"
110,2020,12500,380004,39103,Reintegros ej.cerrados de Industria e Innovación,,,,"51.649,53","51.649,53"
111,2020,12500,380004,91003,Reintegros ej.cerrados de Industria e Innovación,,,,"447.055,55","447.055,55"
112,2020,12500,380004,91102,Reintegros ej.cerrados de Industria e Innovación,,,,"263,18","263,18"
113,2020,12500,380005,91003,"Reintegros ej.cerrados de Sanidad, B. Social y Fam",,,,"30.043,73","30.043,73"
114,2020,12500,380006,39092,"Reintegros ej.cerrados de Educ., Univ., Cult. y D",,,,"611,39","611,39"
115,2020,12500,380006,91003,"Reintegros ej.cerrados de Educ., Univ., Cult. y D",,,,"57.700,37","57.700,37"
116,2020,12500,380007,14201,Reintegros ej.cerrados de Economía y Empleo,,,,"2.215,29","2.215,29"
117,2020,12500,380007,91003,Reintegros ej.cerrados de Economía y Empleo,,,,"11.491,69","11.491,69"
118,2020,12500,380009,37001,"Reint. ejerc. cerrados Sanidad, B.Social y Familia",,"32.380,74","32.380,74","54.619,09","54.619,09"
119,2020,12500,380009,91003,"Reint. ejerc. cerrados Sanidad, B.Social y Familia",,,,"9.191,90","9.191,90"
120,2020,12500,380100,11201,Reintegros de ejercicios cerrados,,,,"23.424,16","23.424,16"
121,2020,12500,380100,91003,Reintegros de ejercicios cerrados,,,,"106.869,64","106.869,64"
122,2020,12500,381000,91003,Reintegros ej. corriente de Presidencia y Justicia,,,,"4.191,84","4.191,84"
123,2020,12500,381001,91003,Reintegros ej. corriente de Hacienda y Adm. Públic,,,,"11.762,44","11.762,44"
124,2020,12500,381003,12101,"Reintegros ej. corriente de Agricultura,Gan y M.Am",,,,"1.207.589,03","1.207.589,03"
125,2020,12500,381003,12202,"Reintegros ej. corriente de Agricultura,Gan y M.Am",,,,"154.564,12","154.564,12"
126,2020,12500,381003,34046,"Reintegros ej. corriente de Agricultura,Gan y M.Am",,,,"515,49","515,49"
127,2020,12500,381003,34059,"Reintegros ej. corriente de Agricultura,Gan y M.Am",,,,"2.080,63","2.080,63"
128,2020,12500,381003,36001,"Reintegros ej. corriente de Agricultura,Gan y M.Am",,,,"3.560,39","3.560,39"
129,2020,12500,381003,91003,"Reintegros ej. corriente de Agricultura,Gan y M.Am",,,,"64.137,90","64.137,90"
130,2020,12500,381006,91003,"Reintegros ej. corriente de Educ,Uni,Cult y Deport",,,,"72.751,75","72.751,75"
131,2020,12500,381007,91003,Reintegros ej. corriente de Economía y Empleo,,,,"7.600,00","7.600,00"
132,2020,12500,381098,91003,Reintegros de pagos a justificar,,,,"14.000,00","14.000,00"
133,2020,12500,381100,91003,Reintegros de ejercicio corriente,,,,"9.012,50","9.012,50"
134,2020,12500,390000,91003,Costas por sentencias judiciales,"200.000,00",,"200.000,00","201.984,24","163.795,90"
135,2020,12500,390001,91003,Daños carreteras,,,,"41.204,74","38.139,73"
136,2020,12500,390003,91003,Aportaciones por gastos centralizados,,"69.490,47","69.490,47","69.490,47","69.490,47"
137,2020,12500,391000,91003,Daños en carreteras,"80.000,00",,"80.000,00",,
138,2020,12500,393012,91003,Cursos y otros ingresos de P. Territorial e Interi,,"117.000,00","117.000,00","113.278,72","113.278,72"
139,2020,12500,395000,91003,Multas y sanciones de Presidencia y Justicia,,,,"34.545,87","22.844,67"
140,2020,12500,395001,91003,Multas y sanciones de Hacienda y Admón Pública,,,,"-27.341,56","-27.341,56"
141,2020,12500,395002,91003,"Multas y sanciones de Obras P., Urb., Viv. y Ttes.","65.000,00",,"65.000,00","2.139.792,75","1.296.924,12"
142,2020,12500,395003,91003,"Multas y sanciones de Agricultura, Ganad. y M.Amb.",,,,"953.690,89","596.627,28"
143,2020,12500,395004,91003,Multas y sanciones de Industria e Innovación,,,,"96.091,43","61.355,28"
144,2020,12500,395005,91003,"Multas y sanciones de Sanidad, B. Social y Familia","600.000,00",,"600.000,00","808.595,62","421.384,56"
145,2020,12500,395006,91003,"Multas y sanciones de Educación, Univ., Cult. y D.",,,,"3.002,02","2.401,01"
146,2020,12500,395007,91003,Multas y sanciones de Economía y Empleo,"2.770.336,00",,"2.770.336,00","3.339.363,22","2.150.939,32"
147,2020,12500,395008,91003,Multas y sanciones Política Territorial e Interior,,,,"344,86","344,86"
148,2020,12500,395009,91003,SERVICIOS SOCIALES Y FAMILIA,,,,"47.004,00","46.704,00"
149,2020,12500,395100,91003,Multas y sanciones,"3.306.000,00",,"3.306.000,00",,
150,2020,12500,396000,91003,Ing.diversos.Rec eventuales.Presidencia y Justicia,,,,3,3
151,2020,12500,396001,91003,Ing.diversos.Rec eventuales.Hacienda y AP,,,,"1.182,56","1.182,56"
152,2020,12500,396002,91003,"Ing.diversos.Rec eventuales.OP,Urb,Viv y Transport",,,,"1.140,01","1.140,01"
153,2020,12500,396003,91003,"Ing.diversos.Rec eventuales.Agricultura,Gan y M Am",,,,"6.123,68","6.123,68"
154,2020,12500,396006,91003,"Ing.diversos.Rec eventuales.Educación,Univ,Cult,De",,,,"16.995,30","16.995,30"
155,2020,12500,396009,91003,"Indemnizaciones, incautaciones, penalidades, etc.",,,,"52.821,41","52.821,41"
156,2020,12500,396100,91003,Ingresos diversos. Recursos eventuales,"1.241.185,60","6.125,43","1.247.311,03","6.177,13","6.177,13"
157,2020,12500,398001,91003,Recargo de apremio,,,,"31.432,51","31.432,51"
158,2020,12500,398002,91003,Intereses de demora,,,,"-473.723,47","-589.259,33"
159,2020,12500,400050,91003,Fondo Suficiencia Global,"328.346.090,00",,"328.346.090,00","277.804.750,00","277.804.750,00"
160,2020,12500,400051,91003,Fondo de Garantía Servicios Públicos Fundamentales,"106.972.380,00",,"106.972.380,00","167.630.397,89","167.630.397,89"
161,2020,12500,400150,91003,FondoSuficiencia Global liquidación ej. anteriores,"-31.699.810,00",,"-31.699.810,00","-928.073,01","-928.073,01"
162,2020,12500,400162,91003,Fondo Garantia Liquidación Ejercicios Anteriores,"62.336.920,00",,"62.336.920,00","75.546.034,12","75.546.034,12"
163,2020,12500,400170,91003,Fondos de Convergencia Autonómica Ejerc. Anterior,"78.351.470,00",,"78.351.470,00","87.182.238,54","87.182.238,54"
164,2020,12500,400402,91003,Cancelación Anticipos a Comunidades Autónomas,"-35.375.400,00",,"-35.375.400,00","-35.375.400,00","-35.375.400,00"
165,2020,12500,402003,39137,Bono Social Térmico,,"3.004.155,88","3.004.155,88","3.004.155,88","3.004.155,88"
166,2020,12500,403004,91003,Estadística agraria,"70.000,00",,"70.000,00","71.406,13","71.406,13"
167,2020,12500,403099,34011,"Otras subvenciones de Agricultura, Gan. y M.A.","180.000,00",,"180.000,00","162.059,00","162.059,00"
168,2020,12500,403099,34017,"Otras subvenciones de Agricultura, Gan. y M.A.","299.985,00",,"299.985,00",,
169,2020,12500,403099,34045,"Otras subvenciones de Agricultura, Gan. y M.A.","220.400,00",,"220.400,00","190.416,25","190.416,25"
170,2020,12500,403099,34061,"Otras subvenciones de Agricultura, Gan. y M.A.","19.000,00",,"19.000,00","32.509,97","32.509,97"
171,2020,12500,403099,34062,"Otras subvenciones de Agricultura, Gan. y M.A.","130.150,00",,"130.150,00","96.481,60","96.481,60"
172,2020,12500,403099,34063,"Otras subvenciones de Agricultura, Gan. y M.A.",,"924.281,00","924.281,00","924.281,00","924.281,00"
173,2020,12500,403099,34065,"Otras subvenciones de Agricultura, Gan. y M.A.",,"120.000,00","120.000,00","120.000,00","120.000,00"
174,2020,12500,403099,36001,"Otras subvenciones de Agricultura, Gan. y M.A.","825.283,98",,"825.283,98","543.731,10","543.731,10"
175,2020,12500,403099,36004,"Otras subvenciones de Agricultura, Gan. y M.A.","2.394.877,40",,"2.394.877,40","1.753.672,54","1.753.672,54"
176,2020,12500,404003,35005,Pensiones a ancianos y enfermos,"8.500,00",,"8.500,00","7.967,16","7.967,16"
177,2020,12500,404005,35012,Plan de desarrollo gitano,"8.302,34",,"8.302,34","8.302,34","8.302,34"
178,2020,12500,404006,35013,Prestaciones básicas de Servicios Sociales,"1.372.140,00",,"1.372.140,00","1.372.140,00","1.372.140,00"
179,2020,12500,404006,91019,Prestaciones básicas de Servicios Sociales,,"10.804.642,00","10.804.642,00","10.804.642,00","10.804.642,00"
180,2020,12500,404009,35014,Erradicación de la pobreza,"657.292,00","1.500.000,00","2.157.292,00","2.157.292,00","2.157.292,00"
181,2020,12500,404021,39054,Víctimas violencia de género,"369.600,00",,"369.600,00","74.866,98","74.866,98"
182,2020,12500,404021,39092,Víctimas violencia de género,"2.245.000,00","161.708,00","2.406.708,00","373.090,92","373.090,92"
183,2020,12500,404021,39135,Víctimas violencia de género,,"2.378.000,00","2.378.000,00","4.657.150,64","4.652.698,94"
184,2020,12500,404099,37001,Otras subv. Empleo y de Servicios Sociales,"8.975.000,00","365.733,46","9.340.733,46","9.340.733,46","9.340.733,46"
185,2020,12500,405001,39015,Fomento de la donación y trasplante de órganos,"63.000,00",,"63.000,00","35.897,36",
186,2020,12500,405003,39018,Actuaciones en drogodependencias,"471.257,00",,"471.257,00","471.553,60","471.473,68"
187,2020,12500,405004,39129,Prevención de enfermedades emergentes,,,,"101.553,13","101.553,13"
188,2020,12500,405005,39016,Junta Arbitral de Consumo,"20.013,00",,"20.013,00","38.893,55","38.893,55"
189,2020,12500,405006,39027,Políticas de cohesión y estrategias de salud,"130.000,00",,"130.000,00","185.395,41","92.745,90"
190,2020,12500,405007,39049,Form.Cont.Uso racional del medicamento para médic.,"665.985,00",,"665.985,00","734.548,70",
191,2020,12500,405099,39130,Otras subvenciones en materia de Salud y Consumo,,,,"84.291,00","84.291,00"
192,2020,12500,405099,39142,Otras subvenciones en materia de Salud y Consumo,,,,"3.697.672,95","3.697.672,95"
193,2020,12500,405099,91019,Otras subvenciones en materia de Salud y Consumo,,"4.205.269,00","4.205.269,00","4.205.269,00","4.205.269,00"
194,2020,12500,406099,39109,Otras subvenciones en materia de Justicia,,,,"43.631,94","43.631,94"
195,2020,12500,407003,39047,Funcionamiento de centros docentes,,"1.750.588,00","1.750.588,00","2.609.636,00","2.609.636,00"
196,2020,12500,407003,39108,Funcionamiento de centros docentes,,,,"-16.040,43","-16.040,43"
197,2020,12500,407018,39122,Calidad en Formación Profesional,,,,"563.171,64","563.171,64"
198,2020,12500,407019,39122,Formación Profesional Dual,,,,"75.992,03","75.992,03"
199,2020,12500,407099,39026,"Otras subvenciones  Educación, Cultura y Deporte","5.000,00",,"5.000,00",,
200,2020,12500,407099,39059,"Otras subvenciones  Educación, Cultura y Deporte",,"324.115,00","324.115,00","324.115,00","324.115,00"
201,2020,12500,407099,39107,"Otras subvenciones  Educación, Cultura y Deporte",,,,"159.990,73","159.990,73"
202,2020,12500,407099,39108,"Otras subvenciones  Educación, Cultura y Deporte",,,,"99.671,20","99.671,20"
203,2020,12500,407099,39140,"Otras subvenciones  Educación, Cultura y Deporte",,,,"7.070.680,68","7.070.680,68"
204,2020,12500,409002,91019,Fondos Adicionales Financiación COVID-19,,"264.256.193,34","264.256.193,34","430.472.870,00","430.472.870,00"
205,2020,12500,409009,39071,Otras subvenciones de Administraciones Públicas,,"1.486.087,34","1.486.087,34","1.676.553,80","1.676.553,80"
206,2020,12500,419000,39042,Centro Superior Deportes: Fomento actividad depor.,"45.000,00",,"45.000,00","53.242,72","53.242,72"
207,2020,12500,419007,39040,Instituto Nacional de Administración Pública INAP,,"1.525.580,00","1.525.580,00","1.525.580,00","1.525.580,00"
208,2020,12500,419013,39015,Transf. Organización Nacional de Trasplantes (ONT),,,,"24.963,70",
209,2020,12500,420000,91003,"Fondo programa de ""Ahorro e incapacidad temporal""","10.093.351,61",,"10.093.351,61","7.749.359,68","7.749.359,68"
210,2020,12500,421001,35011,Plan Acción a favor de pers. situación dependencia,,,,"39.285.317,94","39.285.317,94"
211,2020,12500,421001,91003,Plan Acción a favor de pers. situación dependencia,"60.000.000,00",,"60.000.000,00",,
212,2020,12500,480009,91019,"Otras subv. familias,instituciones sin fines lucro",,,,"1.100,00","1.100,00"
213,2020,12500,492200,14106,Programa Operativo FEDER 2014-2020,"38.046,00",,"38.046,00",,
214,2020,12500,492200,14201,Programa Operativo FEDER 2014-2020,"4.331.989,00","-727.680,00","3.604.309,00",,
215,2020,12500,492200,14202,Programa Operativo FEDER 2014-2020,,,,"55.448,50","55.448,50"
216,2020,12500,492201,14202,PProg Op. INTERREG V-A-ESPAÑA-FRA-AND 2014-2020,,,,"58.455,19","58.455,19"
217,2020,12500,493200,11201,Fondo Social Europeo- Programa Operativo 2014-2020,"16.883.693,49","-21.175,00","16.862.518,49","11.321.149,58","11.321.149,58"
218,2020,12500,496000,12101,Agricultura -Política Agraria Común,,"440.682.753,63","440.682.753,63","438.061.034,78","436.518.455,94"
219,2020,12500,496000,91003,Agricultura -Política Agraria Común,,,,"140.670,29","140.670,29"
220,2020,12500,496002,12101,PAC no Intermediación,"442.627.090,39","-441.377.090,39","1.250.000,00",,
221,2020,12500,496009,12101,Agricultura- Otras subvenciones corrientes,"466.471,00","300.000,00","766.471,00","288.858,71","288.858,71"
222,2020,12500,497000,12202,Fondo Europeo Agrícola de Desarrollo Rural,"5.972.712,89",,"5.972.712,89","5.042.568,10","5.042.568,10"
223,2020,12500,499000,19001,Punto de Información Europea,"30.210,00",,"30.210,00","34.865,00","34.865,00"
224,2020,12500,499099,19008,Otras subvenciones del exterior,,"8.100,00","8.100,00","9.516,55","9.516,55"
225,2020,12500,499099,19090,Otras subvenciones del exterior,"4.703.042,00",,"4.703.042,00","2.831.809,34","2.831.809,34"
226,2020,12500,511000,91003,Intereses de Préstamos Concedidos,"514.704,00",,"514.704,00","489.898,63","40.693,42"
227,2020,12500,511003,91003,Intereses por prestamos BEI convenio 2013,"166.621,50",,"166.621,50","271.831,25","271.831,25"
228,2020,12500,512000,91003,Intereses de Avales Otorgados,"187.889,22",,"187.889,22","189.077,36","189.077,36"
229,2020,12500,520000,91003,Intereses,"50.000,00",,"50.000,00","92.439,43","92.439,43"
230,2020,12500,520002,91003,Intereses vivienda,,,,"33.194,04","33.194,04"
231,2020,12500,540001,91003,Renta de Inmuebles,"91.563,03",,"91.563,03","117.125,22","2.787,78"
232,2020,12500,540008,91003,Arrendamientos de locales,"1.500,00",,"1.500,00","4.923,63","4.923,63"
233,2020,12500,540009,91003,Alquileres de viviendas,"255.360,00",,"255.360,00","1.195.172,03","428.934,44"
234,2020,12500,550001,91003,Cánones de concesiones,"1.422.293,38",,"1.422.293,38","1.438.418,00","1.438.250,62"
235,2020,12500,551000,91003,Ingresos de productos,,,,"1.093,40","1.093,40"
236,2020,12500,552002,91003,De producción agraria,,,,"4.231,36","4.231,36"
