_id,Ejercicio,Centro Gestor,Economico,Financiacion,Descripcion,Prevision Inicial,Modificaciones,Prevision Definitiva,D.Rec. Netos,Recaudado Neto
28,2015,12500,220013,91003,Sobre labores de tabaco - Ejercicio 2009,,,,"-5.293,94","-5.293,94"
29,2015,12500,220016,91003,Sobre productos intermedios - Ejercicio 2009,,,,"-979,31","-979,31"
30,2015,12500,220018,91003,Sobre hidrocarburos - Ejercicio 2009,,,,"-303.574,54","-303.574,54"
31,2015,12500,220041,91003,Sobre Cerveza. Liquidación Ejercicio 2013,,,,"-22.491,34","-22.491,34"
32,2015,12500,220042,91003,Sobre Alcohol y bebidas derivadas.Liquidación 2013,,,,"-863.563,53","-863.563,53"
33,2015,12500,220043,91003,Sobre labores de tabaco - Ejercicio 2013,,,,"-5.598.806,62","-5.598.806,62"
34,2015,12500,220046,91003,Sobre productos intermedios - Ejercicio 2013,,,,"1.883,78","1.883,78"
35,2015,12500,220047,91003,Sobre Energía Electrica. Liquidación Ejercic. 2013,,,,"-3.916.589,61","-3.916.589,61"
36,2015,12500,220048,91003,Sobre hidrocarburos - Ejercicio 2013,,,,"17.503.378,08","17.503.378,08"
37,2015,12500,300050,91003,Venta de Bienes de Cortes de Aragón,"25.000,00",,"25.000,00","25.000,00","25.000,00"
38,2015,12500,301006,91003,"Venta de  Public de Educ., Univ., Cult. y Deporte","8.000,00",,"8.000,00","16.340,49","15.029,54"
39,2015,12500,301050,91003,Venta de Publicac. de Cortes de Aragón,"10.000,00",,"10.000,00","10.000,00","10.000,00"
40,2015,12500,302000,91003,Venta de cartones de bingo,"287.000,00",,"287.000,00","293.452,93","293.452,93"
41,2015,12500,310050,91003,Entradas Cortes de Aragón,"225.000,00",,"225.000,00","225.000,00","225.000,00"
42,2015,12500,319000,91003,Prestación Serv. de Presidencia y Justicia,"130.680,00",,"130.680,00","204.950,00","180.950,00"
43,2015,12500,319005,91003,"Prestación Serv. de Sanidad, B. Social y Familia",,,,"422.562,30","384.096,30"
44,2015,12500,319006,91003,"Prestación Serv. de Educ., Univ., Cult. y Deporte","2.150.000,00",,"2.150.000,00","3.026.541,36","2.405.903,08"
45,2015,12500,319103,91003,Prestación de servicios en guarderías,"895.000,00",,"895.000,00","983.288,29","891.201,93"
46,2015,12500,319109,91003,Prestación de servicios en cartografía,"500,00",,"500,00","8,00","8,00"
47,2015,12500,319111,91003,Cuotas alumnos Inst. Formación Agroambiental,"200.000,00",,"200.000,00","665,00","665,00"
48,2015,12500,319116,91003,Prestación de Servicios en Residencias,"250.000,00",,"250.000,00",,
49,2015,12500,319118,91003,Prestación Servicios RACI,"73.000,00",,"73.000,00","17.498,60","17.498,60"
50,2015,12500,319321,91003,Transporte Sanitario por Helicóptero,"120.000,00",,"120.000,00","91.092,00","63.716,00"
51,2015,12500,319322,91003,Ciclos Formativos I.F. Agroambiental JACA,,,,"14.211,72","14.211,72"
52,2015,12500,322017,91003,"Tasa 17- Serv.fac.advos monte,aprov.for.,vías pec.","350.000,00",,"350.000,00","320,46","320,46"
53,2015,12500,327014,91003,"Tasa 14- Serv. act. Indus,energ,metrol,miner,comer",,,,"62,05","62,05"
54,2015,12500,329001,91003,Tasa 01- Dirección e inspección de obras,"764.000,00",,"764.000,00","1.450.360,38","1.216.450,34"
55,2015,12500,329003,91003,"Tasa 03- Serv.admvos, redacc. informes,activ. fac.","45.200,00",,"45.200,00","127.424,85","122.070,97"
56,2015,12500,329004,91003,Tasa 04- Por Autorizacones Espectáculos Públicos,"20.000,00",,"20.000,00","33.782,74","33.782,74"
57,2015,12500,329005,91003,Tasa 05-S. Mat. orde. transp. terr carretera,"750.000,00",,"750.000,00","959.439,38","959.439,38"
58,2015,12500,329006,91003,Tasa 06- Act. en materia de vivienda protegida,,,,"13,62","13,62"
59,2015,12500,329007,91003,Tasa 07-Serv. Exped. cédula habitabilidad,"4.000,00",,"4.000,00","14.499,74","14.499,74"
60,2015,12500,329009,91003,Tasa 09-S. facult. ord. y def. de las ind for. ag.,,,,"345,68","345,68"
61,2015,12500,329010,91003,Tasa 10-S. facultativos agronómicos,"3.000,00",,"3.000,00","217.146,35","217.146,35"
62,2015,12500,329011,91003,Tasa 11-Servicios  facultativos veterinarios,"600.000,00",,"600.000,00","782.229,72","782.226,41"
63,2015,12500,329012,91003,Tasa 12-Ins. y ctroles sanitarios  anim y sus prod,"300.000,00",,"300.000,00","395.624,32","395.624,32"
64,2015,12500,329013,91003,"Tasa 13-Aut., Inspec., materia centros sanitarios","180.000,00",,"180.000,00","262.631,26","262.631,26"
65,2015,12500,329014,91003,Tasa 14-Ord. activ. indust. energ. metrol. mineras,"2.722.086,84",,"2.722.086,84","1.415.524,49","1.318.231,59"
66,2015,12500,329015,91003,Tasa 15-Serv. exped. titulos académicos y profesio,"490.000,00",,"490.000,00","753.312,45","753.312,45"
67,2015,12500,329016,91003,Tasa 16-Expedición licencias caza y pesca,,,,"42.315,37","42.315,37"
68,2015,12500,329017,91003,"Tasa 17-S. facul. montes, forestales y v. pecuaria","350.000,00",,"350.000,00","411.008,03","385.068,29"
69,2015,12500,329019,91003,Tasa 19-S. Adtvod y Técnicos de juego,"600.000,00",,"600.000,00","891.979,72","891.979,72"
70,2015,12500,329020,91003,"Tasa 20-Aut, Insp y actu. cen y est. farmaceúticos","25.000,00",,"25.000,00","53.077,87","53.077,87"
71,2015,12500,329021,91003,Tasa 21-Aut. Insp. centros Servicios Sociales,"30.000,00",,"30.000,00","29.488,38","29.488,38"
72,2015,12500,329022,91003,Tasa 22-Inserción anuncios en el BOA,"320.000,00",,"320.000,00","290.189,04","290.189,04"
73,2015,12500,329023,91003,"Tasa 23-Inscripción y Publicidad Asoc,Fun,CP y CCA","35.000,00",,"35.000,00","32.397,61","32.397,61"
74,2015,12500,329024,91003,Tasa 24-Derechos Examen pruebas selectiva C.Aut.,,,,"622.515,06","622.515,06"
75,2015,12500,329025,91003,Tasa 25-S. Registro Territorial P.Intelectual de A,"9.500,00",,"9.500,00","9.574,21","9.357,46"
76,2015,12500,329030,91003,Tasa 30-Tasa inscripción Reg. de org. modif. genét,"2.200,00",,"2.200,00",,
77,2015,12500,329032,91003,Tasa 32-Tasa act. serv. radiodifusión y televisión,,,,"10.505,71","10.437,18"
78,2015,12500,329033,91003,Tasa 33-Tasa por ocup. v.pecuar. y conc.uso dom.p.,,,,"182.384,01","83.361,19"
79,2015,12500,329037,91003,Tasa 37-Tasa dchos. de exam. pruebas de acceso FP,"70.000,00",,"70.000,00","148.530,54","148.530,54"
80,2015,12500,329038,91003,Tasa 38- S. admtvos diligencias bastanteo de poder,"2.000,00",,"2.000,00","9.477,58","9.477,58"
81,2015,12500,329039,91003,Tasa39-Insc pruebas obt. tit. postobligatorios,"75.000,00",,"75.000,00","98.410,27","98.410,27"
82,2015,12500,329040,91003,Tasa 40-Tasa s. adm actuaciones gestión tributaria,,,,"47.761,68","47.761,68"
83,2015,12500,329042,91003,Tasa 42 - Análisis e Informes del Lab. Salud Públi,"100.000,00",,"100.000,00","15.110,84","15.110,84"
84,2015,12500,329043,91003,Tasa 43- Inscripción Cooperativas y Sdes. Laboral,,,,"8.254,00","7.702,00"
85,2015,12500,329044,91003,Tasa 44- Autorización Agencias de Colocación,,,,"7.200,00","6.900,00"
86,2015,12500,329045,91003,Tasa 45- Inscripción Centros Colaboradores,,,,"74.283,00","71.883,00"
87,2015,12500,329046,91003,Tasa 46- Serv. prestados Reg. Cooperativas Aragón,,,,"26.856,00","26.774,00"
88,2015,12500,329047,91003,Tasa 47- Serv. prestados Reg. adm. Sociedades Lab.,,,,"1.877,00","1.877,00"
89,2015,12500,330000,91003,Precios Públicos del Laboratorio Agroalimentario,"55.000,00",,"55.000,00","33.714,80","26.569,12"
90,2015,12500,330001,91003,Precios Públicos del C. Transferencia Agroalimenta,,,,"30,00","30,00"
91,2015,12500,330004,91003,Precios Públicos del Laboratorio Calidad Edificaci,,,,"3.999,17","3.619,00"
92,2015,12500,330005,91003,Precios Públicos en materia de deportes,,,,"38.198,30","38.048,30"
93,2015,12500,330006,91003,Instalaciones deportivas,"61.150,00",,"61.150,00","43.268,05","43.268,05"
94,2015,12500,330007,91003,Actividades Deportivas,"9.300,00",,"9.300,00","1.890,00","1.890,00"
95,2015,12500,330011,91003,Grado superior FP y artes plásticas y diseño,"1.200.000,00",,"1.200.000,00",,
96,2015,12500,330012,91003,Precios Públicos de Caza y Pesca,"120.000,00",,"120.000,00",,
97,2015,12500,335000,91003,P. Públicos del Laboratorio de Calidad de la Edif.,"8.000,00",,"8.000,00",,
98,2015,12500,370000,91003,Casinos,"2.634.568,48",,"2.634.568,48",,
99,2015,12500,370001,91003,Bingos,"20.343.807,89",,"20.343.807,89",,
100,2015,12500,370002,91003,Máquinas recreativas,"27.092.358,87",,"27.092.358,87",,
101,2015,12500,370003,91003,"Loterías,rifas,boletos y combinaciones aleatorias","1.218.300,29",,"1.218.300,29",,
102,2015,12500,370005,91003,Loterías y apuestas ON LINE,"1.891.485,47",,"1.891.485,47",,
103,2015,12500,370006,91003,Bingo Electrónico,"618.591,39",,"618.591,39",,
104,2015,12500,380000,91003,Reintegros ej.cerrados de Presidencia y Justicia,,,,"160.181,16","160.181,16"
105,2015,12500,380001,91003,Reintegros ej.cerrados de Hacienda y Admón Pública,,,,"157.594,62","157.594,62"
106,2015,12500,380002,39001,"Reintegros ej.cerrados de OP, Urb., Vivienda y Tte",,,,"85.701,61","85.701,61"
107,2015,12500,380002,91003,"Reintegros ej.cerrados de OP, Urb., Vivienda y Tte",,,,"1.601.639,28","1.599.321,31"
108,2015,12500,380002,32200,"Reintegros ej.cerrados de OP, Urb., Vivienda y Tte",,,,"937.500,00","937.500,00"
109,2015,12500,380003,91003,"Reintegros ej.cer de Agricultura, Ganadería y M.Am",,,,"23.998,39","23.998,39"
110,2015,12500,380004,39103,Reintegros ej.cerrados de Industria e Innovación,,,,"7.623,65","7.623,65"
111,2015,12500,380004,91102,Reintegros ej.cerrados de Industria e Innovación,,,,"67.913,64","67.913,64"
112,2015,12500,380004,11101,Reintegros ej.cerrados de Industria e Innovación,,,,"2.982,45","2.982,45"
113,2015,12500,380004,14101,Reintegros ej.cerrados de Industria e Innovación,,,,"1.496,95","1.496,95"
114,2015,12500,380004,39048,Reintegros ej.cerrados de Industria e Innovación,,,,"12.903,24","12.903,24"
115,2015,12500,380004,91003,Reintegros ej.cerrados de Industria e Innovación,,,,"236.208,62","236.208,62"
116,2015,12500,380005,91003,"Reintegros ej.cerrados de Sanidad, B. Social y Fam",,,,"9.205,14","9.205,14"
117,2015,12500,380006,91102,"Reintegros ej.cerrados de Educ., Univ., Cult. y D",,,,"24.092,41","24.092,41"
118,2015,12500,380006,11101,"Reintegros ej.cerrados de Educ., Univ., Cult. y D",,,,"1.389,82","1.389,82"
119,2015,12500,380006,91003,"Reintegros ej.cerrados de Educ., Univ., Cult. y D",,,,"30.870,65","30.870,65"
120,2015,12500,380007,91003,Reintegros ej.cerrados de Economía y Empleo,,,,"208.321,61","208.321,61"
121,2015,12500,380008,91003,Reintegros ej.cerrados de P.Territorial e I,,,,"1.581,41","1.581,41"
122,2015,12500,381000,91003,Reintegros ej. corriente de Presidencia y Justicia,,,,"333,31","333,31"
123,2015,12500,381001,91003,Reintegros ej. corriente de Hacienda y Adm. Públic,,"43.892,63","43.892,63","56.345,55","56.345,55"
124,2015,12500,381002,91003,"Reintegros ej. corriente de OOPP, Urb, Viv y Trans",,,,"56.090,00","56.090,00"
125,2015,12500,381003,34046,"Reintegros ej. corriente de Agricultura,Gan y M.Am",,,,"60.533,47","60.533,47"
126,2015,12500,381003,34007,"Reintegros ej. corriente de Agricultura,Gan y M.Am",,,,"4,90","4,90"
127,2015,12500,381003,34031,"Reintegros ej. corriente de Agricultura,Gan y M.Am",,,,"9.617,97","9.617,97"
128,2015,12500,381003,34047,"Reintegros ej. corriente de Agricultura,Gan y M.Am",,,,"5.657,60","5.657,60"
129,2015,12500,381003,34032,"Reintegros ej. corriente de Agricultura,Gan y M.Am",,,,"1.398.315,48","1.398.315,48"
130,2015,12500,381003,34004,"Reintegros ej. corriente de Agricultura,Gan y M.Am",,,,"1.133.234,53","1.133.234,53"
131,2015,12500,381003,91003,"Reintegros ej. corriente de Agricultura,Gan y M.Am",,,,"134.196,27","134.196,27"
132,2015,12500,381003,12101,"Reintegros ej. corriente de Agricultura,Gan y M.Am",,,,"322.427,17","322.427,17"
133,2015,12500,381003,36001,"Reintegros ej. corriente de Agricultura,Gan y M.Am",,,,"1.521,40","1.521,40"
134,2015,12500,381003,12102,"Reintegros ej. corriente de Agricultura,Gan y M.Am",,,,"115.729,13","115.729,13"
135,2015,12500,381003,12202,"Reintegros ej. corriente de Agricultura,Gan y M.Am",,,,"9,81","9,81"
136,2015,12500,381005,91003,"Reintegros ej. corriente de Sanidad, B Social y Fa",,,,"2.925,32","2.925,32"
137,2015,12500,381006,11101,"Reintegros ej. corriente de Educ,Uni,Cult y Deport",,,,"313,80","313,80"
138,2015,12500,381006,91003,"Reintegros ej. corriente de Educ,Uni,Cult y Deport",,,,"99.720,44","99.720,44"
139,2015,12500,381007,91003,Reintegros ej. corriente de Economía y Empleo,,,,"9,30","9,30"
140,2015,12500,381098,91003,Reintegros de pagos a justificar,,,,"905,18","905,18"
141,2015,12500,381099,91003,Otros reintegros de Presupuesto corriente,"3.614.000,00",,"3.614.000,00",,
142,2015,12500,390000,91003,Costas por sentencias judiciales,"126.138,24",,"126.138,24","294.055,77","225.177,94"
143,2015,12500,390001,91003,Daños carreteras,"100.000,00",,"100.000,00","114.767,22","103.580,60"
144,2015,12500,391000,91003,Daños en carreteras,,,,"500,00","500,00"
145,2015,12500,393012,91003,Cursos y otros ingresos de P. Territorial e Interi,,"29.000,00","29.000,00","29.000,00","29.000,00"
146,2015,12500,394005,91003,OTROS INGRESOS,"15.700.000,00",,"15.700.000,00",,
147,2015,12500,395000,91003,Multas y sanciones de Presidencia y Justicia,,,,"11.831,05","931,05"
148,2015,12500,395001,91003,Multas y sanciones de Hacienda y Admón Pública,,,,"62.854,67","23.829,47"
149,2015,12500,395002,91003,"Multas y sanciones de Obras P., Urb., Viv. y Ttes.",,,,"3.338.896,29","2.627.406,66"
150,2015,12500,395003,91003,"Multas y sanciones de Agricultura, Ganad. y M.Amb.","280.000,00",,"280.000,00","1.561.238,50","878.767,27"
151,2015,12500,395004,91003,Multas y sanciones de Industria e Innovación,,,,"196.373,02","22.872,42"
152,2015,12500,395005,91003,"Multas y sanciones de Sanidad, B. Social y Familia","850.000,00",,"850.000,00","717.009,10","255.363,28"
153,2015,12500,395007,91003,Multas y sanciones de Economía y Empleo,,,,"2.767.994,87","1.621.427,34"
154,2015,12500,395008,91003,Multas y sanciones Política Territorial e Interior,"10.000,00",,"10.000,00","29.213,73","25.353,98"
155,2015,12500,395100,91003,Multas y sanciones,"4.009.500,00",,"4.009.500,00",,
156,2015,12500,396000,91003,Ing.diversos.Rec eventuales.Presidencia y Justicia,,,,"244,71","244,71"
157,2015,12500,396001,91003,Ing.diversos.Rec eventuales.Hacienda y AP,,,,"12.983,35","12.983,35"
158,2015,12500,396002,91003,"Ing.diversos.Rec eventuales.OP,Urb,Viv y Transport",,,,"45.841,56","45.841,56"
159,2015,12500,396003,91003,"Ing.diversos.Rec eventuales.Agricultura,Gan y M Am","176.390,00",,"176.390,00","23.866,16","23.866,16"
160,2015,12500,396005,91003,"Ing.diversos.Rec eventuales.Sanidad, B Social y Fa",,,,"6.000,00","6.000,00"
161,2015,12500,396006,91003,"Ing.diversos.Rec eventuales.Educación,Univ,Cult,De",,"400.000,00","400.000,00","444.954,87","444.730,46"
162,2015,12500,396008,91003,Ing.diversos Rec eventuales P. Territorial e Inter,,,,"402,00","402,00"
163,2015,12500,396100,91003,Ingresos diversos. Recursos eventuales,"2.220.658,59",,"2.220.658,59","120,36","120,36"
164,2015,12500,398001,91003,Recargo de apremio,,,,"145.396,40","8.904,38"
165,2015,12500,398002,91003,Intereses de demora,,,,"233.030,32","200.263,14"
166,2015,12500,400012,91003,Fondo Suficiencia - Ejercicio 2008,,,,"-8.314.122,78","-8.314.122,78"
167,2015,12500,400022,91003,Fondo de Suficiencia - Ejercicio 2009,,,,"-11.448.804,64","-11.448.804,64"
168,2015,12500,400025,91003,Fondos Adicionales Finan Autonómica Ejercicio 2009,,,,"-378.051,39","-378.051,39"
169,2015,12500,400050,91003,Fondo Suficiencia Global,"200.159.000,00",,"200.159.000,00","268.170.640,00","268.170.640,00"
170,2015,12500,400051,91003,Fondo de Garantía Servicios Públicos Fundamentales,"103.881.230,00",,"103.881.230,00","91.401.442,21","91.401.442,21"
171,2015,12500,400155,91003,Fondo de Convergencia Autonómica Liq. ejerc. 2013,"41.900.000,00",,"41.900.000,00","42.334.604,90","42.334.604,90"
172,2015,12500,400156,91003,Fondo de Garantía. Ejercicio 2013,,,,"53.289.415,19","53.289.415,19"
173,2015,12500,400157,91003,Fondo Suficiencia Global. Liquidación Ejerc. 2013,,,,"-48.664.518,74","-48.664.518,74"
174,2015,12500,403000,34001,Ayudas complementarias a la Política Agraria Común,"700.000,00",,"700.000,00","231.272,00","231.272,00"
175,2015,12500,403004,91003,Estadística agraria,"66.658,39",,"66.658,39","68.991,43",
176,2015,12500,403099,34058,"Otras subvenciones de Agricultura, Gan. y M.A.","112.500,00",,"112.500,00",,
177,2015,12500,403099,34011,"Otras subvenciones de Agricultura, Gan. y M.A.","180.000,00",,"180.000,00","150.300,00","150.300,00"
178,2015,12500,404003,35005,Pensiones a ancianos y enfermos,"32.000,00",,"32.000,00","21.879,56","21.879,56"
179,2015,12500,404005,91003,Plan de desarrollo gitano,,,,"8.302,34","8.302,34"
180,2015,12500,404006,91003,Prestaciones básicas de Servicios Sociales,,,,"942.955,74","942.955,74"
181,2015,12500,404009,35014,Erradicación de la pobreza,,"1.137.184,00","1.137.184,00","1.137.184,00","1.137.184,00"
182,2015,12500,404019,39046,Plan de integración social de inmigrantes,,,,"-107.389,30","-107.389,30"
183,2015,12500,404020,91003,Plan Acción a favor de pers. situación dependencia,"40.000.000,00",,"40.000.000,00",,
184,2015,12500,404021,39054,Víctimas violencia de género,"100.000,00",,"100.000,00","120.134,15","120.134,15"
185,2015,12500,404021,39092,Víctimas violencia de género,"169.856,00",,"169.856,00","261.336,93","261.336,93"
186,2015,12500,405001,39015,Fomento de la donación y trasplante de órganos,"65.000,00",,"65.000,00","54.289,36","54.289,36"
187,2015,12500,405003,39018,Actuaciones en drogodependencias,"470.000,00",,"470.000,00","470.446,74","470.446,74"
188,2015,12500,405004,39019,Prevención de enfermedades emergentes,"65.000,00",,"65.000,00","20.859,00","20.859,00"
189,2015,12500,405005,39016,Junta Arbitral de Consumo,"15.491,77",,"15.491,77",,
190,2015,12500,405006,39027,Políticas de cohesión y estrategias de salud,,,,"33.269,00","33.269,00"
191,2015,12500,405007,39049,Form.Cont.Uso racional del medicamento para médic.,"600.000,00",,"600.000,00","612.346,13","612.346,13"
192,2015,12500,406099,39109,Otras subvenciones en materia de Justicia,,,,"31.517,12","31.517,12"
193,2015,12500,407001,39055,Libros y bibliotecas,,,,"-9.716,64","-9.716,64"
194,2015,12500,407003,39108,Funcionamiento de centros docentes,,,,"-1.239.577,46","-1.239.577,46"
195,2015,12500,407003,39047,Funcionamiento de centros docentes,,,,"-217.495,84","-217.495,84"
196,2015,12500,407003,91003,Funcionamiento de centros docentes,,,,"-84.375,18","-84.375,18"
197,2015,12500,407003,39062,Funcionamiento de centros docentes,,,,"-2.120,62","-2.120,62"
198,2015,12500,407008,39059,Subvenciones Educación y Ciencia,,,,"479.885,79",
199,2015,12500,407015,39119,Difusión Formación Profesional,,"1.727.171,90","1.727.171,90","1.727.171,90","1.727.171,90"
200,2015,12500,407015,39122,Difusión Formación Profesional,,,,"309.413,75",
201,2015,12500,407015,39121,Difusión Formación Profesional,,"202.181,46","202.181,46",,
202,2015,12500,407017,39121,Anticipación itinerarios 3º y 4º ESO,,,,"202.181,46","202.181,46"
203,2015,12500,409009,39071,Otras subvenciones de Administraciones Públicas,,,,"934.978,97",
204,2015,12500,416009,39016,Otras subvenciones Instituto Nacional de Consumo,,,,"19.774,68","19.774,68"
205,2015,12500,419000,39042,Centro Superior Deportes: Fomento actividad depor.,,"67.255,14","67.255,14","102.656,14","102.656,14"
206,2015,12500,419007,39040,Instituto Nacional de Administración Pública INAP,,"1.115.920,00","1.115.920,00","1.115.920,00","1.115.920,00"
207,2015,12500,420000,91003,"Fondo programa de ""Ahorro e incapacidad temporal""","9.650.525,35",,"9.650.525,35","7.198.178,53","7.198.178,53"
208,2015,12500,421001,35011,Plan Acción a favor de pers. situación dependencia,,,,"30.887.937,88","27.975.797,64"
209,2015,12500,460009,51010,Otras subvenciones de Diputaciones Provinciales,,,,"9.000,00","9.000,00"
210,2015,12500,470009,91003,Otras subvenciones de empresas,,,,"6.000,00","6.000,00"
211,2015,12500,492100,14101,Programa Operativo FEDER 2007-2013,"1.385.795,56","-9.858,48","1.375.937,08",,
212,2015,12500,492100,14105,Programa Operativo FEDER 2007-2013,,,,"6.815,82","6.815,82"
213,2015,12500,493000,11101,Fondo Social Europeo- Objetivo 3,"258.948,50",,"258.948,50",,
214,2015,12500,493100,11101,Fondo Social Europeo- Programa Operativo 2007-2013,"15.116.062,06","-1.353.141,50","13.762.920,56",,
215,2015,12500,496000,91003,Agricultura -Política Agraria Común,,,,"37.478,37","37.478,37"
216,2015,12500,496000,12101,Agricultura -Política Agraria Común,"438.900.000,00",,"438.900.000,00","355.121.383,10","355.121.383,10"
217,2015,12500,496009,12101,Agricultura- Otras subvenciones corrientes,"1.972.915,00","-269.720,00","1.703.195,00","553.725,35","553.725,35"
218,2015,12500,497000,12102,Fondo Europeo Agrícola de Desarrollo Rural,"1.667.701,34","225.500,00","1.893.201,34","2.276.780,17","2.276.780,17"
219,2015,12500,497000,12202,Fondo Europeo Agrícola de Desarrollo Rural,,"18.889,09","18.889,09",,
220,2015,12500,499000,19001,Punto de Información Europea,"25.000,00",,"25.000,00","24.100,00","24.100,00"
221,2015,12500,499099,19003,Otras subvenciones del exterior,"400.000,00",,"400.000,00",,
222,2015,12500,499099,19090,Otras subvenciones del exterior,"8.290.990,00",,"8.290.990,00",,
223,2015,12500,499099,19004,Otras subvenciones del exterior,"475.259,40",,"475.259,40","590.044,47","590.044,47"
224,2015,12500,499099,12102,Otras subvenciones del exterior,"10.000,00",,"10.000,00","6.731,07","6.731,07"
225,2015,12500,511000,91003,Intereses de Préstamos Concedidos,,,,"182.514,97","182.514,97"
226,2015,12500,511003,91003,Intereses por prestamos BEI convenio 2013,,,,"742.986,13","742.986,13"
227,2015,12500,520000,91003,Intereses,"6.490.000,02",,"6.490.000,02","308.359,19","308.359,19"
228,2015,12500,520002,91003,Intereses vivienda,,,,"20.636,30","17.727,67"
229,2015,12500,520050,91003,De las Cortes de Aragón,"10.000,00",,"10.000,00","12.500,00","12.500,00"
230,2015,12500,540001,91003,Renta de Inmuebles,,,,"232.876,33","228.335,13"
231,2015,12500,540008,91003,Arrendamientos de locales,"1.350,00",,"1.350,00","1.423,92","1.024,04"
232,2015,12500,540009,91003,Alquileres de viviendas,"450.000,00",,"450.000,00","410.418,89","363.899,13"
233,2015,12500,550001,91003,Cánones de concesiones,"2.000.000,00",,"2.000.000,00","1.746.351,10","1.118.484,72"
234,2015,12500,551000,91003,Ingresos de productos,,,,"2.558,25","2.558,25"
235,2015,12500,552002,91003,De producción agraria,,,,"5.546,50","5.546,50"
236,2015,12500,552003,91003,De protección y gestión de los montes,"600.000,00","-2.389,09","597.610,91","8.590,84","-83.186,98"
237,2015,12500,552004,91003,De tecnología agraria,,,,"2.031,00","2.031,00"
238,2015,12500,552006,91003,Reservas nacionales caza,,,,"213.892,19","201.642,43"
239,2015,12500,552007,91003,10% Fondo mejoras forestales,,,,"56.947,37","56.947,37"
240,2015,12500,552008,91003,Permisos de caza en cotos sociales,,,,"7.319,00","7.271,00"
241,2015,12500,552009,91003,Otros aprovechamientos,"900.000,00",,"900.000,00","73.908,52","73.581,73"
242,2015,12500,553000,91003,Cánones de I.T.V. privadas,"4.700.000,00",,"4.700.000,00","4.594.959,73","2.654.168,27"
243,2015,12500,553003,91003,"De Educación, Universidad, Cultura y Deporte","4.500,00",,"4.500,00","10.521,88","9.860,72"
244,2015,12500,553009,91003,Otros cánones,"1.400.000,00",,"1.400.000,00","186.515,44","184.235,54"
