_id,Ejercicio,Centro Gestor,Economico,Financiacion,Descripcion,Prevision Inicial,Modificaciones,Prevision Definitiva,D.Rec. Netos,Recaudado Neto
22,2021,12500,220010,91003,Sobre alcohol y bebidas derivadas - (Ej. anteriore,,,,"-854218,95","-854218,95"
23,2021,12500,220011,91003,Sobre Cerveza - (Ej. anteriores),,,,"-351935,04","-351935,04"
24,2021,12500,220013,91003,Sobre labores de tabaco - (Ej. anteriores),,,,"-1161945,74","-1161945,74"
25,2021,12500,220016,91003,Sobre productos intermedios - (Ej. anteriores),,,,"-38753,42","-38753,42"
26,2021,12500,220017,91003,Sobre energía (electricidad) - (Ej. anteriores),,,,"2395062,55","2395062,55"
27,2021,12500,220018,91003,Sobre hidrocarburos - (Ej. anteriores),,,,"-25119883,12","-25119883,12"
28,2021,12500,231000,91003,S/ sobre grandes áreas de venta,4668000,,4668000,,
29,2021,12500,232000,91003,S/ Emisiones contaminantes,156000,,156000,,
30,2021,12500,234000,91003,S/ aprovechamiento hidroeléctrico,17045460,,17045460,,
31,2021,12500,235000,91003,S/ líneas de alta tensión,2016000,,2016000,,
32,2021,12500,240000,91003,Casinos,350000,,350000,,
33,2021,12500,240001,91003,Bingos,5600000,,5600000,,
34,2021,12500,240002,91003,Máquinas recreativas,22465500,,22465500,,
35,2021,12500,240003,91003,"Loterías,rifas,boletos y combinaciones aleatorias",1800000,,1800000,,
36,2021,12500,240004,91003,Bingo Electrónico,195000,,195000,,
37,2021,12500,250000,91003,Impuesto s/ actividades de juego,3200000,,3200000,,
38,2021,12500,300050,91003,Venta de Bienes de Cortes de Aragón,13245,,13245,13245,13245
39,2021,12500,301006,91003,"Venta de Public de Educ., U., C. y Deporte (No ope",,,,"3160,17","2672,94"
40,2021,12500,301050,91003,Venta de Publicac. de Cortes de Aragón,4796,,4796,4796,4796
41,2021,12500,301100,91003,Venta de Publicaciones Departamentos y Org. Públic,3000,,3000,,
42,2021,12500,302000,91003,Venta de cartones de bingo,160000,,160000,"91903,97","91903,97"
43,2021,12500,303000,91003,Venta de impresos,3000,,3000,"1671,06","1671,06"
44,2021,12500,310050,91003,Entradas Cortes de Aragón,157337,,157337,157337,157337
45,2021,12500,319005,91003,"Prestación Serv. de Sanidad, B. Social y Familia",,,,"8189,84","8189,84"
46,2021,12500,319006,91003,"Prestación Serv. de Educ., Cult. y Dpte","1944932,78",,"1944932,78","1662962,67","1396718,39"
47,2021,12500,319103,91003,Prestación de servicios en guarderías,"947405,06",,"947405,06","826936,72","759372,66"
48,2021,12500,319111,91003,Cuotas alumnos Inst. Formación Agroambiental,,,,1176,1176
49,2021,12500,319118,91003,Prestación Servicios RACI,"17680,46",,"17680,46","17212,59","17212,59"
50,2021,12500,319200,91003,Prestación Servicios - Copagos,"144602,44",,"144602,44",,
51,2021,12500,319201,91003,"Prest Serv - Asesoramiento Jurídico EP, Fund y Con",200000,,200000,"120647,22","111647,22"
52,2021,12500,319321,91003,Transporte Sanitario por Helicóptero,220000,,220000,"458972,77","283443,04"
53,2021,12500,319324,91003,Prestación del servicio de comedor,"14933975,28",,"14933975,28",,
54,2021,12500,329001,91003,Tasa 01- Dirección e inspección de obras,1625000,,1625000,"1036604,34","587872,17"
55,2021,12500,329002,91003,"Tasa 02- Redac. proyec,confr,tasación obra y proy.",,,,"7866,34",
56,2021,12500,329003,91003,"Tasa 03- Serv.admvos, redacc. informes,activ. fac.",67973,,67973,"152160,67","140355,16"
57,2021,12500,329004,91003,Tasa 04- Por Autorizacones Espectáculos Públicos,18525,,18525,"14056,89","14056,89"
58,2021,12500,329005,91003,Tasa 05-S. Mat. orde. transp. terr carretera,1000000,,1000000,"878400,6","878400,6"
59,2021,12500,329009,91003,Tasa 09-S. facult. ord. y def. de las ind for. ag.,,,,"13,82","13,82"
60,2021,12500,329010,91003,Tasa 10-S. facultativos agronómicos,8375,,8375,"270663,09","270663,09"
61,2021,12500,329011,91003,Tasa 11-Servicios  facultativos veterinarios,600000,,600000,"859000,25","859000,25"
62,2021,12500,329012,91003,Tasa 12-Ins. y ctroles sanitarios  anim y sus prod,1840000,,1840000,"2471139,72","2449661,28"
63,2021,12500,329013,91003,"Tasa 13-Aut., Inspec., materia centros sanitarios",600000,,600000,"1515422,61","1515422,61"
64,2021,12500,329014,91003,Tasa 14-Ord. activ. indust. energ. metrol. mineras,2130000,,2130000,"2148746,81","2042827,67"
65,2021,12500,329015,91003,Tasa 15-Serv. exped. titulos académicos y profesio,"596826,08",,"596826,08","656213,9","656213,9"
66,2021,12500,329016,91003,Tasa 16-Expedición licencias caza y pesca,,,,"31707,61","31707,61"
67,2021,12500,329017,91003,"Tasa 17-S. facul. montes, forestales y v. pecuaria",450000,,450000,"557882,17","500903,34"
68,2021,12500,329019,91003,Tasa 19-S. Adtvod y Técnicos de juego,485000,,485000,"644327,64","644327,64"
69,2021,12500,329020,91003,"Tasa 20-Aut, Insp y actu. cen y est. farmaceúticos",50000,,50000,"38737,46","38737,46"
70,2021,12500,329021,91003,Tasa 21-Aut. Insp. centros Servicios Sociales,30000,,30000,"24449,87","24449,87"
71,2021,12500,329022,91003,Tasa 22-Inserción anuncios en el BOA,730000,,730000,"630969,87","630969,87"
72,2021,12500,329023,91003,"Tasa 23-Inscripción y Publicidad Asoc,Fun,CP y CCA",59000,,59000,"50971,69","50971,69"
73,2021,12500,329024,91003,Tasa 24-Derechos Examen pruebas selectiva C.Aut.,500000,,500000,"534045,94","534045,94"
74,2021,12500,329025,91003,Tasa 25-S. Registro Territorial P.Intelectual de A,9000,,9000,"9014,41","8750,71"
75,2021,12500,329032,91003,Tasa 32-Tasa act. serv. radiodifusión y televisión,1500,,1500,"5299,12","5299,12"
76,2021,12500,329033,91003,Tasa 33-Tasa por ocup. v.pecuar. y conc.uso dom.p.,,,,"743428,92","316065,53"
77,2021,12500,329037,91003,Tasa 37-Tasa dchos. de exam. pruebas de acceso FP,677280,,677280,"196526,4","196526,4"
78,2021,12500,329038,91003,Tasa 38- S. admtvos diligencias bastanteo de poder,6084,,6084,8060,8060
79,2021,12500,329039,91003,Tasa39-Insc pruebas obt. tit. postobligatorios,60000,,60000,"54104,68","54104,68"
80,2021,12500,329040,91003,Tasa 40-Tasa s. adm actuaciones gestión tributaria,,,,"71661,09","71661,09"
81,2021,12500,329042,91003,Tasa 42 - Análisis e Informes del Lab. Salud Públi,20000,,20000,"23147,91","23147,91"
82,2021,12500,329043,91003,Tasa 43- Inscripción Cooperativas y Sdes. Laboral,7400,,7400,"9978,13","9978,13"
83,2021,12500,329044,91003,Tasa 44- Autorización Agencias de Colocación,17700,,17700,"18556,2","18556,2"
84,2021,12500,329045,91003,Tasa 45- Inscripción Centros Colaboradores,82100,,82100,"87208,11","87208,11"
85,2021,12500,329046,91003,Tasa 46- Serv. prestados Reg. Cooperativas Aragón,19000,,19000,"19781,81","19781,81"
86,2021,12500,329047,91003,Tasa 47- Serv. prestados Reg. adm. Sociedades Lab.,1300,,1300,912,912
87,2021,12500,329048,72013,Tasa 48- Ocupación o Concesión del uso privativo,,,,"266681,2","256740,87"
88,2021,12500,330000,91003,Precios Públicos del Laboratorio Agroalimentario,52000,,52000,"48130,59","47301,18"
89,2021,12500,330004,91003,Precios Públicos del Laboratorio Calidad Edificaci,,,,"10236,36","9403,45"
90,2021,12500,330005,91003,Precios Públicos en materia de deportes,44000,,44000,"8352,2","925,4"
91,2021,12500,330006,91003,Instalaciones deportivas,57600,,57600,"59938,61","59938,61"
92,2021,12500,330007,91003,Actividades Deportivas,4250,,4250,"14747,5","14444,4"
93,2021,12500,330012,91003,Precios Públicos de Caza y Pesca,155000,,155000,,
94,2021,12500,330013,91003,Precios Públicos Medicina Legal de Aragón (IMLA),50000,,50000,26540,19700
95,2021,12500,380000,32200,Reintegros ej.cerrados de Presidencia y Justicia,,,,"435826,44","435826,44"
96,2021,12500,380000,32219,Reintegros ej.cerrados de Presidencia y Justicia,,,,0,0
97,2021,12500,380000,91003,Reintegros ej.cerrados de Presidencia y Justicia,,,,"434164,3","434164,3"
98,2021,12500,380000,91219,Reintegros ej.cerrados de Presidencia y Justicia,,,,0,0
99,2021,12500,380001,39040,Reintegros ej.cerrados de Hacienda y Admón Pública,,,,"388,82","388,82"
100,2021,12500,380001,91003,Reintegros ej.cerrados de Hacienda y Admón Pública,,,,"353,7","353,7"
101,2021,12500,380002,32218,"Reintegros ej.cerrados de OP, Urb., Vivienda y Tte",,"1148169,92","1148169,92","1254212,7","1254212,7"
102,2021,12500,380002,39001,"Reintegros ej.cerrados de OP, Urb., Vivienda y Tte",,,,"646,85","646,85"
103,2021,12500,380002,39117,"Reintegros ej.cerrados de OP, Urb., Vivienda y Tte",,,,"3808,14","3808,14"
104,2021,12500,380002,39127,"Reintegros ej.cerrados de OP, Urb., Vivienda y Tte",,,,"38084,59","37574,03"
105,2021,12500,380002,91003,"Reintegros ej.cerrados de OP, Urb., Vivienda y Tte",,"1148169,91","1148169,91","1887258,09","1886921,24"
106,2021,12500,380003,12101,"Reintegros ej.cer de Agricultura, Ganadería y M.Am",,,,"17,8","17,8"
107,2021,12500,380003,12102,"Reintegros ej.cer de Agricultura, Ganadería y M.Am",,,,"4424,95","4424,95"
108,2021,12500,380003,34021,"Reintegros ej.cer de Agricultura, Ganadería y M.Am",,,,"574,58","574,58"
109,2021,12500,380003,36012,"Reintegros ej.cer de Agricultura, Ganadería y M.Am",,,,"18053,42","18053,42"
110,2021,12500,380003,91003,"Reintegros ej.cer de Agricultura, Ganadería y M.Am",,,,"44888,5","44888,5"
111,2021,12500,380004,14101,Reintegros ej.cerrados de Industria e Innovación,,,,"175145,38","175145,38"
112,2021,12500,380004,14201,Reintegros ej.cerrados de Industria e Innovación,,,,"45550,87","45550,87"
113,2021,12500,380004,39048,Reintegros ej.cerrados de Industria e Innovación,,,,"4633780,6","4633780,6"
114,2021,12500,380004,39090,Reintegros ej.cerrados de Industria e Innovación,,,,"775331,97","775331,97"
115,2021,12500,380004,39103,Reintegros ej.cerrados de Industria e Innovación,,,,"8035,2","8035,2"
116,2021,12500,380004,39137,Reintegros ej.cerrados de Industria e Innovación,,,,"675,62","675,62"
117,2021,12500,380004,91003,Reintegros ej.cerrados de Industria e Innovación,,,,"222430,41","222430,41"
118,2021,12500,380005,91003,"Reintegros ej.cerrados de Sanidad, B. Social y Fam",,,,"-9,86","-9,86"
119,2021,12500,380006,11201,"Reintegros ej.cerrados de Educ., Univ., Cult. y D",,,,"3281,05","3281,05"
120,2021,12500,380006,91003,"Reintegros ej.cerrados de Educ., Univ., Cult. y D",,,,"48055,35","48055,35"
121,2021,12500,380007,14201,Reintegros ej.cerrados de Economía y Empleo,,,,"43610,43","43610,43"
122,2021,12500,380007,91003,Reintegros ej.cerrados de Economía y Empleo,,,,"49537,8","49537,8"
123,2021,12500,380007,91019,Reintegros ej.cerrados de Economía y Empleo,,,,"54129,49","54129,49"
124,2021,12500,380009,11201,"Reint. ejerc. cerrados Sanidad, B.Social y Familia",,,,"111,77","111,77"
125,2021,12500,380009,37001,"Reint. ejerc. cerrados Sanidad, B.Social y Familia",,"276655,67","276655,67","290883,92","290883,92"
126,2021,12500,380009,91003,"Reint. ejerc. cerrados Sanidad, B.Social y Familia",,,,"41958,19","41958,19"
127,2021,12500,380100,11201,Reintegros de ejercicios cerrados,,,,"26200,51","26200,51"
128,2021,12500,380100,91003,Reintegros de ejercicios cerrados,,,,"124256,28","124256,28"
129,2021,12500,381000,91003,Reintegros ej. corriente de Presidencia y Justicia,,,,"10544,21","10544,21"
130,2021,12500,381001,91003,Reintegros ej. corriente de Hacienda y Adm. Públic,,,,"5566,2","5566,2"
131,2021,12500,381001,91019,Reintegros ej. corriente de Hacienda y Adm. Públic,,,,"69322,7","69322,7"
132,2021,12500,381002,91003,"Reintegros ej. corriente de OOPP, Urb, Viv y Trans",,,,"137,83","137,83"
133,2021,12500,381003,12101,"Reintegros ej. corriente de Agricultura,Gan y M.Am",,,,"541838,69","541838,69"
134,2021,12500,381003,12102,"Reintegros ej. corriente de Agricultura,Gan y M.Am",,,,"38060,31","38060,31"
135,2021,12500,381003,12202,"Reintegros ej. corriente de Agricultura,Gan y M.Am",,,,"475009,58","475009,58"
136,2021,12500,381003,34007,"Reintegros ej. corriente de Agricultura,Gan y M.Am",,,,"123,82","123,82"
137,2021,12500,381003,34021,"Reintegros ej. corriente de Agricultura,Gan y M.Am",,,,"6595,55","6595,55"
138,2021,12500,381003,34046,"Reintegros ej. corriente de Agricultura,Gan y M.Am",,,,"2608,63","2608,63"
139,2021,12500,381003,34047,"Reintegros ej. corriente de Agricultura,Gan y M.Am",,,,"14208,63","14208,63"
140,2021,12500,381003,34062,"Reintegros ej. corriente de Agricultura,Gan y M.Am",,,,"693,53","693,53"
141,2021,12500,381003,36001,"Reintegros ej. corriente de Agricultura,Gan y M.Am",,,,"337,23","337,23"
142,2021,12500,381003,36004,"Reintegros ej. corriente de Agricultura,Gan y M.Am",,,,"36043,63","36043,63"
143,2021,12500,381003,91003,"Reintegros ej. corriente de Agricultura,Gan y M.Am",,,,"303038,1","303038,1"
144,2021,12500,381004,91003,Reintegros ej. corriente de Industria e Innovación,,,,"156,05","156,05"
145,2021,12500,381005,91003,"Reintegros ej. corriente de Sanidad, B Social y Fa",,,,"1510,08","1510,08"
146,2021,12500,381006,91003,"Reintegros ej. corriente de Educ,Uni,Cult y Deport",,,,"115398,25","115398,25"
147,2021,12500,381098,91003,Reintegros de pagos a justificar,,,,"2556,37","2556,37"
148,2021,12500,390000,91003,Costas por sentencias judiciales,200000,,200000,"467311,36","363186,4"
149,2021,12500,390001,91003,Daños carreteras,,,,"35609,51","24266,61"
150,2021,12500,390003,91003,Aportaciones por gastos centralizados,,"27339,9","27339,9","27339,9","27339,9"
151,2021,12500,391000,91003,Daños en carreteras,85000,,85000,"66352,25","62833,64"
152,2021,12500,395000,91003,Multas y sanciones de Presidencia y Justicia,,,,"123024,37","28424,37"
153,2021,12500,395001,91003,Multas y sanciones de Hacienda y Admón Pública,,,,"-8526,74","-12618,9"
154,2021,12500,395002,91003,"Multas y sanciones de Obras P., Urb., Viv. y Ttes.",,,,"3013482,71","1903077,83"
155,2021,12500,395003,91003,"Multas y sanciones de Agricultura, Ganad. y M.Amb.",,,,"1594361,86","1012269,89"
156,2021,12500,395004,91003,Multas y sanciones de Industria e Innovación,,,,"215569,77","184277,27"
157,2021,12500,395005,91003,"Multas y sanciones de Sanidad, B. Social y Familia",600000,,600000,"2863764,9","2271035,82"
158,2021,12500,395006,91003,"Multas y sanciones de Educación, Univ., Cult. y D.",,,,13360,13360
159,2021,12500,395007,91003,Multas y sanciones de Economía y Empleo,,,,"3932321,35","2603685,71"
160,2021,12500,395009,91003,SERVICIOS SOCIALES Y FAMILIA,,,,32843,32033
161,2021,12500,395100,91003,Multas y sanciones,5550000,,5550000,,
162,2021,12500,396000,91003,Ing.diversos.Rec eventuales.Presidencia y Justicia,,,,"2446,83","2446,83"
163,2021,12500,396001,91003,Ing.diversos.Rec eventuales.Hacienda y AP,,,,"-5305,26","-5305,26"
164,2021,12500,396002,91003,"Ing.diversos.Rec eventuales.OP,Urb,Viv y Transport",,,,"761,59","761,59"
165,2021,12500,396003,91003,"Ing.diversos.Rec eventuales.Agricultura,Gan y M Am",,,,"5036,86","5036,86"
166,2021,12500,396006,91003,"Ing.diversos.Rec eventuales.Educación,Univ,Cult,De",,,,"57263,22","57115,06"
167,2021,12500,396009,72013,"Indemnizaciones, incautaciones, penalidades, etc.",,,,"1330,38","1330,38"
168,2021,12500,396009,91003,"Indemnizaciones, incautaciones, penalidades, etc.",,1000000,1000000,"1513729,16","1513729,16"
169,2021,12500,396100,91003,Ingresos diversos. Recursos eventuales,,,,"1077,26","1077,26"
170,2021,12500,398001,91003,Recargo de apremio,,,,"50187,89","50187,89"
171,2021,12500,398002,91003,Intereses de demora,,,,"1028393,72","1015730,87"
172,2021,12500,400010,91003,Transf. Extraordinaria Financiación Autonómica,"405056385,6",,"405056385,6",,
173,2021,12500,400050,91003,Fondo Suficiencia Global,277374950,,277374950,277374950,277374950
174,2021,12500,400051,91003,Fondo de Garantía Servicios Públicos Fundamentales,191077260,,191077260,191077264,191077264
175,2021,12500,400150,91003,FondoSuficiencia Global liquidación ej. anteriores,-3044900,,-3044900,"-3044896,5","-3044896,5"
176,2021,12500,400151,91003,Fondo de Garantía Serv Púb. Fund. Ejer. anteriores,52890680,,52890680,,
177,2021,12500,400162,91003,Fondo Garantia Liquidación Ejercicios Anteriores,,,,"74107078,17","74107078,17"
178,2021,12500,400170,91003,Fondos de Convergencia Autonómica Ejerc. Anterior,50774000,,50774000,"51280933,65","51280933,65"
179,2021,12500,400402,91003,Cancelación Anticipos a Comunidades Autónomas,-35375400,,-35375400,-35375400,-35375400
180,2021,12500,402003,39137,Bono Social Térmico,3167000,"4107335,5","7274335,5","7341575,41","7341575,41"
181,2021,12500,403004,91003,Estadística agraria,70000,,70000,"71406,13","71406,13"
182,2021,12500,403099,34011,"Otras subvenciones de Agricultura, Gan. y M.A.",180000,,180000,163846,163846
183,2021,12500,403099,34015,"Otras subvenciones de Agricultura, Gan. y M.A.",232000,,232000,,
184,2021,12500,403099,34016,"Otras subvenciones de Agricultura, Gan. y M.A.",20000,,20000,,
185,2021,12500,403099,34017,"Otras subvenciones de Agricultura, Gan. y M.A.","374336,02",,"374336,02",,
186,2021,12500,403099,34045,"Otras subvenciones de Agricultura, Gan. y M.A.",220400,,220400,"207807,05","207807,05"
187,2021,12500,403099,34061,"Otras subvenciones de Agricultura, Gan. y M.A.",38000,,38000,"105032,11","105032,11"
188,2021,12500,403099,34062,"Otras subvenciones de Agricultura, Gan. y M.A.",130150,,130150,,
189,2021,12500,403099,36001,"Otras subvenciones de Agricultura, Gan. y M.A.","626405,41","34908,15","661313,56","629985,17","629985,17"
190,2021,12500,404003,35005,Pensiones a ancianos y enfermos,8500,,8500,"6294,12","5971,92"
191,2021,12500,404005,35012,Plan de desarrollo gitano,"8302,34","30462,66",38765,38765,38765
192,2021,12500,404006,35013,Prestaciones básicas de Servicios Sociales,1372140,2043226,3415366,3415366,3415366
193,2021,12500,404009,35014,Erradicación de la pobreza,657292,1500000,2157292,2157292,2157292
194,2021,12500,404021,39054,Víctimas violencia de género,369600,,369600,"149490,54","149490,54"
195,2021,12500,404021,39092,Víctimas violencia de género,300000,,300000,"327935,95","327935,95"
196,2021,12500,404021,39135,Víctimas violencia de género,2892000,"1464677,46","4356677,46","4208625,49","4208625,49"
197,2021,12500,404022,35017,Plan Corresponsables-CS Igualdad,,"10433643,13","10433643,13","10433643,13","10433643,13"
198,2021,12500,404099,37001,Otras subv. Empleo y de Servicios Sociales,8975000,739363,9714363,9714363,9714363
199,2021,12500,405001,39015,Fomento de la donación y trasplante de órganos,63000,,63000,35827,35827
200,2021,12500,405003,39018,Actuaciones en drogodependencias,471257,,471257,"470780,97","470780,97"
201,2021,12500,405004,39129,Prevención de enfermedades emergentes,,,,"84056,38","84056,38"
202,2021,12500,405005,39016,Junta Arbitral de Consumo,"38783,56",,"38783,56","43152,94","43152,94"
203,2021,12500,405006,39027,Políticas de cohesión y estrategias de salud,130000,,130000,"92647,78","92647,78"
204,2021,12500,405006,39149,Políticas de cohesión y estrategias de salud,,,,"65873,97","65873,97"
205,2021,12500,405007,39049,Form.Cont.Uso racional del medicamento para médic.,665985,,665985,"770562,54","770562,54"
206,2021,12500,405099,39130,Otras subvenciones en materia de Salud y Consumo,,,,91671,91671
207,2021,12500,405099,39142,Otras subvenciones en materia de Salud y Consumo,,"2802722,99","2802722,99","2802722,99","2802722,99"
208,2021,12500,405099,91003,Otras subvenciones en materia de Salud y Consumo,,,,"33906,88","33906,88"
209,2021,12500,406099,39109,Otras subvenciones en materia de Justicia,,,,"124346,67","124346,67"
210,2021,12500,407003,39047,Funcionamiento de centros docentes,,1402927,1402927,1402927,1402927
211,2021,12500,407018,39122,Calidad en Formación Profesional,"563171,64",,"563171,64","171746,34","171746,34"
212,2021,12500,407019,39122,Formación Profesional Dual,"268498,6",,"268498,6","354020,21","354020,21"
213,2021,12500,407099,39026,"Otras subvenciones  Educación, Cultura y Deporte",5000,,5000,,
214,2021,12500,407099,39059,"Otras subvenciones  Educación, Cultura y Deporte",,1134868,1134868,1134868,1134868
215,2021,12500,407099,39107,"Otras subvenciones  Educación, Cultura y Deporte","159990,73",,"159990,73","201230,27","201230,27"
216,2021,12500,407099,39108,"Otras subvenciones  Educación, Cultura y Deporte","99683,45",,"99683,45",,
217,2021,12500,407099,39140,"Otras subvenciones  Educación, Cultura y Deporte","7070680,68",,"7070680,68",,
218,2021,12500,407099,39141,"Otras subvenciones  Educación, Cultura y Deporte","121744,8",,"121744,8",,
219,2021,12500,409002,91019,Fondos Adicionales Financiación COVID-19,,141348900,141348900,"85186734,3","85186734,3"
220,2021,12500,409003,91003,Dotación adicional RD 684/2021,,,,402531120,402531120
221,2021,12500,409007,32433,Next Generation EU MRR,,,,0,0
222,2021,12500,409007,32435,Next Generation EU MRR,,7471600,7471600,7471600,7471600
223,2021,12500,409007,32438,Next Generation EU MRR,,"49451579,96","49451579,96","49451579,96","49451579,96"
224,2021,12500,409007,32439,Next Generation EU MRR,,"108663,97","108663,97","219145,82","219145,82"
225,2021,12500,409007,32442,Next Generation EU MRR,,244000,244000,244000,244000
226,2021,12500,409007,32444,Next Generation EU MRR,,1461304,1461304,1461304,1461304
227,2021,12500,409007,32446,Next Generation EU MRR,,,,"3216875,52","3216875,52"
228,2021,12500,409009,39071,Otras subvenciones de Administraciones Públicas,,"1086176,63","1086176,63","1336888,87","1336888,87"
229,2021,12500,409009,39146,Otras subvenciones de Administraciones Públicas,,"676542,09","676542,09","909104,87","909104,87"
230,2021,12500,409009,39148,Otras subvenciones de Administraciones Públicas,,,,"263157,89","263157,89"
231,2021,12500,413000,32433,Conferencia Sectorial de Empleo,,20124946,20124946,20124946,20124946
232,2021,12500,419000,39042,Centro Superior Deportes: Fomento actividad depor.,45000,"55039,18","100039,18","100039,18","100039,18"
233,2021,12500,419000,39147,Centro Superior Deportes: Fomento actividad depor.,,25000,25000,25000,25000
234,2021,12500,419007,39040,Instituto Nacional de Administración Pública INAP,,1539790,1539790,1539790,1539790
235,2021,12500,419013,39015,Transf. Organización Nacional de Trasplantes (ONT),,,,"85766,29","85766,29"
236,2021,12500,420000,91003,"Fondo programa de ""Ahorro e incapacidad temporal""",10100000,,10100000,"6762999,57","6762999,57"
237,2021,12500,420001,91003,Compens. asistencia sanitaria conting. prof.,,,,"338849,37","338849,37"
238,2021,12500,421001,35011,Plan Acción a favor de pers. situación dependencia,,,,"54205382,32","54205382,32"
239,2021,12500,421001,91003,Plan Acción a favor de pers. situación dependencia,67692000,,67692000,,
240,2021,12500,460000,51011,Transf. de la Diputación Provincial de Huesca,,500000,500000,1223881,973881
241,2021,12500,460000,51012,Transf. de la Diputación Provincial de Huesca,,2000000,2000000,2000000,1000000
242,2021,12500,460001,51011,Transf. de la Diputación Provincial de Zaragoza,,500000,500000,500000,
243,2021,12500,460001,51012,Transf. de la Diputación Provincial de Zaragoza,,6000000,6000000,6000000,3000000
244,2021,12500,460002,51011,Transf. de la Diputación Provincial de Teruel,,500000,500000,1209899,709899
245,2021,12500,460002,51012,Transf. de la Diputación Provincial de Teruel,,2000000,2000000,2000000,1000000
246,2021,12500,461009,53001,Otras subv. Ayuntamientos,,,,-500000,-500000
247,2021,12500,461009,53002,Otras subv. Ayuntamientos,,"3570581,5","3570581,5","3570581,5","2892456,5"
248,2021,12500,480001,91003,Juegos escolares,210228,,210228,,
249,2021,12500,492200,14201,Programa Operativo FEDER 2014-2020,1029316,-447385,581931,,
250,2021,12500,492201,14202,PProg Op. INTERREG V-A-ESPAÑA-FRA-AND 2014-2020,198000,"-18571,43","179428,57",,
251,2021,12500,493200,11201,Fondo Social Europeo- Programa Operativo 2014-2020,"10021967,57","343147,5","10365115,07","19528655,65","19528655,65"
252,2021,12500,494000,11209,REACT-UE,,,,"2799460,18","2799460,18"
253,2021,12500,496000,12101,Agricultura -Política Agraria Común,440500000,"-289971,54","440210028,5","430669430,7","430669430,7"
254,2021,12500,496000,91003,Agricultura -Política Agraria Común,,,,"53399,06","53399,06"
255,2021,12500,496009,12101,Agricultura- Otras subvenciones corrientes,"1303276,46","264971,54",1568248,"178636,89","178636,89"
256,2021,12500,497000,12202,Fondo Europeo Agrícola de Desarrollo Rural,"6338020,9","-5664,22","6332356,68","4927218,85","4927218,85"
257,2021,12500,497000,12203,Fondo Europeo Agrícola de Desarrollo Rural,,,,0,0
258,2021,12500,497001,12203,FEADER EURI,,230000,230000,230000,"223173,49"
259,2021,12500,499000,19001,Punto de Información Europea,33050,,33050,29538,29538
260,2021,12500,499099,19008,Otras subvenciones del exterior,8100,,8100,"20770,8","20770,8"
261,2021,12500,499099,19090,Otras subvenciones del exterior,"6191893,6",,"6191893,6","1529760,56","1529760,56"
262,2021,12500,511000,91003,Intereses de Préstamos Concedidos,500000,,500000,"461701,36","381445,17"
263,2021,12500,511003,91003,Intereses por prestamos BEI convenio 2013,"112344,45",,"112344,45","68791,67","68791,67"
264,2021,12500,512000,91003,Intereses de Avales Otorgados,"187372,63",,"187372,63","234047,26","234047,26"
265,2021,12500,520000,91003,Intereses,55000,,55000,"5527,63","5527,63"
266,2021,12500,520002,91003,Intereses vivienda,,,,"28176,9","28176,9"
267,2021,12500,540001,91003,Renta de Inmuebles,"91563,03",,"91563,03","41151,02","2081,35"
268,2021,12500,540008,91003,Arrendamientos de locales,1500,,1500,3844,"3523,68"
