_id,Ejercicio,Centro Gestor,Economico,Financiacion,Descripcion,Prevision Inicial,Modificaciones,Prevision Definitiva,D.Rec. Netos,Recaudado Neto
45,2014,12500,319006,91003,"Prestación Serv. de Educ., Univ., Cult. y Deporte","1.935.000,00",,"1.935.000,00","3.252.727,02","2.858.254,06"
46,2014,12500,319103,91003,Prestación de servicios en guarderías,"900.000,00",,"900.000,00","868.687,23","796.492,33"
47,2014,12500,319109,91003,Prestación de servicios en cartografía,"1.000,00",,"1.000,00","898,50","898,50"
48,2014,12500,319111,91003,Cuotas alumnos Inst. Formación Agroambiental,"200.000,00",,"200.000,00","835,05","835,05"
49,2014,12500,319116,91003,Prestación de Servicios en Residencias,"500.000,00",,"500.000,00",,
50,2014,12500,319118,91003,Prestación Servicios RACI,"71.050,00",,"71.050,00","14.480,91","2.764,19"
51,2014,12500,319321,91003,Transporte Sanitario por Helicóptero,"100.000,00",,"100.000,00","208.283,00","114.233,00"
52,2014,12500,322017,91003,"Tasa 17- Serv.fac.advos monte,aprov.for.,vías pec.",,,,"14,47","14,47"
53,2014,12500,327014,91003,"Tasa 14- Serv. act. Indus,energ,metrol,miner,comer",,,,"6,60","6,60"
54,2014,12500,329001,91003,Tasa 01- Dirección e inspección de obras,"1.016.000,00",,"1.016.000,00","1.233.234,13","871.436,27"
55,2014,12500,329002,91003,"Tasa 02- Redac. proyec,confr,tasación obra y proy.",,,,"2.387,69",
56,2014,12500,329003,91003,"Tasa 03- Serv.admvos, redacc. informes,activ. fac.","61.400,00",,"61.400,00","209.981,58","201.950,80"
57,2014,12500,329004,91003,Tasa 04- Por Autorizacones Espectáculos Públicos,"20.000,00",,"20.000,00","33.022,63","33.022,63"
58,2014,12500,329005,91003,Tasa 05-S. Mat. orde. transp. terr carretera,"1.400.000,00",,"1.400.000,00","1.381.569,10","1.381.569,10"
59,2014,12500,329006,91003,Tasa 06- Act. en materia de vivienda protegida,,,,"340,89","313,41"
60,2014,12500,329007,91003,Tasa 07-Serv. Exped. cédula habitabilidad,"4.000,00",,"4.000,00","36.119,36","36.119,36"
61,2014,12500,329009,91003,Tasa 09-S. facult. ord. y def. de las ind for. ag.,,,,"1.898,91","1.898,91"
62,2014,12500,329010,91003,Tasa 10-S. facultativos agronómicos,"4.950,00",,"4.950,00","229.523,61","229.523,61"
63,2014,12500,329011,91003,Tasa 11-Servicios  facultativos veterinarios,"600.000,00",,"600.000,00","727.064,73","727.049,77"
64,2014,12500,329012,91003,Tasa 12-Ins. y ctroles sanitarios  anim y sus prod,"35.000,00",,"35.000,00","324.041,41","324.041,41"
65,2014,12500,329013,91003,"Tasa 13-Aut., Inspec., materia centros sanitarios","120.000,00",,"120.000,00","242.083,10","242.083,10"
66,2014,12500,329014,91003,Tasa 14-Ord. activ. indust. energ. metrol. mineras,"2.571.620,99",,"2.571.620,99","1.426.670,36","1.327.403,89"
67,2014,12500,329015,91003,Tasa 15-Serv. exped. titulos académicos y profesio,"657.000,00",,"657.000,00","724.345,36","724.345,36"
68,2014,12500,329016,91003,Tasa 16-Expedición licencias caza y pesca,,,,"40.332,11","40.332,11"
69,2014,12500,329017,91003,"Tasa 17-S. facul. montes, forestales y v. pecuaria","420.000,00",,"420.000,00","421.658,20","398.416,87"
70,2014,12500,329019,91003,Tasa 19-S. Adtvod y Técnicos de juego,"625.000,00",,"625.000,00","793.979,53","793.979,53"
71,2014,12500,329020,91003,"Tasa 20-Aut, Insp y actu. cen y est. farmaceúticos","48.000,00",,"48.000,00","60.867,54","60.867,54"
72,2014,12500,329021,91003,Tasa 21-Aut. Insp. centros Servicios Sociales,"30.000,00",,"30.000,00","25.126,85","25.126,85"
73,2014,12500,329022,91003,Tasa 22-Inserción anuncios en el BOA,"270.800,00",,"270.800,00","289.515,61","289.515,61"
74,2014,12500,329023,91003,"Tasa 23-Inscripción y Publicidad Asoc,Fun,CP y CCA","22.000,00",,"22.000,00","35.082,73","35.082,73"
75,2014,12500,329024,91003,Tasa 24-Derechos Examen pruebas selectiva C.Aut.,,,,"394.125,25","394.125,25"
76,2014,12500,329025,91003,Tasa 25-S. Registro Territorial P.Intelectual de A,"9.500,00",,"9.500,00","10.133,66","9.902,67"
77,2014,12500,329027,91003,Tasa 27-Acreditación laborat. ctrol calidad edific,,,,"1.278,04","639,02"
78,2014,12500,329030,91003,Tasa 30-Tasa inscripción Reg. de org. modif. genét,"2.200,00",,"2.200,00","2.156,62","2.156,62"
79,2014,12500,329032,91003,Tasa 32-Tasa act. serv. radiodifusión y televisión,,,,"1.466,62","1.466,62"
80,2014,12500,329033,91003,Tasa 33-Tasa por ocup. v.pecuar. y conc.uso dom.p.,,,,"88.415,22","75.152,16"
81,2014,12500,329037,91003,Tasa 37-Tasa dchos. de exam. pruebas de acceso FP,"211.352,10",,"211.352,10","111.186,53","111.186,53"
82,2014,12500,329038,91003,Tasa 38- S. admtvos diligencias bastanteo de poder,"5.240,00",,"5.240,00","10.310,97","10.310,97"
83,2014,12500,329039,91003,Tasa39-Insc pruebas obt. tit. postobligatorios,"136.000,00",,"136.000,00","115.799,81","115.799,81"
84,2014,12500,329040,91003,Tasa 40-Tasa s. adm actuaciones gestión tributaria,,,,"38.013,34","38.013,34"
85,2014,12500,329042,91003,Tasa 42 - Análisis e Informes del Lab. Salud Públi,"50.000,00",,"50.000,00",,
86,2014,12500,330000,91003,Precios Públicos del Laboratorio Agroalimentario,"64.000,00",,"64.000,00","29.644,09","24.810,33"
87,2014,12500,330001,91003,Precios Públicos del C. Transferencia Agroalimenta,,,,"276,00","216,00"
88,2014,12500,330004,91003,Precios Públicos del Laboratorio Calidad Edificaci,,,,"4.986,79","3.226,94"
89,2014,12500,330005,91003,Precios Públicos en materia de deportes,,,,"32.056,59",
90,2014,12500,330006,91003,Instalaciones deportivas,"45.000,00",,"45.000,00","50.752,62","36.463,92"
91,2014,12500,330007,91003,Actividades Deportivas,"10.000,00",,"10.000,00",,
92,2014,12500,330011,91003,Grado superior FP y artes plásticas y diseño,"1.765.000,00",,"1.765.000,00",,
93,2014,12500,330012,91003,Precios Públicos de Caza y Pesca,"160.000,00",,"160.000,00",,
94,2014,12500,335000,91003,P. Públicos del Laboratorio de Calidad de la Edif.,"14.000,00",,"14.000,00",,
95,2014,12500,370000,91003,Casinos,"2.592.000,00",,"2.592.000,00",,
96,2014,12500,370001,91003,Bingos,"20.304.000,00",,"20.304.000,00",,
97,2014,12500,370002,91003,Máquinas recreativas,"25.380.000,00",,"25.380.000,00",,
98,2014,12500,370003,91003,"Loterías,rifas,boletos y combinaciones aleatorias","16.200,00",,"16.200,00",,
99,2014,12500,380000,91003,Reintegros ej.cerrados de Presidencia y Justicia,,,,"53.454,41","53.454,41"
100,2014,12500,380001,91003,Reintegros ej.cerrados de Hacienda y Admón Pública,,,,"130.926,05","130.926,05"
101,2014,12500,380002,91003,"Reintegros ej.cerrados de OP, Urb., Vivienda y Tte",,,,"421.720,60","248.498,31"
102,2014,12500,380002,91102,"Reintegros ej.cerrados de OP, Urb., Vivienda y Tte",,,,"94.776,90","94.776,90"
103,2014,12500,380003,34020,"Reintegros ej.cer de Agricultura, Ganadería y M.Am",,,,"261,57","261,57"
104,2014,12500,380003,34031,"Reintegros ej.cer de Agricultura, Ganadería y M.Am",,,,"10.157,73","10.157,73"
105,2014,12500,380003,91003,"Reintegros ej.cer de Agricultura, Ganadería y M.Am",,"73.858,12","73.858,12","243.248,19","243.248,19"
106,2014,12500,380004,14101,Reintegros ej.cerrados de Industria e Innovación,,,,"1.069,25","1.069,25"
107,2014,12500,380004,39013,Reintegros ej.cerrados de Industria e Innovación,,,,"0,00","0,00"
108,2014,12500,380004,39048,Reintegros ej.cerrados de Industria e Innovación,,,,"8.602,16","8.602,16"
109,2014,12500,380004,39103,Reintegros ej.cerrados de Industria e Innovación,,,,"74.165,66","74.165,66"
110,2014,12500,380004,91003,Reintegros ej.cerrados de Industria e Innovación,,,,"221.855,88","221.855,88"
111,2014,12500,380004,91102,Reintegros ej.cerrados de Industria e Innovación,,,,"252.919,17","252.919,17"
112,2014,12500,380005,91003,"Reintegros ej.cerrados de Sanidad, B. Social y Fam",,,,"51.502,94","51.502,94"
113,2014,12500,380006,11101,"Reintegros ej.cerrados de Educ., Univ., Cult. y D",,,,"1.654,99","1.654,99"
114,2014,12500,380006,39047,"Reintegros ej.cerrados de Educ., Univ., Cult. y D",,,,"5.522,18","5.522,18"
115,2014,12500,380006,39081,"Reintegros ej.cerrados de Educ., Univ., Cult. y D",,,,"22.833,75","22.833,75"
116,2014,12500,380006,91003,"Reintegros ej.cerrados de Educ., Univ., Cult. y D",,,,"144.342,68","144.342,68"
117,2014,12500,380006,91102,"Reintegros ej.cerrados de Educ., Univ., Cult. y D",,,,"25.252,65","25.252,65"
118,2014,12500,380007,91003,Reintegros ej.cerrados de Economía y Empleo,,,,"26.814,71","26.814,71"
119,2014,12500,380008,91003,Reintegros ej.cerrados de P.Territorial e I,,,,"3.914,21","3.914,21"
120,2014,12500,380100,91003,Reintegros de ejercicios cerrados,"22.218,23",,"22.218,23",,
121,2014,12500,381000,91003,Reintegros ej. corriente de Presidencia y Justicia,,,,"5.759,88","5.759,88"
122,2014,12500,381001,91003,Reintegros ej. corriente de Hacienda y Adm. Públic,,"52.537,96","52.537,96","2.296.874,46","2.296.874,46"
123,2014,12500,381002,91003,"Reintegros ej. corriente de OOPP, Urb, Viv y Trans",,,,"20,00","20,00"
124,2014,12500,381003,12101,"Reintegros ej. corriente de Agricultura,Gan y M.Am",,,,"435.731,45","435.731,45"
125,2014,12500,381003,12102,"Reintegros ej. corriente de Agricultura,Gan y M.Am",,,,"193.110,44","193.110,44"
126,2014,12500,381003,34004,"Reintegros ej. corriente de Agricultura,Gan y M.Am",,,,"21.989,54","21.989,54"
127,2014,12500,381003,34007,"Reintegros ej. corriente de Agricultura,Gan y M.Am",,,,"585,75","585,75"
128,2014,12500,381003,34031,"Reintegros ej. corriente de Agricultura,Gan y M.Am",,,,"8.406,70","8.406,70"
129,2014,12500,381003,34032,"Reintegros ej. corriente de Agricultura,Gan y M.Am",,,,"1.960,94","1.960,94"
130,2014,12500,381003,34044,"Reintegros ej. corriente de Agricultura,Gan y M.Am",,,,"3.886,79","3.886,79"
131,2014,12500,381003,34046,"Reintegros ej. corriente de Agricultura,Gan y M.Am",,,,"12.693,91","12.693,91"
132,2014,12500,381003,34047,"Reintegros ej. corriente de Agricultura,Gan y M.Am",,,,"1.287,45","1.287,45"
133,2014,12500,381003,36001,"Reintegros ej. corriente de Agricultura,Gan y M.Am",,,,"21.718,50","21.718,50"
134,2014,12500,381003,91003,"Reintegros ej. corriente de Agricultura,Gan y M.Am",,,,"203.134,22","203.134,22"
135,2014,12500,381005,91003,"Reintegros ej. corriente de Sanidad, B Social y Fa",,,,"10,00","10,00"
136,2014,12500,381006,91003,"Reintegros ej. corriente de Educ,Uni,Cult y Deport",,,,"78.670,03","78.670,03"
137,2014,12500,381007,91003,Reintegros ej. corriente de Economía y Empleo,,,,"442,90","442,90"
138,2014,12500,381008,91003,Reintegros ej.corriente de P.Territorial e Interio,,,,"899,49","899,49"
139,2014,12500,381098,91003,Reintegros de pagos a justificar,,,,"1.073,16","1.073,16"
140,2014,12500,381099,91003,Otros reintegros de Presupuesto corriente,"3.614.000,00",,"3.614.000,00",,
141,2014,12500,390000,91003,Costas por sentencias judiciales,"95.000,00",,"95.000,00","200.610,84","136.502,98"
142,2014,12500,390001,91003,Daños carreteras,"110.000,00",,"110.000,00","111.259,83","83.144,40"
143,2014,12500,393012,91003,Cursos y otros ingresos de P. Territorial e Interi,,"34.000,00","34.000,00","34.000,00","34.000,00"
144,2014,12500,394005,91003,OTROS INGRESOS,"15.700.000,00",,"15.700.000,00",,
145,2014,12500,395000,91003,Multas y sanciones de Presidencia y Justicia,,,,"4.430,00","1.530,00"
146,2014,12500,395001,91003,Multas y sanciones de Hacienda y Admón Pública,,,,"37.220,08","19.985,69"
147,2014,12500,395002,91003,"Multas y sanciones de Obras P., Urb., Viv. y Ttes.",,,,"4.824.944,41","2.937.471,99"
148,2014,12500,395003,91003,"Multas y sanciones de Agricultura, Ganad. y M.Amb.","280.000,00",,"280.000,00","1.292.510,91","626.287,96"
149,2014,12500,395004,91003,Multas y sanciones de Industria e Innovación,,,,"10.450,97","2.649,97"
150,2014,12500,395005,91003,"Multas y sanciones de Sanidad, B. Social y Familia",,,,"818.709,19","252.068,39"
151,2014,12500,395006,91003,"Multas y sanciones de Educación, Univ., Cult. y D.",,,,"5.000,00","5.000,00"
152,2014,12500,395007,91003,Multas y sanciones de Economía y Empleo,,,,"1.896.791,70","1.228.179,41"
153,2014,12500,395008,91003,Multas y sanciones Política Territorial e Interior,"10.000,00",,"10.000,00","17.084,38","16.411,24"
154,2014,12500,395099,91003,Otras multas y sanciones,"588.947,50",,"588.947,50",,
155,2014,12500,395100,91003,Multas y sanciones,"7.628.500,00",,"7.628.500,00",,
156,2014,12500,396001,91003,Ing.diversos.Rec eventuales.Hacienda y AP,,,,"7.206,75","7.206,75"
157,2014,12500,396002,91003,"Ing.diversos.Rec eventuales.OP,Urb,Viv y Transport",,,,"28.300,73","28.300,73"
158,2014,12500,396003,91003,"Ing.diversos.Rec eventuales.Agricultura,Gan y M Am","213.600,00",,"213.600,00","13.017,91","13.017,91"
159,2014,12500,396005,91003,"Ing.diversos.Rec eventuales.Sanidad, B Social y Fa",,,,"89.955,84","89.955,84"
160,2014,12500,396006,91003,"Ing.diversos.Rec eventuales.Educación,Univ,Cult,De",,,,"64.176,01","64.033,06"
161,2014,12500,396008,91003,Ing.diversos Rec eventuales P. Territorial e Inter,,,,"14.959,04","14.959,04"
162,2014,12500,396100,91003,Ingresos diversos. Recursos eventuales,"2.220.658,59",,"2.220.658,59","99.660,30","99.660,30"
163,2014,12500,398001,91003,Recargo de apremio,,,,"7.056,98","7.056,98"
164,2014,12500,398002,91003,Intereses de demora,,,,"91.209,41","70.828,46"
165,2014,12500,400012,91003,Fondo Suficiencia - Ejercicio 2008,,,,"-14.194.050,66","-14.194.050,66"
166,2014,12500,400022,91003,Fondo de Suficiencia - Ejercicio 2009,,,,"-31.748.645,19","-31.748.645,19"
167,2014,12500,400025,91003,Fondos Adicionales Finan Autonómica Ejercicio 2009,,,,"-1.048.373,07","-1.048.373,07"
168,2014,12500,400027,91003,Fondos de Convergencia Autonómica Ejercicio 2012,,,,"107.070.400,01","107.070.400,01"
169,2014,12500,400040,91003,Fondos de Cohesión Sanitaria - Ejercicio 2011,,,,"5.762,00","5.762,00"
170,2014,12500,400050,91003,Fondo Suficiencia Global,"216.800.000,00",,"216.800.000,00","262.029.910,00","262.029.910,00"
171,2014,12500,400051,91003,Fondo de Garantía Servicios Públicos Fundamentales,"56.200.000,00",,"56.200.000,00","56.191.026,25","56.191.026,25"
172,2014,12500,400152,91003,Fondo Cooperación Liquidación Ejercicio 2012,"125.500.000,00",,"125.500.000,00",,
173,2014,12500,400153,91003,Fondo Suficiencia Global Ejercicio 2012,,,,"-47.084.678,78","-47.084.678,78"
174,2014,12500,400154,91003,Fondo de Garantía Ejercicio 2012,,,,"-7.182.856,56","-7.182.856,56"
175,2014,12500,400400,91003,Anticipo de Tesorería (art.64 Ley 22/2009),,,,"0,00","0,00"
176,2014,12500,403000,34001,Ayudas complementarias a la Política Agraria Común,"700.000,00",,"700.000,00","226.758,00","226.758,00"
177,2014,12500,403004,91003,Estadística agraria,"52.016,70",,"52.016,70","66.658,39",
178,2014,12500,403099,12101,"Otras subvenciones de Agricultura, Gan. y M.A.","1.237.560,00",,"1.237.560,00",,
179,2014,12500,403099,34011,"Otras subvenciones de Agricultura, Gan. y M.A.","228.000,00",,"228.000,00","16.866,00","16.866,00"
180,2014,12500,404000,39005,Ayudas a jubilación y reestructuración de empresas,"64.710,00",,"64.710,00",,
181,2014,12500,404003,35005,Pensiones a ancianos y enfermos,"40.000,00",,"40.000,00","30.871,16","30.871,16"
182,2014,12500,404005,91003,Plan de desarrollo gitano,,,,"28.972,49","28.972,49"
183,2014,12500,404006,91003,Prestaciones básicas de Servicios Sociales,,,,"942.955,74","942.955,74"
184,2014,12500,404009,35014,Erradicación de la pobreza,,"720.748,83","720.748,83","720.748,83","720.748,83"
185,2014,12500,404020,91003,Plan Acción a favor de pers. situación dependencia,"50.000.000,00",,"50.000.000,00",,
186,2014,12500,404021,39054,Víctimas violencia de género,"100.000,00","22.690,21","122.690,21","181.479,26","181.479,26"
187,2014,12500,404021,39092,Víctimas violencia de género,"169.856,00","39.185,00","209.041,00","209.041,00","209.041,00"
188,2014,12500,405001,39015,Fomento de la donación y trasplante de órganos,"64.795,74",,"64.795,74","69.328,63","69.328,63"
189,2014,12500,405002,39017,Prevención del S.I.D.A.,"134.195,67",,"134.195,67",,
190,2014,12500,405003,39018,Actuaciones en drogodependencias,"562.853,30",,"562.853,30","466.877,42","466.877,42"
191,2014,12500,405004,39019,Prevención de enfermedades emergentes,"64.032,53",,"64.032,53","9.304,00","9.304,00"
192,2014,12500,405005,39016,Junta Arbitral de Consumo,"24.271,59",,"24.271,59",,
193,2014,12500,405007,39049,Form.Cont.Uso racional del medicamento para médic.,"615.135,24",,"615.135,24","722.660,51","722.660,51"
194,2014,12500,406099,39109,Otras subvenciones en materia de Justicia,,,,"38.940,87","38.940,87"
195,2014,12500,407003,39108,Funcionamiento de centros docentes,,,,"266.717,74",
196,2014,12500,407004,39064,Confederaciones de A.P.A.S. y colectivos,,,,"-4,31","-7.379,19"
197,2014,12500,407013,39025,"Plan rest,utiliz. Educat. pueblos abandon.:Bubal","24.780,00",,"24.780,00",,
198,2014,12500,407015,39119,Difusión Formación Profesional,,,,"571.032,29","571.032,29"
199,2014,12500,409009,39071,Otras subvenciones de Administraciones Públicas,,,,"760.194,90","219,45"
200,2014,12500,412001,55001,Escuelas Taller,,,,"-6.295,26","-6.295,26"
201,2014,12500,416009,39016,Otras subvenciones Instituto Nacional de Consumo,,,,"16.730,12","16.730,12"
202,2014,12500,419000,39042,Centro Superior Deportes: Fomento actividad depor.,,"53.000,00","53.000,00","93.769,00","53.000,00"
203,2014,12500,419007,39040,Instituto Nacional de Administración Pública INAP,,"1.045.640,00","1.045.640,00","1.045.640,00","1.045.640,00"
204,2014,12500,420000,91003,"Fondo programa de ""Ahorro e incapacidad temporal""","9.650.525,35",,"9.650.525,35","6.034.437,40","6.034.437,40"
205,2014,12500,420001,91003,Compens. asistencia sanitaria conting. prof.,"200.000,00",,"200.000,00",,
206,2014,12500,421001,35011,Plan Acción a favor de pers. situación dependencia,,,,"28.290.674,43","26.176.564,67"
207,2014,12500,460009,51010,Otras subvenciones de Diputaciones Provinciales,,"9.000,00","9.000,00","9.000,00","9.000,00"
208,2014,12500,460009,91003,Otras subvenciones de Diputaciones Provinciales,,,,"0,00","0,00"
209,2014,12500,492100,14101,Programa Operativo FEDER 2007-2013,"1.151.237,03",,"1.151.237,03",,
210,2014,12500,492100,14105,Programa Operativo FEDER 2007-2013,,"4.509,98","4.509,98","4.509,98",
211,2014,12500,493000,11101,Fondo Social Europeo- Objetivo 3,"561.710,79",,"561.710,79",,
212,2014,12500,493001,11099,Iniciativa Comunitaria EQUAL,,,,"21.094,80","21.094,80"
213,2014,12500,493100,11101,Fondo Social Europeo- Programa Operativo 2007-2013,"12.961.006,89",,"12.961.006,89",,
214,2014,12500,496000,12101,Agricultura -Política Agraria Común,"440.900.000,00",,"440.900.000,00","433.412.003,33","433.412.003,33"
215,2014,12500,496000,91003,Agricultura -Política Agraria Común,,,,"121.892,24","121.892,24"
216,2014,12500,496009,12101,Agricultura- Otras subvenciones corrientes,"110.000,00",,"110.000,00",,
217,2014,12500,497000,12102,Fondo Europeo Agrícola de Desarrollo Rural,"1.489.354,05",,"1.489.354,05","1.188.352,75","1.188.352,75"
218,2014,12500,499000,19001,Punto de Información Europea,"25.000,00",,"25.000,00","25.000,00","25.000,00"
219,2014,12500,499099,19004,Otras subvenciones del exterior,"402.050,00",,"402.050,00","960.000,00","960.000,00"
220,2014,12500,511003,91003,Intereses por prestamos BEI convenio 2013,,,,"723.043,08","723.043,08"
221,2014,12500,511004,91003,Intereses por prestamos BEI convenio 2014,,,,"0,00","0,00"
222,2014,12500,520000,91003,Intereses,"8.000.000,00",,"8.000.000,00","4.828.323,93","4.783.375,50"
223,2014,12500,520002,91003,Intereses vivienda,,,,"20.244,14","20.244,14"
224,2014,12500,520050,91003,De las Cortes de Aragón,"43.000,00",,"43.000,00","27.250,00","27.250,00"
225,2014,12500,521000,91003,Intereses de emisión de deuda,,,,"200.109,50","200.109,50"
226,2014,12500,540001,91003,Renta de Inmuebles,,,,"478.523,71","474.461,99"
227,2014,12500,540008,91003,Arrendamientos de locales,"1.300,00",,"1.300,00","8.621,70","7.843,94"
228,2014,12500,540009,91003,Alquileres de viviendas,"400.000,00",,"400.000,00","379.754,04","339.398,52"
229,2014,12500,550001,91003,Cánones de concesiones,"2.300.000,00",,"2.300.000,00","1.780.923,34","1.364.280,39"
230,2014,12500,551000,91003,Ingresos de productos,,,,"700,00","700,00"
231,2014,12500,552002,91003,De producción agraria,,,,"10.140,56","6.730,37"
232,2014,12500,552003,91003,De protección y gestión de los montes,"625.000,00",,"625.000,00","1.275.388,79","944.701,25"
233,2014,12500,552004,91003,De tecnología agraria,,,,"3.138,00","3.138,00"
234,2014,12500,552006,91003,Reservas nacionales caza,,,,"19.371,83","10.981,47"
235,2014,12500,552007,91003,10% Fondo mejoras forestales,,,,"25.636,31",
236,2014,12500,552008,91003,Permisos de caza en cotos sociales,,,,"7.463,00","6.678,00"
237,2014,12500,552009,91003,Otros aprovechamientos,"900.000,00",,"900.000,00","118.121,63","118.121,63"
238,2014,12500,553000,91003,Cánones de I.T.V. privadas,"4.622.925,00",,"4.622.925,00","4.910.977,80","2.793.138,75"
239,2014,12500,553003,91003,"De Educación, Universidad, Cultura y Deporte",,,,"5.946,93","5.946,93"
240,2014,12500,553009,91003,Otros cánones,"1.400.000,00",,"1.400.000,00","169.349,56","164.801,21"
241,2014,12500,559009,91003,Otros aprovechamientos,,,,"22.458,05","20.417,02"
242,2014,12500,590000,91003,Ingresos por viviendas de promoción pública,"1.300.000,00",,"1.300.000,00","1.678.477,53","1.553.384,20"
243,2014,12500,590009,91003,Otros ingresos patrimoniales,"7.331.445,13",,"7.331.445,13",,
244,2014,12500,600000,91003,Venta de terrenos,"800.000,00",,"800.000,00","6.170,57","6.170,57"
245,2014,12500,600001,91003,"De Economía, Hacienda y Empleo",,,,"10.000,00","10.000,00"
