_id,EJERCICIO,CENTRO GESTOR,DESCRIPCION CORTA,DESCRIPCION LARGA
31,2016,09010,Consejo Económico y Social de Aragón,Consejo Económico y Social de Aragón
32,2016,10,Presidencia,Presidencia
33,2016,1000,Ingresos de Presidencia,Ingresos de Presidencia
34,2016,10000,Ingresos de Presidencia,Ingresos de Presidencia
35,2016,1001,S.G.T. de Presidencia,S.G.T. de Presidencia
36,2016,10010,S.G.T. de Presidencia,S.G.T. de Presidencia
37,2016,1002,Dirección General de Servicios Jurídicos,Dirección General de Servicios Jurídicos
38,2016,10020,Dirección General de Servicios Jurídicos,Dirección General de Servicios Jurídicos
39,2016,1003,D.G. de Administración Local,D.G. de Administración Local
40,2016,10030,D.G. de Administración Local,D.G. de Administración Local
41,2016,1004,D.G. Rel. Institucionales y Desarrollo Estatutario,D.G. Rel. Institucionales y Desarrollo Estatutario
42,2016,10040,D.G. Rel. Institucionales y Desarrollo Estatutario,D.G. Rel. Institucionales y Desarrollo Estatutario
43,2016,1005,D.G. de Justicia e Interior,D.G. de Justicia e Interior
44,2016,10050,D.G. de Justicia e Interior,D.G. de Justicia e Interior
45,2016,1006,Delegación Territorial de Huesca,Delegación Territorial de Huesca
46,2016,10060,Delegación Territorial de Huesca,Delegación Territorial de Huesca
47,2016,1007,Delegación Territorial de Teruel,Delegación Territorial de Teruel
48,2016,10070,Delegación Territorial de Teruel,Delegación Territorial de Teruel
49,2016,11,Ciudadanía y Derechos Sociales,Ciudadanía y Derechos Sociales
50,2016,1100,Ingresos Ciudadanía y Derechos Sociales,Ingresos Ciudadanía y Derechos Sociales
51,2016,11000,Ingresos Ciudadanía y Derechos Sociales,Ingresos Ciudadanía y Derechos Sociales
52,2016,1101,S.G.T. de Ciudadanía y Derechos Sociales,S.G.T. de Ciudadanía y Derechos Sociales
53,2016,11010,S.G.T. de Ciudadanía y Derechos Sociales,S.G.T. de Ciudadanía y Derechos Sociales
54,2016,1102,"D.G. Part.Ciudadana, Transparencia, Coop. y Ac.Ext","D.G. Part.Ciudadana, Transparencia, Coop. y Ac.Ext"
55,2016,11020,"D.G. Part.Ciudadana, Transparencia, Coop. y Ac.Ext","D.G. Part.Ciudadana, Transparencia, Coop. y Ac.Ext"
56,2016,1103,D.G. de Protección de Consumidores y Usuarios,D.G. de Protección de Consumidores y Usuarios
57,2016,11030,D.G. de Protección de Consumidores y Usuarios,D.G. de Protección de Consumidores y Usuarios
58,2016,1104,D.G. de Igualdad y Familias,D.G. de Igualdad y Familias
59,2016,11040,D.G. de Igualdad y Familias,D.G. de Igualdad y Familias
60,2016,1105,No operativo,No operativo
61,2016,11050,No operativo,No operativo
62,2016,1106,No operativo,No operativo
63,2016,11060,No operativo,No operativo
64,2016,1107,No operativo,No operativo
65,2016,11070,No operativo,No operativo
66,2016,1111,No operativo,No operativo
67,2016,11110,No operativo,No operativo
68,2016,12,Hacienda y Administración Pública,Hacienda y Administración Pública
69,2016,1200,Ingresos de Hacienda y Adm. Pública,Ingresos de Hacienda y Adm. Pública
70,2016,12000,Ingresos de Hacienda y Adm. Pública,Ingresos de Hacienda y Adm. Pública
71,2016,1201,S.G.T. de Hacienda y Administ. Pública,S.G.T. de Hacienda y Administ. Pública
72,2016,12010,S.G.T. de Hacienda y Administ. Pública,S.G.T. de Hacienda y Administ. Pública
73,2016,1202,"D.G. Presupuestos,Financiación,Tesorería","D.G. Presupuestos,Financiación,Tesorería"
74,2016,12020,"DG Presupuestos,Financiación y Tesorería","DG Presupuestos,Financiación y Tesorería"
75,2016,1203,"D.G. Contratación, Patrimonio y Organiz.","D.G. Contratación, Patrimonio y Organiz."
76,2016,12030,"D.G. Contratación, Patrimonio y Organiz.","D.G. Contratación, Patrimonio y Organiz."
77,2016,1204,Intervención General,Intervención General
78,2016,12040,Intervención General,Intervención General
79,2016,1205,Dirección General de Tributos,Dirección General de Tributos
80,2016,12050,Dirección General de Tributos,Dirección General de Tributos
81,2016,1206,D.G. Función Pública y Calidad de Serv.,D.G. Función Pública y Calidad de Serv.
82,2016,12060,D.G. Función Pública y Calidad de Serv.,D.G. Función Pública y Calidad de Serv.
83,2016,1207,No operativo,No operativo
84,2016,12070,No operativo,No operativo
85,2016,1208,No operativo,No operativo
86,2016,12080,No operativo,No operativo
87,2016,1250,Ingresos de Secciones Presupuestarias,Ingresos de Secciones Presupuestarias
88,2016,12500,Ingresos de Secciones Presupuestarias,Ingresos de Secciones Presupuestarias
89,2016,1251,Ingresos Servicio Provincial de Zaragoza,Ingresos Servicio Provincial de Zaragoza
90,2016,12510,Ingresos Servicio Provincial de Zaragoza,Ingresos Servicio Provincial de Zaragoza
91,2016,1252,Ingresos Servicio Provincial de Huesca,Ingresos Servicio Provincial de Huesca
92,2016,12520,Ingresos Servicio Provincial de Huesca,Ingresos Servicio Provincial de Huesca
93,2016,1253,Ingresos Servicio Provincial de Teruel,Ingresos Servicio Provincial de Teruel
94,2016,12530,Ingresos Servicio Provincial de Teruel,Ingresos Servicio Provincial de Teruel
95,2016,13,"Vertebración del Territorio, Movilidad y Vivienda","Vertebración del Territorio, Movilidad y Vivienda"
96,2016,1300,"Ingresos Vertebración Territorio, Movilidad y Viv.","Ingresos Vertebración Territorio, Movilidad y Viv."
97,2016,13000,"Ingresos Vertebración Territorio, Movilidad y Viv.","Ingresos Vertebración Territorio, Movilidad y Viv."
98,2016,1301,"S.G.T. Vertebración Territorio, Movilidad y Viv.","S.G.T. Vertebración Territorio, Movilidad y Viv."
99,2016,13010,"S.G.T. Vertebración Territorio, Movilidad y Viv.","S.G.T. Vertebración Territorio, Movilidad y Viv."
100,2016,1302,D.G. de Ordenación del Territorio,D.G. de Ordenación del Territorio
101,2016,13020,D.G. de Ordenación del Territorio,D.G. de Ordenación del Territorio
102,2016,1303,D.G. de Urbanismo,D.G. de Urbanismo
103,2016,13030,D.G. de Urbanismo,D.G. de Urbanismo
104,2016,1304,D.G. de Movilidad e Infraestructuras,D.G. de Movilidad e Infraestructuras
105,2016,13040,D.G. de Movilidad e Infraestructuras,D.G. de Movilidad e Infraestructuras
106,2016,1305,D.G. de Vivienda y Rehabilitación,D.G. de Vivienda y Rehabilitación
107,2016,13050,D.G. de Vivienda y Rehabilitación,D.G. de Vivienda y Rehabilitación
108,2016,1306,D.G. de Turismo,D.G. de Turismo
109,2016,13060,D.G. de Turismo,D.G. de Turismo
110,2016,14,Desarrollo Rural y Sostenibilidad,Desarrollo Rural y Sostenibilidad
111,2016,1400,Ingresos Desarrollo Rural y Sostenibilidad,Ingresos Desarrollo Rural y Sostenibilidad
112,2016,14000,Ingresos Desarrollo Rural y Sostenibilidad,Ingresos Desarrollo Rural y Sostenibilidad
113,2016,1401,S.G.T. de Desarrollo Rural y Sostenibilidad,S.G.T. de ADesarrollo Rural y Sostenibilidad
114,2016,14010,S.G.T. de Desarrollo Rural y Sostenibilidad,S.G.T. de Desarrollo Rural y Sostenibilidad
115,2016,14011,DRyS-Sevicio Provincial de Huesca,DRyS-Sevicio Provincial de Huesca
116,2016,14012,DRyS-Sevicio Provincial de Teruel,DRyS-Sevicio Provincial de Teruel
117,2016,14013,DRyS-Sevicio Provincial de Zaragoza,DRyS-Sevicio Provincial de Zaragoza
118,2016,1402,Dirección General de Producción Agraria,Dirección General de Producción Agraria
119,2016,14020,Dirección General de Producción Agraria,Dirección General de Producción Agraria
120,2016,1403,D.G. de Alimentac. y Fto Agroalimentario,D.G. de Alimentac. y Fto Agroalimentario
121,2016,14030,D.G. de Alimentac. y Fto Agroalimentario,D.G. de Alimentac. y Fto Agroalimentario
122,2016,1404,D.G. de Sostenibilidad,D.G. de Sostenibilidad
123,2016,14040,D.G. de Sostenibilidad,D.G. de Sostenibilidad
124,2016,1405,Dirección General de Desarrollo Rural,Dirección General de Desarrollo Rural
125,2016,14050,Dirección General de Desarrollo Rural,Dirección General de Desarrollo Rural
126,2016,1406,D.G. de Gestión Forestal,D.G. de Gestión Forestal
127,2016,14060,D.G. de Gestión Forestal,D.G. de Gestión Forestal
128,2016,1407,No operativo,No operativo
129,2016,14070,No operativo,No operativo
130,2016,15,"Economía, Industria y Empleo","Economía, Industria y Empleo"
131,2016,1500,"Ingresos de Economía, Industria y Empleo","Ingresos de Economía, Industria y Empleo"
132,2016,15000,"Ingresos de Economía, Industria y Empleo","Ingresos de Economía, Industria y Empleo"
133,2016,1501,"S.G.T. de Economía, Industria y Empleo","S.G.T. de Economía, Industria y Empleo"
134,2016,15010,"S.G.T. de Economía, Industria y Empleo","S.G.T. de Economía, Industria y Empleo"
135,2016,1502,D.G. de Economía,D.G. de Economía
136,2016,15020,D.G. de Economía,D.G. de Economía
137,2016,1503,D.G. de Trabajo,D.G. de Trabajo
138,2016,15030,D.G. de Trabajo,D.G. de Trabajo
139,2016,1504,"D.G. de Industria, PYMES, Comercio y Artesanía","D.G. de Industria, PYMES, Comercio y Artesanía"
140,2016,15040,"D.G. de Industria, PYMES, Comercio y Artesanía","D.G. de Industria, PYMES, Comercio y Artesanía"
141,2016,1505,D.G. de Energía y Minas,D.G. de Energía y Minas
142,2016,15050,D.G. de Energía y Minas,D.G. de Energía y Minas
143,2016,1506,No operativa,No operativa
144,2016,15060,No operativa,No operativa
145,2016,1507,No operativa,No operativa
146,2016,15070,No operativa,No operativa
147,2016,16,Sanidad,Sanidad
148,2016,1600,Ingresos Sanidad,Ingresos Sanidad
149,2016,16000,Ingresos Sanidad,Ingresos Sanidad
150,2016,1601,S.G.T. de Sanidad,S.G.T. de Sanidad
151,2016,16010,S.G.T. de Sanidad,S.G.T. de Sanidad
152,2016,1602,D.G. de Asistencia Sanitaria,D.G. de Asistencia Sanitaria
153,2016,16020,D.G. de Asistencia Sanitaria,D.G. de Asistencia Sanitaria
154,2016,1603,D.G. de Derechos y Garantías de los Usuarios,D.G. de Derechos y Garantías de los Usuarios
155,2016,16030,D.G. de Derechos y Garantías de los Usuarios,D.G. de Derechos y Garantías de los Usuarios
156,2016,1604,D.G. de Salud Pública,D.G. de Salud Pública
157,2016,16040,D.G. de Salud Pública,D.G. de Salud Pública
158,2016,1605,No operativa,No operativa
159,2016,16050,No operativa,No operativa
160,2016,1606,No operativa,No operativa
161,2016,16060,No operativa,No operativa
162,2016,1607,No operativa,No operativa
163,2016,16070,No operativa,No operativa
164,2016,16220,Sanidad-Sevicio Provincial de Huesca,Sanidad-Sevicio Provincial de Huesca
165,2016,16440,Sanidad-Sevicio Provincial de Teruel,Sanidad-Sevicio Provincial de Teruel
166,2016,16500,Sanidad-Sevicio Provincial de Zaragoza,Sanidad-Sevicio Provincial de Zaragoza
167,2016,17,"Innovación, Investigación y Universidad","Innovación, Investigación y Universidad"
168,2016,1700,"Ingresos de Innovación, Investigación y Universida","Ingresos de Innovación, Investigación y Universida"
169,2016,17000,"Ingresos de Innovación, Investigación y Universida","Ingresos de Innovación, Investigación y Universida"
170,2016,1701,"SGT de Innovación, Investigación y Universidad","SGT de Innovación, Investigación y Universidad"
171,2016,17010,"SGT de Innovación, Investigación y Universidad","SGT de Innovación, Investigación y Universidad"
172,2016,1702,D.G. de Universidades,D.G. de Universidades
173,2016,17020,D.G. de Universidades,D.G. de Universidades
174,2016,1703,D.G. Investigación e Innovación,D.G. de Investigación e Innovación
175,2016,17030,D.G. Investigación e Innovación,D.G. de Investigación e Innovación
176,2016,1704,D.G. de Admón Electrónica y Sdad de la Información,D.G. de Admón Electrónica y Sdad de la Información
177,2016,17040,D.G. de Admón Electrónica y Sdad de la Información,D.G. de Admón Electrónica y Sdad de la Información
178,2016,1705,No operativa,No operativa
179,2016,17050,No operativa,No operativa
180,2016,1706,No operativa,No operativa
181,2016,17060,No operativa,No operativa
182,2016,18,"Educación, Cultura y Deporte","Educación, Cultura y Deporte"
183,2016,1800,"Ingresos Educación, Cultura y Deporte","Ingresos Educación, Cultura y Deporte"
184,2016,18000,"Ingresos Educación, Cultura y Deporte","Ingresos Educación, Cultura y Deporte"
185,2016,1801,"S.G.T. de Educación, Cultura y Deporte","S.G.T. de Educación, Cultura y Deporte"
186,2016,18010,"S.G.T. de Educación, Cultura y Deporte","S.G.T. de Educación, Cultura y Deporte"
187,2016,1802,D.G. de Política Lingüística,D.G. de Política Lingüística
188,2016,18020,D.G de Política Lingüística,D.G. de Política Lingüística
189,2016,1803,D.G. de Planificación y Formación Profesional,D.G. de Planificación y Formación Profesional
190,2016,18030,D.G. de Planificación y Formación Profesional,D.G. de Planificación y Formación Profesional
191,2016,1804,D.G. de Personal y Formación del Profesorado,D.G. de Personal y Formación del Profesorado
192,2016,18040,D.G. de Personal y Formación del Profesorado,D.G. de Personal y Formación del Profesorado
193,2016,1805,"D.G. de Innovación, Equidad y Participación","D.G. de Innovación, Equidad y Participación"
194,2016,18050,"D.G. de Innovación, Equidad y Participación","D.G. de Innovación, Equidad y Participación"
195,2016,1806,D.G. de Cultura y Patrimonio,Dirección General de Cultura
196,2016,18060,D.G. de Cultura y Patrimonio,Dirección General de Cultura
197,2016,1807,D.G. de Deporte,Dirección General de Patrimonio Cultural
198,2016,18070,D.G. de Deporte,Dirección General de Patrimonio Cultural
199,2016,1808,No operativa,Dirección General de Deporte
200,2016,18080,No operativa,Dirección General de Deporte
201,2016,19,No operativa,No operativa
202,2016,1900,No operativa,No operativa
203,2016,19000,No operativa,No operativa
204,2016,1901,No operativa,No operativa
205,2016,19010,No operativa,No operativa
206,2016,1902,No operativa,No operativa
207,2016,19020,No operativa,No operativa
208,2016,1903,No operativa,No operativa
209,2016,19030,No operativa,No operativa
210,2016,1904,No operativa,No operativa
211,2016,19040,No operativa,No operativa
212,2016,20,No operativa,No operativa
213,2016,2000,No operativa,No operativa
214,2016,20000,No operativa,No operativa
215,2016,2001,No operativa,No operativa
216,2016,20010,No operativa,No operativa
217,2016,20011,No operativa,No operativa
218,2016,20012,No operativa,No operativa
219,2016,2002,No operativa,No operativa
220,2016,20020,No operativa,No operativa
221,2016,2003,No operativa,No operativa
222,2016,20030,No operativa,No operativa
223,2016,2004,No operativa,No operativa
224,2016,20040,No operativa,No operativa
225,2016,2010,No operativa,No operativa
226,2016,20100,No operativa,No operativa
227,2016,2012,No operativa,No operativa
228,2016,20120,No operativa,No operativa
229,2016,26,A las Administraciones Comarcales,A las Administraciones Comarcales
230,2016,2600,"Ingresos de ""A las Adm. Comarcales""","Ingresos de ""A las Adm. Comarcales"""
231,2016,26000,"Ingresos de ""A las Adm. Comarcales""","Ingresos de ""A las Adm. Comarcales"""
232,2016,2601,Comarca de la Jacetania,Comarca de la Jacetania
233,2016,26010,Comarca de la Jacetania,Comarca de la Jacetania
234,2016,2602,Comarca del Alto Gállego,Comarca del Alto Gállego
235,2016,26020,Comarca del Alto Gállego,Comarca del Alto Gállego
236,2016,2603,Comarca de Sobrarbe,Comarca de Sobrarbe
237,2016,26030,Comarca de Sobrarbe,Comarca de Sobrarbe
238,2016,2604,Comarca de la Ribagorza,Comarca de la Ribagorza
239,2016,26040,Comarca de la Ribagorza,Comarca de la Ribagorza
240,2016,2605,Comarca de Cinco Villas,Comarca de Cinco Villas
241,2016,26050,Comarca de Cinco Villas,Comarca de Cinco Villas
242,2016,2606,Comarca Hoya de Huesca/ Plana de Uesca,Comarca Hoya de Huesca/ Plana de Uesca
243,2016,26060,Comarca Hoya de Huesca/ Plana de Uesca,Comarca Hoya de Huesca/ Plana de Uesca
244,2016,2607,Comarca de Somontano de Barbastro,Comarca de Somontano de Barbastro
245,2016,26070,Comarca de Somontano de Barbastro,Comarca de Somontano de Barbastro
246,2016,2608,Comarca de Cinca Medio,Comarca de Cinca Medio
247,2016,26080,Comarca de Cinca Medio,Comarca de Cinca Medio
248,2016,2609,Comarca de la Litera/ La Llitera,Comarca de la Litera/ La Llitera
249,2016,26090,Comarca de la Litera/ La Llitera,Comarca de la Litera/ La Llitera
250,2016,2610,Comarca de los Monegros,Comarca de los Monegros
251,2016,26100,Comarca de los Monegros,Comarca de los Monegros
252,2016,2611,Comarca del Bajo Cinca/ Baix Cinca,Comarca del Bajo Cinca/ Baix Cinca
253,2016,26110,Comarca del Bajo Cinca/ Baix Cinca,Comarca del Bajo Cinca/ Baix Cinca
254,2016,2612,Comarca de Tarazona y el Moncayo,Comarca de Tarazona y el Moncayo
255,2016,26120,Comarca de Tarazona y el Moncayo,Comarca de Tarazona y el Moncayo
256,2016,2613,Comarca de Campo de Borja,Comarca de Campo de Borja
257,2016,26130,Comarca de Campo de Borja,Comarca de Campo de Borja
258,2016,2614,Comarca del Aranda,Comarca del Aranda
259,2016,26140,Comarca del Aranda,Comarca del Aranda
260,2016,2615,Comarca de la Ribera Alta del Ebro,Comarca de la Ribera Alta del Ebro
261,2016,26150,Comarca de la Ribera Alta del Ebro,Comarca de la Ribera Alta del Ebro
262,2016,2616,Comarca de Valdejalón,Comarca de Valdejalón
263,2016,26160,Comarca de Valdejalón,Comarca de Valdejalón
264,2016,2617,Delimitación Comarcal de Zaragoza,Delimitación Comarcal de Zaragoza
265,2016,26170,Delimitación Comarcal de Zaragoza,Delimitación Comarcal de Zaragoza
266,2016,2618,Comarca de la Ribera Baja del Ebro,Comarca de la Ribera Baja del Ebro
267,2016,26180,Comarca de la Ribera Baja del Ebro,Comarca de la Ribera Baja del Ebro
268,2016,2619,Comarca Bajo Aragón-Caspe,Comarca Bajo Aragón-Caspe
269,2016,26190,Comarca Bajo Aragón-Caspe,Comarca Bajo Aragón-Caspe
270,2016,2620,Comarca de la Comunidad de Calatayud,Comarca de la Comunidad de Calatayud
271,2016,26200,Comarca de la Comunidad de Calatayud,Comarca de la Comunidad de Calatayud
272,2016,2621,Comarca de Campo de Cariñena,Comarca de Campo de Cariñena
273,2016,26210,Comarca de Campo de Cariñena,Comarca de Campo de Cariñena
274,2016,2622,Comarca de Campo de Belchite,Comarca de Campo de Belchite
275,2016,26220,Comarca de Campo de Belchite,Comarca de Campo de Belchite
276,2016,2623,Comarca del Bajo Martín,Comarca del Bajo Martín
277,2016,26230,Comarca del Bajo Martín,Comarca del Bajo Martín
278,2016,2624,Comarca de Campo de Daroca,Comarca de Campo de Daroca
279,2016,26240,Comarca de Campo de Daroca,Comarca de Campo de Daroca
280,2016,2625,Comarca del Jiloca,Comarca del Jiloca
281,2016,26250,Comarca del Jiloca,Comarca del Jiloca
282,2016,2626,Comarca de Cuencas Mineras,Comarca de Cuencas Mineras
283,2016,26260,Comarca de Cuencas Mineras,Comarca de Cuencas Mineras
284,2016,2627,Comarca de Andorra- Sierra de Arcos,Comarca de Andorra- Sierra de Arcos
285,2016,26270,Comarca de Andorra- Sierra de Arcos,Comarca de Andorra- Sierra de Arcos
286,2016,2628,Comarca del Bajo Aragón,Comarca del Bajo Aragón
287,2016,26280,Comarca del Bajo Aragón,Comarca del Bajo Aragón
288,2016,2629,Comarca de la Comunidad de Teruel,Comarca de la Comunidad de Teruel
289,2016,26290,Comarca de la Comunidad de Teruel,Comarca de la Comunidad de Teruel
290,2016,2630,Comarca de Maestrazgo,Comarca de Maestrazgo
291,2016,26300,Comarca de Maestrazgo,Comarca de Maestrazgo
292,2016,2631,Comarca de la Sierra de Albarracín,Comarca de la Sierra de Albarracín
293,2016,26310,Comarca de la Sierra de Albarracín,Comarca de la Sierra de Albarracín
294,2016,2632,Comarca de Gúdar- Javalambre,Comarca de Gúdar- Javalambre
295,2016,26320,Comarca de Gúdar- Javalambre,Comarca de Gúdar- Javalambre
296,2016,2633,Comarca del Matarraña/ Matarranya,Comarca del Matarraña/ Matarranya
297,2016,26330,Comarca del Matarraña/ Matarranya,Comarca del Matarraña/ Matarranya
298,2016,2634,Servicios Administraciones Comarcales,Servicios Administraciones Comarcales
299,2016,26340,Servicios Administraciones Comarcales,Servicios Administraciones Comarcales
300,2016,30,Diversos Departamentos,Diversos Departamentos
301,2016,3000,"Ingresos de ""Diversos Departamentos""","Ingresos de ""Diversos Departamentos"""
302,2016,30000,"Ingresos de ""Diversos Departamentos""","Ingresos de ""Diversos Departamentos"""
303,2016,3001,Fondo Contingencia Ejecución Presupuest.,Fondo Contingencia Ejecución Presupuest.
304,2016,30010,Fondo Contingencia Ejecución Presupuest.,Fondo Contingencia Ejecución Presupuest.
305,2016,3002,Fondo de Gastos de Personal,Fondo de Gastos de Personal
306,2016,30020,Fondo de Gastos de Personal,Fondo de Gastos de Personal
307,2016,3003,Deuda Pública,Deuda Pública
308,2016,30030,Deuda Pública,Deuda Pública
309,2016,3004,Empresas Públicas y participadas,Empresas Públicas y participadas
310,2016,30040,Empresas Públicas y participadas,Empresas Públicas y participadas
311,2016,3005,No operativa,No operativa
312,2016,30050,Gastos Diversos,Gastos Diversos
313,2016,3006,Fondo Inclusión Social y Ay. Familiar Ur,Fondo Inclusión Social y Ay. Familiar Ur
314,2016,30060,Fondo Inclusión Social y Ay. Familiar Ur,Fondo Inclusión Social y Ay. Familiar Ur
315,2016,3008,No operativa,No operativa
316,2016,30080,No operativa,No operativa
317,2016,3011,No operativa,No operativa
318,2016,30110,No operativa,No operativa
319,2016,3013,No operativa,No operativa
320,2016,30130,No operativa,No operativa
321,2016,51,Instituto Aragonés de Empleo,Instituto Aragonés de Empleo
322,2016,5100,Ingresos del Inst. Aragonés de Empleo,Ingresos del Inst. Aragonés de Empleo
323,2016,51000,Ingresos del Inst. Aragonés de Empleo,Ingresos del Inst. Aragonés de Empleo
324,2016,5101,Instituto Aragonés de Empleo,Instituto Aragonés de Empleo
325,2016,51010,Instituto Aragonés de Empleo,Instituto Aragonés de Empleo
326,2016,51011,INAEM - Servicio Provincial de Huesca,INAEM - Servicio Provincial de Huesca
327,2016,51012,INAEM - Servicio Provincial de Teruel,INAEM - Servicio Provincial de Teruel
328,2016,51013,INAEM - Servicio Provincial de Zaragoza,INAEM - Servicio Provincial de Zaragoza
329,2016,51014,INAEM - Servicio de Formación,INAEM - Servicio de Formación
330,2016,51015,INAEM - Servicio de Intermediación,INAEM - Servicio de Intermediación
331,2016,51016,INAEM - Servicio de Promoción de Empleo,INAEM - Servicio de Promoción de Empleo
332,2016,52,Servicio Aragonés de Salud,Servicio Aragonés de Salud
333,2016,5200,Ingresos del Servicio Aragonés de Salud,Ingresos del Servicio Aragonés de Salud
334,2016,52000,Ingresos del Servicio Aragonés de Salud,Ingresos del Servicio Aragonés de Salud
335,2016,5201,Servicio Aragonés de Salud,Servicio Aragonés de Salud
336,2016,52010,Servicio Aragonés de Salud,Servicio Aragonés de Salud
337,2016,5205,Ctro. Gestión Integrada Proyectos Corp.,Ctro. Gestión Integrada Proyectos Corp.
338,2016,52050,Ctro. Gestión Integrada Proyectos Corp.,Ctro. Gestión Integrada Proyectos Corp.
339,2016,5206,Gerencia 061 Aragon,Gerencia 061 Aragon
340,2016,52061,Gerencia 061 Aragon,Gerencia 061 Aragon
341,2016,5209,Liquidación CASAR,
342,2016,52090,Liquidación CASAR,Liquidación CASAR
343,2016,52AL,Gerencia Sector Alcañiz,Gerencia Sector Alcañiz
344,2016,52AL1,Gerencia Sector Alcañiz,Gerencia Sector Alcañiz
345,2016,52AL2,Hospital de  Alcañiz,Hospital de  Alcañiz
346,2016,52AL3,Atención Primaria Sector Alcañiz,Atención Primaria Sector Alcañiz
347,2016,52BA,Gerencia Sector Barbastro,Gerencia Sector Barbastro
348,2016,52BA1,Gerencia Sector Barbastro,Gerencia Sector Barbastro
349,2016,52BA2,Hospital Barbastro,Hospital Barbastro
350,2016,52BA3,Centro Sociosanitario de Fraga,Centro Sociosanitario de Fraga
351,2016,52BA4,Atención Primaria Sector Barbastro,Atención Primaria Sector Barbastro
352,2016,52CA,Gerencia Sector Calatayud,Gerencia Sector Calatayud
353,2016,52CA1,Gerencia Sector Calatayud,Gerencia Sector Calatayud
354,2016,52CA2,Hospital Ernest Lluch Martin,Hospital Ernest Lluch Martin
355,2016,52CA3,Atención Primaria Sector Calatayud,Atención Primaria Sector Calatayud
356,2016,52HU,Gerencia Sector Huesca,Gerencia Sector Huesca
357,2016,52HU1,Gerencia Sector Huesca,Gerencia Sector Huesca
358,2016,52HU2,Hospital San Jorge de Huesca,Hospital San Jorge de Huesca
359,2016,52HU3,Hospital Sagrado Corazón de Jesús,Hospital Sagrado Corazón de Jesús
360,2016,52HU4,C.R.P. Santo Cristo de los Milagros,C.R.P. Santo Cristo de los Milagros
361,2016,52HU5,Atención Primaria Sector Huesca,Atención Primaria Sector Huesca
362,2016,52TE,Gerencia Sector Teruel,Gerencia Sector Teruel
363,2016,52TE1,Gerencia Sector Teruel,Gerencia Sector Teruel
364,2016,52TE2,Hospital Obispo Polanco Teruel,Hospital Obispo Polanco Teruel
365,2016,52TE3,Hospital San José,Hospital San José
366,2016,52TE4,C.R.P. San Juan de Dios,C.R.P. San Juan de Dios
367,2016,52TE5,Atención Primaria Sector Teruel,Atención Primaria Sector Teruel
368,2016,52Z1,Gerencia Sector Zaragoza I,Gerencia Sector Zaragoza I
369,2016,52Z11,Gerencia Sector Zaragoza I,Gerencia Sector Zaragoza I
370,2016,52Z12,Hospital Royo Villanova,Hospital Royo Villanova
371,2016,52Z13,Hospital Nuestra Señora de Gracia,Hospital Nuestra Señora de Gracia
