_id,EJERCICIO,CENTRO GESTOR,DESCRIPCION CORTA,DESCRIPCION LARGA
33,2019,900,Ingresos Consejo Ec. y Social de Aragón,Ingresos Consejo Ec. y Social de Aragón
34,2019,9000,Ingresos Consejo Ec. y Social de Aragón,Ingresos Consejo Ec. y Social de Aragón
35,2019,901,Consejo Económico y Social de Aragón,Consejo Económico y Social de Aragón
36,2019,9010,Consejo Económico y Social de Aragón,Consejo Económico y Social de Aragón
37,2019,10,Presidencia,Presidencia
38,2019,1000,Ingresos de Presidencia,Ingresos de Presidencia
39,2019,10000,Ingresos de Presidencia,Ingresos de Presidencia
40,2019,1001,S.G.T. de Presidencia,S.G.T. de Presidencia
41,2019,10010,S.G.T. de Presidencia,S.G.T. de Presidencia
42,2019,1002,Dirección General de Servicios Jurídicos,Dirección General de Servicios Jurídicos
43,2019,10020,Dirección General de Servicios Jurídicos,Dirección General de Servicios Jurídicos
44,2019,1003,D.G. de Administración Local,D.G. de Administración Local
45,2019,10030,D.G. de Administración Local,D.G. de Administración Local
46,2019,1004,D.G. Rel. Institucionales y Desarrollo Estatutario,D.G. Rel. Institucionales y Desarrollo Estatutario
47,2019,10040,D.G. Rel. Institucionales y Desarrollo Estatutario,D.G. Rel. Institucionales y Desarrollo Estatutario
48,2019,1005,D.G. de Justicia e Interior,D.G. de Justicia e Interior
49,2019,10050,D.G. de Justicia e Interior,D.G. de Justicia e Interior
50,2019,1006,Delegación Territorial de Huesca,Delegación Territorial de Huesca
51,2019,10060,Delegación Territorial de Huesca,Delegación Territorial de Huesca
52,2019,1007,Delegación Territorial de Teruel,Delegación Territorial de Teruel
53,2019,10070,Delegación Territorial de Teruel,Delegación Territorial de Teruel
54,2019,1008,Dirección General de Interior y Protección Civil,Dirección General de Interior y Protección Civil
55,2019,10080,Dirección General de Interior y Protección Civil,Dirección General de Interior y Protección Civil
56,2019,11,Ciudadanía y Derechos Sociales,Ciudadanía y Derechos Sociales
57,2019,1100,Ingresos Ciudadanía y Derechos Sociales,Ingresos Ciudadanía y Derechos Sociales
58,2019,11000,Ingresos Ciudadanía y Derechos Sociales,Ingresos Ciudadanía y Derechos Sociales
59,2019,1101,S.G.T. de Ciudadanía y Derechos Sociales,S.G.T. de Ciudadanía y Derechos Sociales
60,2019,11010,S.G.T. de Ciudadanía y Derechos Sociales,S.G.T. de Ciudadanía y Derechos Sociales
61,2019,1102,"D.G. Part.Ciudadana, Transparencia, Coop. y Volunt","D.G. Part.Ciudadana, Transparencia, Coop. y Volunt"
62,2019,11020,"D.G. Part.Ciudadana, Transparencia, Coop. y Volunt","D.G. Part.Ciudadana, Transparencia, Coop. y Volunt"
63,2019,1103,D.G. de Protección de Consumidores y Usuarios,D.G. de Protección de Consumidores y Usuarios
64,2019,11030,D.G. de Protección de Consumidores y Usuarios,D.G. de Protección de Consumidores y Usuarios
65,2019,1104,D.G. de Igualdad y Familias,D.G. de Igualdad y Familias
66,2019,11040,D.G. de Igualdad y Familias,D.G. de Igualdad y Familias
67,2019,1105,No operativo,No operativo
68,2019,11050,No operativo,No operativo
69,2019,1106,No operativo,No operativo
70,2019,11060,No operativo,No operativo
71,2019,1107,No operativo,No operativo
72,2019,11070,No operativo,No operativo
73,2019,1111,No operativo,No operativo
74,2019,11110,No operativo,No operativo
75,2019,12,Hacienda y Administración Pública,Hacienda y Administración Pública
76,2019,1200,Ingresos de Hacienda y Adm. Pública,Ingresos de Hacienda y Adm. Pública
77,2019,12000,Ingresos de Hacienda y Adm. Pública,Ingresos de Hacienda y Adm. Pública
78,2019,1201,S.G.T. de Hacienda y Administ. Pública,S.G.T. de Hacienda y Administ. Pública
79,2019,12010,S.G.T. de Hacienda y Administ. Pública,S.G.T. de Hacienda y Administ. Pública
80,2019,1202,"D.G. Presupuestos,Financiación,Tesorería","D.G. Presupuestos,Financiación,Tesorería"
81,2019,12020,"DG Presupuestos,Financiación y Tesorería","DG Presupuestos,Financiación y Tesorería"
82,2019,1203,"D.G. Contratación, Patrimonio y Organiz.","D.G. Contratación, Patrimonio y Organiz."
83,2019,12030,"D.G. Contratación, Patrimonio y Organiz.","D.G. Contratación, Patrimonio y Organiz."
84,2019,1204,Intervención General,Intervención General
85,2019,12040,Intervención General,Intervención General
86,2019,1205,Dirección General de Tributos,Dirección General de Tributos
87,2019,12050,Dirección General de Tributos,Dirección General de Tributos
88,2019,1206,D.G. Función Pública y Calidad de Serv.,D.G. Función Pública y Calidad de Serv.
89,2019,12060,D.G. Función Pública y Calidad de Serv.,D.G. Función Pública y Calidad de Serv.
90,2019,1207,No operativo,No operativo
91,2019,12070,No operativo,No operativo
92,2019,1208,No operativo,No operativo
93,2019,12080,No operativo,No operativo
94,2019,1250,Ingresos de Secciones Presupuestarias,Ingresos de Secciones Presupuestarias
95,2019,12500,Ingresos de Secciones Presupuestarias,Ingresos de Secciones Presupuestarias
96,2019,1251,Ingresos Servicio Provincial de Zaragoza,Ingresos Servicio Provincial de Zaragoza
97,2019,12510,Ingresos Servicio Provincial de Zaragoza,Ingresos Servicio Provincial de Zaragoza
98,2019,1252,Ingresos Servicio Provincial de Huesca,Ingresos Servicio Provincial de Huesca
99,2019,12520,Ingresos Servicio Provincial de Huesca,Ingresos Servicio Provincial de Huesca
100,2019,1253,Ingresos Servicio Provincial de Teruel,Ingresos Servicio Provincial de Teruel
101,2019,12530,Ingresos Servicio Provincial de Teruel,Ingresos Servicio Provincial de Teruel
102,2019,13,"Vertebración del Territorio, Movilidad y Vivienda","Vertebración del Territorio, Movilidad y Vivienda"
103,2019,1300,"Ingresos Vertebración Territorio, Movilidad y Viv.","Ingresos Vertebración Territorio, Movilidad y Viv."
104,2019,13000,"Ingresos Vertebración Territorio, Movilidad y Viv.","Ingresos Vertebración Territorio, Movilidad y Viv."
105,2019,1301,"S.G.T. Vertebración Territorio, Movilidad y Viv.","S.G.T. Vertebración Territorio, Movilidad y Viv."
106,2019,13010,"S.G.T. Vertebración Territorio, Movilidad y Viv.","S.G.T. Vertebración Territorio, Movilidad y Viv."
107,2019,1302,D.G. de Ordenación del Territorio,D.G. de Ordenación del Territorio
108,2019,13020,D.G. de Ordenación del Territorio,D.G. de Ordenación del Territorio
109,2019,1303,D.G. de Urbanismo,D.G. de Urbanismo
110,2019,13030,D.G. de Urbanismo,D.G. de Urbanismo
111,2019,1304,D.G. de Movilidad e Infraestructuras,D.G. de Movilidad e Infraestructuras
112,2019,13040,D.G. de Movilidad e Infraestructuras,D.G. de Movilidad e Infraestructuras
113,2019,1305,D.G. de Vivienda y Rehabilitación,D.G. de Vivienda y Rehabilitación
114,2019,13050,D.G. de Vivienda y Rehabilitación,D.G. de Vivienda y Rehabilitación
115,2019,1306,D.G. de Turismo,D.G. de Turismo
116,2019,13060,D.G. de Turismo,D.G. de Turismo
117,2019,14,Desarrollo Rural y Sostenibilidad,Desarrollo Rural y Sostenibilidad
118,2019,1400,Ingresos Desarrollo Rural y Sostenibilidad,Ingresos Desarrollo Rural y Sostenibilidad
119,2019,14000,Ingresos Desarrollo Rural y Sostenibilidad,Ingresos Desarrollo Rural y Sostenibilidad
120,2019,1401,S.G.T. de Desarrollo Rural y Sostenibilidad,S.G.T. de ADesarrollo Rural y Sostenibilidad
121,2019,14010,S.G.T. de Desarrollo Rural y Sostenibilidad,S.G.T. de Desarrollo Rural y Sostenibilidad
122,2019,14011,DRyS-Sevicio Provincial de Huesca,DRyS-Sevicio Provincial de Huesca
123,2019,14012,DRyS-Sevicio Provincial de Teruel,DRyS-Sevicio Provincial de Teruel
124,2019,14013,DRyS-Sevicio Provincial de Zaragoza,DRyS-Sevicio Provincial de Zaragoza
125,2019,1402,Dirección General de Producción Agraria,Dirección General de Producción Agraria
126,2019,14020,Dirección General de Producción Agraria,Dirección General de Producción Agraria
127,2019,1403,D.G. de Alimentac. y Fto Agroalimentario,D.G. de Alimentac. y Fto Agroalimentario
128,2019,14030,D.G. de Alimentac. y Fto Agroalimentario,D.G. de Alimentac. y Fto Agroalimentario
129,2019,1404,D.G. de Sostenibilidad,D.G. de Sostenibilidad
130,2019,14040,D.G. de Sostenibilidad,D.G. de Sostenibilidad
131,2019,1405,Dirección General de Desarrollo Rural,Dirección General de Desarrollo Rural
132,2019,14050,Dirección General de Desarrollo Rural,Dirección General de Desarrollo Rural
133,2019,1406,D.G. de Gestión Forestal,D.G. de Gestión Forestal
134,2019,14060,D.G. de Gestión Forestal,D.G. de Gestión Forestal
135,2019,1407,No operativo,No operativo
136,2019,14070,No operativo,No operativo
137,2019,15,"Economía, Industria y Empleo","Economía, Industria y Empleo"
138,2019,1500,"Ingresos de Economía, Industria y Empleo","Ingresos de Economía, Industria y Empleo"
139,2019,15000,"Ingresos de Economía, Industria y Empleo","Ingresos de Economía, Industria y Empleo"
140,2019,1501,"S.G.T. de Economía, Industria y Empleo","S.G.T. de Economía, Industria y Empleo"
141,2019,15010,"S.G.T. de Economía, Industria y Empleo","S.G.T. de Economía, Industria y Empleo"
142,2019,1502,D.G. de Economía,D.G. de Economía
143,2019,15020,D.G. de Economía,D.G. de Economía
144,2019,1503,D.G. de Trabajo,D.G. de Trabajo
145,2019,15030,D.G. de Trabajo,D.G. de Trabajo
146,2019,1504,"D.G. de Industria, PYMES, Comercio y Artesanía","D.G. de Industria, PYMES, Comercio y Artesanía"
147,2019,15040,"D.G. de Industria, PYMES, Comercio y Artesanía","D.G. de Industria, PYMES, Comercio y Artesanía"
148,2019,1505,D.G. de Energía y Minas,D.G. de Energía y Minas
149,2019,15050,D.G. de Energía y Minas,D.G. de Energía y Minas
150,2019,1506,No operativa,No operativa
151,2019,15060,No operativa,No operativa
152,2019,1507,No operativa,No operativa
153,2019,15070,No operativa,No operativa
154,2019,16,Sanidad,Sanidad
155,2019,1600,Ingresos Sanidad,Ingresos Sanidad
156,2019,16000,Ingresos Sanidad,Ingresos Sanidad
157,2019,1601,S.G.T. de Sanidad,S.G.T. de Sanidad
158,2019,16010,S.G.T. de Sanidad,S.G.T. de Sanidad
159,2019,1602,D.G. de Asistencia Sanitaria,D.G. de Asistencia Sanitaria
160,2019,16020,D.G. de Asistencia Sanitaria,D.G. de Asistencia Sanitaria
161,2019,1603,D.G. de Derechos y Garantías de los Usuarios,D.G. de Derechos y Garantías de los Usuarios
162,2019,16030,D.G. de Derechos y Garantías de los Usuarios,D.G. de Derechos y Garantías de los Usuarios
163,2019,1604,D.G. de Salud Pública,D.G. de Salud Pública
164,2019,16040,D.G. de Salud Pública,D.G. de Salud Pública
165,2019,1605,No operativa,No operativa
166,2019,16050,No operativa,No operativa
167,2019,1606,No operativa,No operativa
168,2019,16060,No operativa,No operativa
169,2019,1607,No operativa,No operativa
170,2019,16070,No operativa,No operativa
171,2019,16220,Sanidad-Sevicio Provincial de Huesca,Sanidad-Sevicio Provincial de Huesca
172,2019,16440,Sanidad-Sevicio Provincial de Teruel,Sanidad-Sevicio Provincial de Teruel
173,2019,16500,Sanidad-Sevicio Provincial de Zaragoza,Sanidad-Sevicio Provincial de Zaragoza
174,2019,17,"Innovación, Investigación y Universidad","Innovación, Investigación y Universidad"
175,2019,1700,"Ingresos de Innovación, Investigación y Universida","Ingresos de Innovación, Investigación y Universida"
176,2019,17000,"Ingresos de Innovación, Investigación y Universida","Ingresos de Innovación, Investigación y Universida"
177,2019,1701,"SGT de Innovación, Investigación y Universidad","SGT de Innovación, Investigación y Universidad"
178,2019,17010,"SGT de Innovación, Investigación y Universidad","SGT de Innovación, Investigación y Universidad"
179,2019,1702,D.G. de Universidades,D.G. de Universidades
180,2019,17020,D.G. de Universidades,D.G. de Universidades
181,2019,1703,D.G. Investigación e Innovación,D.G. de Investigación e Innovación
182,2019,17030,D.G. Investigación e Innovación,D.G. de Investigación e Innovación
183,2019,1704,D.G. de Admón Electrónica y Sdad de la Información,D.G. de Admón Electrónica y Sdad de la Información
184,2019,17040,D.G. de Admón Electrónica y Sdad de la Información,D.G. de Admón Electrónica y Sdad de la Información
185,2019,1705,No operativa,No operativa
186,2019,17050,No operativa,No operativa
187,2019,1706,No operativa,No operativa
188,2019,17060,No operativa,No operativa
189,2019,18,"Educación, Cultura y Deporte","Educación, Cultura y Deporte"
190,2019,1800,"Ingresos Educación, Cultura y Deporte","Ingresos Educación, Cultura y Deporte"
191,2019,18000,"Ingresos Educación, Cultura y Deporte","Ingresos Educación, Cultura y Deporte"
192,2019,1801,"S.G.T. de Educación, Cultura y Deporte","S.G.T. de Educación, Cultura y Deporte"
193,2019,18010,"S.G.T. de Educación, Cultura y Deporte","S.G.T. de Educación, Cultura y Deporte"
194,2019,1802,D.G. de Política Lingüística,D.G. de Política Lingüística
195,2019,18020,D.G de Política Lingüística,D.G. de Política Lingüística
196,2019,1803,D.G. de Planificación y Formación Profesional,D.G. de Planificación y Formación Profesional
197,2019,18030,D.G. de Planificación y Formación Profesional,D.G. de Planificación y Formación Profesional
198,2019,1804,D.G. de Personal y Formación del Profesorado,D.G. de Personal y Formación del Profesorado
199,2019,18040,D.G. de Personal y Formación del Profesorado,D.G. de Personal y Formación del Profesorado
200,2019,1805,"D.G. de Innovación, Equidad y Participación","D.G. de Innovación, Equidad y Participación"
201,2019,18050,"D.G. de Innovación, Equidad y Participación","D.G. de Innovación, Equidad y Participación"
202,2019,1806,D.G. de Cultura y Patrimonio,Dirección General de Cultura
203,2019,18060,D.G. de Cultura y Patrimonio,Dirección General de Cultura
204,2019,1807,D.G. de Deporte,Dirección General de Patrimonio Cultural
205,2019,18070,D.G. de Deporte,Dirección General de Patrimonio Cultural
206,2019,1808,No operativa,Dirección General de Deporte
207,2019,18080,No operativa,Dirección General de Deporte
208,2019,19,No operativa,No operativa
209,2019,1900,No operativa,No operativa
210,2019,19000,No operativa,No operativa
211,2019,1901,No operativa,No operativa
212,2019,19010,No operativa,No operativa
213,2019,1902,No operativa,No operativa
214,2019,19020,No operativa,No operativa
215,2019,1903,No operativa,No operativa
216,2019,19030,No operativa,No operativa
217,2019,1904,No operativa,No operativa
218,2019,19040,No operativa,No operativa
219,2019,1905,Dirección General de Turismo,Dirección General de Turismo
220,2019,19050,Dirección General de Turismo,Dirección General de Turismo
221,2019,20,No operativa,No operativa
222,2019,2000,No operativa,No operativa
223,2019,20000,No operativa,No operativa
224,2019,2001,No operativa,No operativa
225,2019,20010,No operativa,No operativa
226,2019,20011,No operativa,No operativa
227,2019,20012,No operativa,No operativa
228,2019,2002,No operativa,No operativa
229,2019,20020,No operativa,No operativa
230,2019,2003,No operativa,No operativa
231,2019,20030,No operativa,No operativa
232,2019,2004,No operativa,No operativa
233,2019,20040,No operativa,No operativa
234,2019,2010,No operativa,No operativa
235,2019,20100,No operativa,No operativa
236,2019,2012,No operativa,No operativa
237,2019,20120,No operativa,No operativa
238,2019,26,A las Administraciones Comarcales,A las Administraciones Comarcales
239,2019,2600,"Ingresos de ""A las Adm. Comarcales""","Ingresos de ""A las Adm. Comarcales"""
240,2019,26000,"Ingresos de ""A las Adm. Comarcales""","Ingresos de ""A las Adm. Comarcales"""
241,2019,2601,Comarca de la Jacetania,Comarca de la Jacetania
242,2019,26010,Comarca de la Jacetania,Comarca de la Jacetania
243,2019,2602,Comarca del Alto Gállego,Comarca del Alto Gállego
244,2019,26020,Comarca del Alto Gállego,Comarca del Alto Gállego
245,2019,2603,Comarca de Sobrarbe,Comarca de Sobrarbe
246,2019,26030,Comarca de Sobrarbe,Comarca de Sobrarbe
247,2019,2604,Comarca de la Ribagorza,Comarca de la Ribagorza
248,2019,26040,Comarca de la Ribagorza,Comarca de la Ribagorza
249,2019,2605,Comarca de Cinco Villas,Comarca de Cinco Villas
250,2019,26050,Comarca de Cinco Villas,Comarca de Cinco Villas
251,2019,2606,Comarca Hoya de Huesca/ Plana de Uesca,Comarca Hoya de Huesca/ Plana de Uesca
252,2019,26060,Comarca Hoya de Huesca/ Plana de Uesca,Comarca Hoya de Huesca/ Plana de Uesca
253,2019,2607,Comarca de Somontano de Barbastro,Comarca de Somontano de Barbastro
254,2019,26070,Comarca de Somontano de Barbastro,Comarca de Somontano de Barbastro
255,2019,2608,Comarca de Cinca Medio,Comarca de Cinca Medio
256,2019,26080,Comarca de Cinca Medio,Comarca de Cinca Medio
257,2019,2609,Comarca de la Litera/ La Llitera,Comarca de la Litera/ La Llitera
258,2019,26090,Comarca de la Litera/ La Llitera,Comarca de la Litera/ La Llitera
259,2019,2610,Comarca de los Monegros,Comarca de los Monegros
260,2019,26100,Comarca de los Monegros,Comarca de los Monegros
261,2019,2611,Comarca del Bajo Cinca/ Baix Cinca,Comarca del Bajo Cinca/ Baix Cinca
262,2019,26110,Comarca del Bajo Cinca/ Baix Cinca,Comarca del Bajo Cinca/ Baix Cinca
263,2019,2612,Comarca de Tarazona y el Moncayo,Comarca de Tarazona y el Moncayo
264,2019,26120,Comarca de Tarazona y el Moncayo,Comarca de Tarazona y el Moncayo
265,2019,2613,Comarca de Campo de Borja,Comarca de Campo de Borja
266,2019,26130,Comarca de Campo de Borja,Comarca de Campo de Borja
267,2019,2614,Comarca del Aranda,Comarca del Aranda
268,2019,26140,Comarca del Aranda,Comarca del Aranda
269,2019,2615,Comarca de la Ribera Alta del Ebro,Comarca de la Ribera Alta del Ebro
270,2019,26150,Comarca de la Ribera Alta del Ebro,Comarca de la Ribera Alta del Ebro
271,2019,2616,Comarca de Valdejalón,Comarca de Valdejalón
272,2019,26160,Comarca de Valdejalón,Comarca de Valdejalón
273,2019,2617,Delimitación Comarcal de Zaragoza,Delimitación Comarcal de Zaragoza
274,2019,26170,Delimitación Comarcal de Zaragoza,Delimitación Comarcal de Zaragoza
275,2019,2618,Comarca de la Ribera Baja del Ebro,Comarca de la Ribera Baja del Ebro
276,2019,26180,Comarca de la Ribera Baja del Ebro,Comarca de la Ribera Baja del Ebro
277,2019,2619,Comarca Bajo Aragón-Caspe,Comarca Bajo Aragón-Caspe
278,2019,26190,Comarca Bajo Aragón-Caspe,Comarca Bajo Aragón-Caspe
279,2019,2620,Comarca de la Comunidad de Calatayud,Comarca de la Comunidad de Calatayud
280,2019,26200,Comarca de la Comunidad de Calatayud,Comarca de la Comunidad de Calatayud
281,2019,2621,Comarca de Campo de Cariñena,Comarca de Campo de Cariñena
282,2019,26210,Comarca de Campo de Cariñena,Comarca de Campo de Cariñena
283,2019,2622,Comarca de Campo de Belchite,Comarca de Campo de Belchite
284,2019,26220,Comarca de Campo de Belchite,Comarca de Campo de Belchite
285,2019,2623,Comarca del Bajo Martín,Comarca del Bajo Martín
286,2019,26230,Comarca del Bajo Martín,Comarca del Bajo Martín
287,2019,2624,Comarca de Campo de Daroca,Comarca de Campo de Daroca
288,2019,26240,Comarca de Campo de Daroca,Comarca de Campo de Daroca
289,2019,2625,Comarca del Jiloca,Comarca del Jiloca
290,2019,26250,Comarca del Jiloca,Comarca del Jiloca
291,2019,2626,Comarca de Cuencas Mineras,Comarca de Cuencas Mineras
292,2019,26260,Comarca de Cuencas Mineras,Comarca de Cuencas Mineras
293,2019,2627,Comarca de Andorra- Sierra de Arcos,Comarca de Andorra- Sierra de Arcos
294,2019,26270,Comarca de Andorra- Sierra de Arcos,Comarca de Andorra- Sierra de Arcos
295,2019,2628,Comarca del Bajo Aragón,Comarca del Bajo Aragón
296,2019,26280,Comarca del Bajo Aragón,Comarca del Bajo Aragón
297,2019,2629,Comarca de la Comunidad de Teruel,Comarca de la Comunidad de Teruel
298,2019,26290,Comarca de la Comunidad de Teruel,Comarca de la Comunidad de Teruel
299,2019,2630,Comarca de Maestrazgo,Comarca de Maestrazgo
300,2019,26300,Comarca de Maestrazgo,Comarca de Maestrazgo
301,2019,2631,Comarca de la Sierra de Albarracín,Comarca de la Sierra de Albarracín
302,2019,26310,Comarca de la Sierra de Albarracín,Comarca de la Sierra de Albarracín
303,2019,2632,Comarca de Gúdar- Javalambre,Comarca de Gúdar- Javalambre
304,2019,26320,Comarca de Gúdar- Javalambre,Comarca de Gúdar- Javalambre
305,2019,2633,Comarca del Matarraña/ Matarranya,Comarca del Matarraña/ Matarranya
306,2019,26330,Comarca del Matarraña/ Matarranya,Comarca del Matarraña/ Matarranya
307,2019,2634,Servicios Administraciones Comarcales,Servicios Administraciones Comarcales
308,2019,26340,Servicios Administraciones Comarcales,Servicios Administraciones Comarcales
309,2019,30,Diversos Departamentos,Diversos Departamentos
310,2019,3000,"Ingresos de ""Diversos Departamentos""","Ingresos de ""Diversos Departamentos"""
311,2019,30000,"Ingresos de ""Diversos Departamentos""","Ingresos de ""Diversos Departamentos"""
312,2019,3001,Fondo Contingencia Ejecución Presupuest.,Fondo Contingencia Ejecución Presupuest.
313,2019,30010,Fondo Contingencia Ejecución Presupuest.,Fondo Contingencia Ejecución Presupuest.
314,2019,3002,Fondo de Gastos de Personal,Fondo de Gastos de Personal
315,2019,30020,Fondo de Gastos de Personal,Fondo de Gastos de Personal
316,2019,3003,Deuda Pública,Deuda Pública
317,2019,30030,Deuda Pública,Deuda Pública
318,2019,3004,Empresas Públicas y participadas,Empresas Públicas y participadas
319,2019,30040,Empresas Públicas y participadas,Empresas Públicas y participadas
320,2019,3005,Fondo de Garantía,Fondo de Garantía
321,2019,30050,Fondo de Garantía,Fondo de Garantía
322,2019,3006,Fondo Inclusión Social y Ay. Familiar Ur,Fondo Inclusión Social y Ay. Familiar Ur
323,2019,30060,Fondo Inclusión Social y Ay. Familiar Ur,Fondo Inclusión Social y Ay. Familiar Ur
324,2019,3007,Relaciones Laborales,Relaciones Laborales
325,2019,30070,Relaciones Laborales,Relaciones Laborales
326,2019,3008,No operativa,No operativa
327,2019,30080,No operativa,No operativa
328,2019,3011,No operativa,No operativa
329,2019,30110,No operativa,No operativa
330,2019,3013,No operativa,No operativa
331,2019,30130,No operativa,No operativa
332,2019,51,Instituto Aragonés de Empleo,Instituto Aragonés de Empleo
333,2019,5100,Ingresos del Inst. Aragonés de Empleo,Ingresos del Inst. Aragonés de Empleo
334,2019,51000,Ingresos del Inst. Aragonés de Empleo,Ingresos del Inst. Aragonés de Empleo
335,2019,5101,Instituto Aragonés de Empleo,Instituto Aragonés de Empleo
336,2019,51010,Instituto Aragonés de Empleo,Instituto Aragonés de Empleo
337,2019,51011,INAEM - Servicio Provincial de Huesca,INAEM - Servicio Provincial de Huesca
338,2019,51012,INAEM - Servicio Provincial de Teruel,INAEM - Servicio Provincial de Teruel
339,2019,51013,INAEM - Servicio Provincial de Zaragoza,INAEM - Servicio Provincial de Zaragoza
340,2019,51014,INAEM - Servicio de Formación,INAEM - Servicio de Formación
341,2019,51015,INAEM - Servicio de Intermediación,INAEM - Servicio de Intermediación
342,2019,51016,INAEM - Servicio de Promoción de Empleo,INAEM - Servicio de Promoción de Empleo
343,2019,52,Servicio Aragonés de Salud,Servicio Aragonés de Salud
344,2019,5200,Ingresos del Servicio Aragonés de Salud,Ingresos del Servicio Aragonés de Salud
345,2019,52000,Ingresos del Servicio Aragonés de Salud,Ingresos del Servicio Aragonés de Salud
346,2019,5201,Servicio Aragonés de Salud,Servicio Aragonés de Salud
347,2019,52010,Servicio Aragonés de Salud,Servicio Aragonés de Salud
348,2019,5205,Ctro. Gestión Integrada Proyectos Corp.,Ctro. Gestión Integrada Proyectos Corp.
349,2019,52050,Ctro. Gestión Integrada Proyectos Corp.,Ctro. Gestión Integrada Proyectos Corp.
350,2019,5206,Gerencia 061 Aragon,Gerencia 061 Aragon
351,2019,52061,Gerencia 061 Aragon,Gerencia 061 Aragon
352,2019,5209,Liquidación CASAR,
353,2019,52090,Liquidación CASAR,Liquidación CASAR
354,2019,52AL,Gerencia Sector Alcañiz,Gerencia Sector Alcañiz
355,2019,52AL1,Gerencia Sector Alcañiz,Gerencia Sector Alcañiz
356,2019,52AL2,Hospital de  Alcañiz,Hospital de  Alcañiz
357,2019,52AL3,Atención Primaria Sector Alcañiz,Atención Primaria Sector Alcañiz
358,2019,52BA,Gerencia Sector Barbastro,Gerencia Sector Barbastro
359,2019,52BA1,Gerencia Sector Barbastro,Gerencia Sector Barbastro
360,2019,52BA2,Hospital Barbastro,Hospital Barbastro
361,2019,52BA3,Centro Sociosanitario de Fraga,Centro Sociosanitario de Fraga
362,2019,52BA4,Atención Primaria Sector Barbastro,Atención Primaria Sector Barbastro
363,2019,52CA,Gerencia Sector Calatayud,Gerencia Sector Calatayud
364,2019,52CA1,Gerencia Sector Calatayud,Gerencia Sector Calatayud
365,2019,52CA2,Hospital Ernest Lluch Martin,Hospital Ernest Lluch Martin
366,2019,52CA3,Atención Primaria Sector Calatayud,Atención Primaria Sector Calatayud
367,2019,52HU,Gerencia Sector Huesca,Gerencia Sector Huesca
368,2019,52HU1,Gerencia Sector Huesca,Gerencia Sector Huesca
369,2019,52HU2,Hospital San Jorge de Huesca,Hospital San Jorge de Huesca
370,2019,52HU3,Hospital Sagrado Corazón de Jesús,Hospital Sagrado Corazón de Jesús
371,2019,52HU4,C.R.P. Santo Cristo de los Milagros,C.R.P. Santo Cristo de los Milagros
372,2019,52HU5,Atención Primaria Sector Huesca,Atención Primaria Sector Huesca
