_id,EJERCICIO,CENTRO GESTOR,DESCRIPCION CORTA,DESCRIPCION LARGA
74,2013,12510,Ingresos Servicio Provincial de Zaragoza,Ingresos Servicio Provincial de Zaragoza
75,2013,1252,Ingresos Servicio Provincial de Huesca,Ingresos Servicio Provincial de Huesca
76,2013,12520,Ingresos Servicio Provincial de Huesca,Ingresos Servicio Provincial de Huesca
77,2013,1253,Ingresos Servicio Provincial de Teruel,Ingresos Servicio Provincial de Teruel
78,2013,12530,Ingresos Servicio Provincial de Teruel,Ingresos Servicio Provincial de Teruel
79,2013,13,"O.Púb.,Urbanismo,Vivienda y Transportes","O.Púb.,Urbanismo,Vivienda y Transportes"
80,2013,1300,"Ingresos O.P., Urbanismo Viv. y Ttes","Ingresos O.P., Urbanismo Viv. y Ttes"
81,2013,13000,"Ingresos O.P., Urbanismo Viv. y Ttes","Ingresos O.P., Urbanismo Viv. y Ttes"
82,2013,1301,"S.G.T. O.P., Urbanismo,Vivienda y Ttes.","S.G.T. O.P., Urbanismo,Vivienda y Ttes."
83,2013,13010,"S.G.T. O.P., Urbanismo,Vivienda y Ttes.","S.G.T. O.P., Urbanismo,Vivienda y Ttes."
84,2013,1302,Dirección General de Carreteras,Dirección General de Carreteras
85,2013,13020,Dirección General de Carreteras,Dirección General de Carreteras
86,2013,1303,Dirección General de Urbanismo,Dirección General de Urbanismo
87,2013,13030,Dirección General de Urbanismo,Dirección General de Urbanismo
88,2013,1304,D.G. Transportes y Planif. de Infraestr.,D.G. Transportes y Planif. de Infraestr.
89,2013,13040,D.G. Transportes y Planif. de Infraestr.,D.G. Transportes y Planif. de Infraestr.
90,2013,1305,D.G. de Vivienda y Rehabilitación,D.G. de Vivienda y Rehabilitación
91,2013,13050,D.G. de Vivienda y Rehabilitación,D.G. de Vivienda y Rehabilitación
92,2013,14,"Agricultura, Ganadería y Medio Ambiente","Agricultura, Ganadería y Medio Ambiente"
93,2013,1400,"Ingresos Agricultura,Ganad. y Medio Amb.","Ingresos Agricultura,Ganad. y Medio Amb."
94,2013,14000,"Ingresos Agricultura,Ganad. y Medio Amb.","Ingresos Agricultura,Ganad. y Medio Amb."
95,2013,1401,"S.G.T. de Agricultura,Ganadería y M.Amb.","S.G.T. de Agricultura,Ganadería y M.Amb."
96,2013,14010,"S.G.T. de Agricultura,Ganadería y M.Amb.","S.G.T. de Agricultura,Ganadería y M.Amb."
97,2013,14011,AGRI-Sevicio Provincial de Huesca,AGRI-Sevicio Provincial de Huesca
98,2013,14012,AGRI-Sevicio Provincial de Teruel,AGRI-Sevicio Provincial de Teruel
99,2013,14013,AGRI-Sevicio Provincial de Zaragoza,AGRI-Sevicio Provincial de Zaragoza
100,2013,1402,Dirección General de Producción Agraria,Dirección General de Producción Agraria
101,2013,14020,Dirección General de Producción Agraria,Dirección General de Producción Agraria
102,2013,1403,D.G. de Alimentac. y Fto Agroalimentario,D.G. de Alimentac. y Fto Agroalimentario
103,2013,14030,D.G. de Alimentac. y Fto Agroalimentario,D.G. de Alimentac. y Fto Agroalimentario
104,2013,1404,D.G. Conservación del Medio Natural,D.G. Conservación del Medio Natural
105,2013,14040,D.G. Conservación del Medio Natural,D.G. Conservación del Medio Natural
106,2013,1405,Dirección General de Desarrollo Rural,Dirección General de Desarrollo Rural
107,2013,14050,Dirección General de Desarrollo Rural,Dirección General de Desarrollo Rural
108,2013,1406,D.G. de Gestión Forestal,D.G. de Gestión Forestal
109,2013,14060,D.G. de Gestión Forestal,D.G. de Gestión Forestal
110,2013,1407,D.G. de Calidad Ambiental,D.G. de Calidad Ambiental
111,2013,14070,D.G. de Calidad Ambiental,D.G. de Calidad Ambiental
112,2013,15,Economía y Empleo,Economía y Empleo
113,2013,1500,Ingresos de Economía y Empleo,Ingresos de Economía y Empleo
114,2013,15000,Ingresos de Economía y Empleo,Ingresos de Economía y Empleo
115,2013,1501,S.G.T. de Economía y Empleo,S.G.T. de Economía y Empleo
116,2013,15010,S.G.T. de Economía y Empleo,S.G.T. de Economía y Empleo
117,2013,1505,D.G. de Turismo,D.G. de Turismo
118,2013,15050,Dirección General de Turismo,Dirección General de Turismo
119,2013,1506,Dirección General de Economía,Dirección General de Economía
120,2013,15060,Dirección General de Economía,Dirección General de Economía
121,2013,1507,Dirección General de Trabajo,Dirección General de Trabajo
122,2013,15070,Dirección General de Trabajo,Dirección General de Trabajo
123,2013,16,"Sanidad, Bienestar Social y Familia","Sanidad, Bienestar Social y Familia"
124,2013,1600,"Ingresos Sanidad, B. Social y Familia","Ingresos Sanidad, B. Social y Familia"
125,2013,16000,"Ingresos Sanidad, B. Social y Familia","Ingresos Sanidad, B. Social y Familia"
126,2013,1601,"S.G.T. de Sanidad, B. Social y Familia","S.G.T. de Sanidad, B. Social y Familia"
127,2013,16010,"S.G.T. de Sanidad, B. Social y Familia","S.G.T. de Sanidad, B. Social y Familia"
128,2013,1602,D.G. de Planificación y Aseguramiento,D.G. de Planificación y Aseguramiento
129,2013,16020,D.G. de Planificación y Aseguramiento,D.G. de Planificación y Aseguramiento
130,2013,1603,Dirección General de Consumo,Dirección General de Consumo
131,2013,16030,Dirección General de Consumo,Dirección General de Consumo
132,2013,1604,Dirección General de Salud Pública,Dirección General de Salud Pública
133,2013,16040,Dirección General de Salud Pública,Dirección General de Salud Pública
134,2013,1605,D.G. de Calidad y Atención al Usuario,D.G. de Calidad y Atención al Usuario
135,2013,16050,D.G. de Calidad y Atención al Usuario,D.G. de Calidad y Atención al Usuario
136,2013,1606,D.G. de Familia,D.G. de Familia
137,2013,16060,D.G. de Familia,D.G. de Familia
138,2013,1607,D.G. de Bienestar Social y Dependencia,D.G. de Bienestar Social y Dependencia
139,2013,16070,D.G. de Bienestar Social y Dependencia,D.G. de Bienestar Social y Dependencia
140,2013,16220,"S,BS y F-Sevicio Provincial de Huesca","S,BS y F-Sevicio Provincial de Huesca"
141,2013,16440,"S,BS y F-Sevicio Provincial de Teruel","S,BS y F-Sevicio Provincial de Teruel"
142,2013,16500,"S,BS y F-Sevicio Provincial de Zaragoza","S,BS y F-Sevicio Provincial de Zaragoza"
143,2013,17,Industria e Innovación,Industria e Innovación
144,2013,1700,Ingresos de Industria e Innovación,Ingresos de Industria e Innovación
145,2013,17000,Ingresos de Industria e Innovación,Ingresos de Industria e Innovación
146,2013,1701,SGT Industria e Innovación,SGT Industria e Innovación
147,2013,17010,SGT Industria e Innovación,SGT Industria e Innovación
148,2013,1702,D.G. de Industria y de la PYME,D.G. de Industria y de la PYME
149,2013,17020,D.G. de Industria y de la PYME,D.G. de Industria y de la PYME
150,2013,1703,D.G. Investigación e Innovación,D.G. Investigación e Innovación
151,2013,17030,D.G. Investigación e Innovación,D.G. Investigación e Innovación
152,2013,1704,D.G. Nuevas Tecnologías,D.G. Nuevas Tecnologías
153,2013,17040,D.G. Nuevas Tecnologías,D.G. Nuevas Tecnologías
154,2013,1705,Dirección General de Energía y Minas,Dirección General de Energía y Minas
155,2013,17050,Dirección General de Energía y Minas,Dirección General de Energía y Minas
156,2013,1706,Dirección General Comercio y Artesanía,Dirección General Comercio y Artesanía
157,2013,17060,Dirección General Comercio y Artesanía,Dirección General Comercio y Artesanía
158,2013,18,"Educación, Universidad,Cultura y Deporte","Educación, Universidad,Cultura y Deporte"
159,2013,1800,"Ingresos Educ,Univ, Cultura y Deporte","Ingresos Educ,Univ, Cultura y Deporte"
160,2013,18000,"Ingresos Educ,Univ, Cultura y Deporte","Ingresos Educ,Univ, Cultura y Deporte"
161,2013,1801,"S.G.T. Educación,Univ.,Cultura y Deporte","S.G.T. Educación,Univ.,Cultura y Deporte"
162,2013,18010,"S.G.T. Educación,Univ.,Cultura y Deporte","S.G.T. Educación,Univ.,Cultura y Deporte"
163,2013,1802,D.G. de Universidades,D.G. de Universidades
164,2013,18020,D.G. de Universidades,D.G. de Universidades
165,2013,1803,D.G. de Ordenación Académica,D.G. de Ordenación Académica
166,2013,18030,D.G. de Ordenación Académica,D.G. de Ordenación Académica
167,2013,1804,Dirección General de Gestión de Personal,Dirección General de Gestión de Personal
168,2013,18040,Dirección General de Gestión de Personal,Dirección General de Gestión de Personal
169,2013,1805,D.G. Política Educativa y Educación Perm,D.G. Política Educativa y Educación Perm
170,2013,18050,D.G. Política Educativa y Educación Perm,D.G. Política Educativa y Educación Perm
171,2013,1806,Dirección General de Cultura,Dirección General de Cultura
172,2013,18060,Dirección General de Cultura,Dirección General de Cultura
173,2013,1807,Dirección General de Patrimonio Cultural,Dirección General de Patrimonio Cultural
174,2013,18070,Dirección General de Patrimonio Cultural,Dirección General de Patrimonio Cultural
175,2013,1808,Dirección General de Deporte,Dirección General de Deporte
176,2013,18080,Dirección General de Deporte,Dirección General de Deporte
177,2013,26,A las Administraciones Comarcales,A las Administraciones Comarcales
178,2013,2600,"Ingresos de ""A las Adm. Comarcales""","Ingresos de ""A las Adm. Comarcales"""
179,2013,26000,"Ingresos de ""A las Adm. Comarcales""","Ingresos de ""A las Adm. Comarcales"""
180,2013,2601,Comarca de la Jacetania,Comarca de la Jacetania
181,2013,26010,Comarca de la Jacetania,Comarca de la Jacetania
182,2013,2602,Comarca del Alto Gállego,Comarca del Alto Gállego
183,2013,26020,Comarca del Alto Gállego,Comarca del Alto Gállego
184,2013,2603,Comarca de Sobrarbe,Comarca de Sobrarbe
185,2013,26030,Comarca de Sobrarbe,Comarca de Sobrarbe
186,2013,2604,Comarca de la Ribagorza,Comarca de la Ribagorza
187,2013,26040,Comarca de la Ribagorza,Comarca de la Ribagorza
188,2013,2605,Comarca de Cinco Villas,Comarca de Cinco Villas
189,2013,26050,Comarca de Cinco Villas,Comarca de Cinco Villas
190,2013,2606,Comarca Hoya de Huesca/ Plana de Uesca,Comarca Hoya de Huesca/ Plana de Uesca
191,2013,26060,Comarca Hoya de Huesca/ Plana de Uesca,Comarca Hoya de Huesca/ Plana de Uesca
192,2013,2607,Comarca de Somontano de Barbastro,Comarca de Somontano de Barbastro
193,2013,26070,Comarca de Somontano de Barbastro,Comarca de Somontano de Barbastro
194,2013,2608,Comarca de Cinca Medio,Comarca de Cinca Medio
195,2013,26080,Comarca de Cinca Medio,Comarca de Cinca Medio
196,2013,2609,Comarca de la Litera/ La Llitera,Comarca de la Litera/ La Llitera
197,2013,26090,Comarca de la Litera/ La Llitera,Comarca de la Litera/ La Llitera
198,2013,2610,Comarca de los Monegros,Comarca de los Monegros
199,2013,26100,Comarca de los Monegros,Comarca de los Monegros
200,2013,2611,Comarca del Bajo Cinca/ Baix Cinca,Comarca del Bajo Cinca/ Baix Cinca
201,2013,26110,Comarca del Bajo Cinca/ Baix Cinca,Comarca del Bajo Cinca/ Baix Cinca
202,2013,2612,Comarca de Tarazona y el Moncayo,Comarca de Tarazona y el Moncayo
203,2013,26120,Comarca de Tarazona y el Moncayo,Comarca de Tarazona y el Moncayo
204,2013,2613,Comarca de Campo de Borja,Comarca de Campo de Borja
205,2013,26130,Comarca de Campo de Borja,Comarca de Campo de Borja
206,2013,2614,Comarca del Aranda,Comarca del Aranda
207,2013,26140,Comarca del Aranda,Comarca del Aranda
208,2013,2615,Comarca de la Ribera Alta del Ebro,Comarca de la Ribera Alta del Ebro
209,2013,26150,Comarca de la Ribera Alta del Ebro,Comarca de la Ribera Alta del Ebro
210,2013,2616,Comarca de Valdejalón,Comarca de Valdejalón
211,2013,26160,Comarca de Valdejalón,Comarca de Valdejalón
212,2013,2617,Delimitación Comarcal de Zaragoza,Delimitación Comarcal de Zaragoza
213,2013,26170,Delimitación Comarcal de Zaragoza,Delimitación Comarcal de Zaragoza
214,2013,2618,Comarca de la Ribera Baja del Ebro,Comarca de la Ribera Baja del Ebro
215,2013,26180,Comarca de la Ribera Baja del Ebro,Comarca de la Ribera Baja del Ebro
216,2013,2619,Comarca Bajo Aragón-Caspe,Comarca Bajo Aragón-Caspe
217,2013,26190,Comarca Bajo Aragón-Caspe,Comarca Bajo Aragón-Caspe
218,2013,2620,Comarca de la Comunidad de Calatayud,Comarca de la Comunidad de Calatayud
219,2013,26200,Comarca de la Comunidad de Calatayud,Comarca de la Comunidad de Calatayud
220,2013,2621,Comarca de Campo de Cariñena,Comarca de Campo de Cariñena
221,2013,26210,Comarca de Campo de Cariñena,Comarca de Campo de Cariñena
222,2013,2622,Comarca de Campo de Belchite,Comarca de Campo de Belchite
223,2013,26220,Comarca de Campo de Belchite,Comarca de Campo de Belchite
224,2013,2623,Comarca del Bajo Martín,Comarca del Bajo Martín
225,2013,26230,Comarca del Bajo Martín,Comarca del Bajo Martín
226,2013,2624,Comarca de Campo de Daroca,Comarca de Campo de Daroca
227,2013,26240,Comarca de Campo de Daroca,Comarca de Campo de Daroca
228,2013,2625,Comarca del Jiloca,Comarca del Jiloca
229,2013,26250,Comarca del Jiloca,Comarca del Jiloca
230,2013,2626,Comarca de Cuencas Mineras,Comarca de Cuencas Mineras
231,2013,26260,Comarca de Cuencas Mineras,Comarca de Cuencas Mineras
232,2013,2627,Comarca de Andorra- Sierra de Arcos,Comarca de Andorra- Sierra de Arcos
233,2013,26270,Comarca de Andorra- Sierra de Arcos,Comarca de Andorra- Sierra de Arcos
234,2013,2628,Comarca del Bajo Aragón,Comarca del Bajo Aragón
235,2013,26280,Comarca del Bajo Aragón,Comarca del Bajo Aragón
236,2013,2629,Comarca de la Comunidad de Teruel,Comarca de la Comunidad de Teruel
237,2013,26290,Comarca de la Comunidad de Teruel,Comarca de la Comunidad de Teruel
238,2013,2630,Comarca de Maestrazgo,Comarca de Maestrazgo
239,2013,26300,Comarca de Maestrazgo,Comarca de Maestrazgo
240,2013,2631,Comarca de la Sierra de Albarracín,Comarca de la Sierra de Albarracín
241,2013,26310,Comarca de la Sierra de Albarracín,Comarca de la Sierra de Albarracín
242,2013,2632,Comarca de Gúdar- Javalambre,Comarca de Gúdar- Javalambre
243,2013,26320,Comarca de Gúdar- Javalambre,Comarca de Gúdar- Javalambre
244,2013,2633,Comarca del Matarraña/ Matarranya,Comarca del Matarraña/ Matarranya
245,2013,26330,Comarca del Matarraña/ Matarranya,Comarca del Matarraña/ Matarranya
246,2013,2634,Servicios Administraciones Comarcales,Servicios Administraciones Comarcales
247,2013,26340,Servicios Administraciones Comarcales,Servicios Administraciones Comarcales
248,2013,30,Diversos Departamentos,Diversos Departamentos
249,2013,3000,"Ingresos de ""Diversos Departamentos""","Ingresos de ""Diversos Departamentos"""
250,2013,30000,"Ingresos de ""Diversos Departamentos""","Ingresos de ""Diversos Departamentos"""
251,2013,3001,Fondo Contingencia Ejecución Presupuest.,Fondo Contingencia Ejecución Presupuest.
252,2013,30010,Fondo Contingencia Ejecución Presupuest.,Fondo Contingencia Ejecución Presupuest.
253,2013,3002,Fondo de Gastos de Personal,Fondo de Gastos de Personal
254,2013,30020,Fondo de Gastos de Personal,Fondo de Gastos de Personal
255,2013,3003,Deuda Pública,Deuda Pública
256,2013,30030,Deuda Pública,Deuda Pública
257,2013,3004,Empresas Públicas y participadas,Empresas Públicas y participadas
258,2013,30040,Empresas Públicas y participadas,Empresas Públicas y participadas
259,2013,30050,Gastos Diversos,Gastos Diversos
260,2013,3006,Fondo Inclusión Social y Ay. Familiar Ur,Fondo Inclusión Social y Ay. Familiar Ur
261,2013,30060,Fondo Inclusión Social y Ay. Familiar Ur,Fondo Inclusión Social y Ay. Familiar Ur
262,2013,51,Instituto Aragonés de Empleo,Instituto Aragonés de Empleo
263,2013,5100,Ingresos del Inst. Aragonés de Empleo,Ingresos del Inst. Aragonés de Empleo
264,2013,51000,Ingresos del Inst. Aragonés de Empleo,Ingresos del Inst. Aragonés de Empleo
265,2013,5101,Instituto Aragonés de Empleo,Instituto Aragonés de Empleo
266,2013,51010,Instituto Aragonés de Empleo,Instituto Aragonés de Empleo
267,2013,51011,INAEM - Servicio Provincial de Huesca,INAEM - Servicio Provincial de Huesca
268,2013,51012,INAEM - Servicio Provincial de Teruel,INAEM - Servicio Provincial de Teruel
269,2013,51013,INAEM - Servicio Provincial de Zaragoza,INAEM - Servicio Provincial de Zaragoza
270,2013,51014,INAEM - Servicio de Formación,INAEM - Servicio de Formación
271,2013,51015,INAEM - Servicio de Intermediación,INAEM - Servicio de Intermediación
272,2013,51016,INAEM - Servicio de Promoción de Empleo,INAEM - Servicio de Promoción de Empleo
273,2013,52,Servicio Aragonés de Salud,Servicio Aragonés de Salud
274,2013,5200,Ingresos del Servicio Aragonés de Salud,Ingresos del Servicio Aragonés de Salud
275,2013,52000,Ingresos del Servicio Aragonés de Salud,Ingresos del Servicio Aragonés de Salud
276,2013,5201,Servicio Aragonés de Salud,Servicio Aragonés de Salud
277,2013,52010,Servicio Aragonés de Salud,Servicio Aragonés de Salud
278,2013,5205,Ctro. Gestión Integrada Proyectos Corp.,Ctro. Gestión Integrada Proyectos Corp.
279,2013,52050,Ctro. Gestión Integrada Proyectos Corp.,Ctro. Gestión Integrada Proyectos Corp.
280,2013,5206,Gerencia 061 Aragon,Gerencia 061 Aragon
281,2013,52061,Gerencia 061 Aragon,Gerencia 061 Aragon
282,2013,52AL,Gerencia Sector Alcañiz,Gerencia Sector Alcañiz
283,2013,52AL1,Gerencia Sector Alcañiz,Gerencia Sector Alcañiz
284,2013,52AL2,Hospital de  Alcañiz,Hospital de  Alcañiz
285,2013,52AL3,Atención Primaria Sector Alcañiz,Atención Primaria Sector Alcañiz
286,2013,52BA,Gerencia Sector Barbastro,Gerencia Sector Barbastro
287,2013,52BA1,Gerencia Sector Barbastro,Gerencia Sector Barbastro
288,2013,52BA2,Hospital Barbastro,Hospital Barbastro
289,2013,52BA3,Centro Sociosanitario de Fraga,Centro Sociosanitario de Fraga
290,2013,52BA4,Atención Primaria Sector Barbastro,Atención Primaria Sector Barbastro
291,2013,52CA,Gerencia Sector Calatayud,Gerencia Sector Calatayud
292,2013,52CA1,Gerencia Sector Calatayud,Gerencia Sector Calatayud
293,2013,52CA2,Hospital Ernest Lluch Martin,Hospital Ernest Lluch Martin
294,2013,52CA3,Atención Primaria Sector Calatayud,Atención Primaria Sector Calatayud
295,2013,52HU,Gerencia Sector Huesca,Gerencia Sector Huesca
296,2013,52HU1,Gerencia Sector Huesca,Gerencia Sector Huesca
297,2013,52HU2,Hospital San Jorge de Huesca,Hospital San Jorge de Huesca
298,2013,52HU3,Hospital Sagrado Corazón de Jesús,Hospital Sagrado Corazón de Jesús
299,2013,52HU4,C.R.P. Santo Cristo de los Milagros,C.R.P. Santo Cristo de los Milagros
300,2013,52HU5,Atención Primaria Sector Huesca,Atención Primaria Sector Huesca
301,2013,52TE,Gerencia Sector Teruel,Gerencia Sector Teruel
302,2013,52TE1,Gerencia Sector Teruel,Gerencia Sector Teruel
303,2013,52TE2,Hospital Obispo Polanco Teruel,Hospital Obispo Polanco Teruel
304,2013,52TE3,Hospital San José,Hospital San José
305,2013,52TE4,C.R.P. San Juan de Dios,C.R.P. San Juan de Dios
306,2013,52TE5,Atención Primaria Sector Teruel,Atención Primaria Sector Teruel
307,2013,52Z1,Gerencia Sector Zaragoza I,Gerencia Sector Zaragoza I
308,2013,52Z11,Gerencia Sector Zaragoza I,Gerencia Sector Zaragoza I
309,2013,52Z12,Hospital Royo Villanova,Hospital Royo Villanova
310,2013,52Z13,Hospital Nuestra Señora de Gracia,Hospital Nuestra Señora de Gracia
311,2013,52Z14,Atención Primaria Sector Zaragoza I,Atención Primaria Sector Zaragoza I
312,2013,52Z2,Gerencia Sector Zaragoza II,Gerencia Sector Zaragoza II
313,2013,52Z21,Gerencia Sector Zaragoza II,Gerencia Sector Zaragoza II
314,2013,52Z22,Hospital Universitario Miguel Servet,Hospital Universitario Miguel Servet
315,2013,52Z23,Atención Primaria Sector Zaragoza II,Atención Primaria Sector Zaragoza II
316,2013,52Z3,Gerencia Sector Zaragoza III,Gerencia Sector Zaragoza III
317,2013,52Z31,Gerencia Sector Zaragoza III,Gerencia Sector Zaragoza III
318,2013,52Z32,Hospital Clínico Universitario Lozano Bl,Hospital Clínico Universitario Lozano Bl
319,2013,52Z33,H.Geriático San Jorge de Zaragoza,H.Geriático San Jorge de Zaragoza
320,2013,52Z34,C.R.P. Nuestra Señora del Pilar,C.R.P. Nuestra Señora del Pilar
321,2013,52Z35,Atención Primaria Sector Zaragoza III,Atención Primaria Sector Zaragoza III
322,2013,53,Instituto Aragonés de Servicios Sociales,Instituto Aragonés de Servicios Sociales
323,2013,5300,Ingresos Inst. Aragonés Serv. Sociales,Ingresos Inst. Aragonés Serv. Sociales
324,2013,53000,Ingresos Inst. Aragonés Serv. Sociales,Ingresos Inst. Aragonés Serv. Sociales
325,2013,5301,Instituto Aragonés de Servicios Sociales,Instituto Aragonés de Servicios Sociales
326,2013,53010,Instituto Aragonés de Servicios Sociales,Instituto Aragonés de Servicios Sociales
327,2013,53AAA,Acción concertada Plazas Mayores Huesca,Acción concertada Plazas Mayores Huesca
328,2013,53AAB,Acción concertada Plazas Mayores Teruel,Acción concertada Plazas Mayores Teruel
329,2013,53AAC,Acción concertada Plazas Mayores Zaragoz,Acción concertada Plazas Mayores Zaragoz
330,2013,53ABA,Residencia de Mayores Ciudad de Huesca,Residencia de Mayores Ciudad de Huesca
331,2013,53ABB,"Res.Mayores ""Sagrada Familia""-Huesca","Res.Mayores ""Sagrada Familia""-Huesca"
332,2013,53ABC,"Res.Mayores ""San Blas""-Huesca","Res.Mayores ""San Blas""-Huesca"
333,2013,53ABD,"Res.Mayores ""Turia""-Teruel","Res.Mayores ""Turia""-Teruel"
334,2013,53ABE,Residencia de Utrillas,Residencia de Utrillas
335,2013,53ABF,"Residencia de ""Mayores Ciudad de Albarra","Residencia de ""Mayores Ciudad de Albarra"
