_id,EJERCICIO,CENTRO GESTOR,DESCRIPCION CORTA,DESCRIPCION LARGA
85,2024,01019,DG Protección de Consumidores y Usuarios,DG Protección de Consumidores y Usuarios
86,2024,10190,DG Protección de Consumidores y Usuarios,DG Protección de Consumidores y Usuarios
87,2024,00011,No operativo,No operativo
88,2024,01100,No operativo,No operativo
89,2024,11000,No operativo,No operativo
90,2024,01101,No operativo,No operativo
91,2024,11010,No operativo,No operativo
92,2024,01102,No operativo,No operativo
93,2024,11020,No operativo,No operativo
94,2024,01103,No operativo,No operativo
95,2024,11030,No operativo,No operativo
96,2024,01104,No operativo,No operativo
97,2024,11040,No operativo,No operativo
98,2024,01105,No operativo,No operativo
99,2024,11050,No operativo,No operativo
100,2024,01106,No operativo,No operativo
101,2024,11060,No operativo,No operativo
102,2024,01107,No operativo,No operativo
103,2024,11070,No operativo,No operativo
104,2024,01109,No operativo,No operativo
105,2024,11099,No operativo,No operativo
106,2024,01111,No operativo,No operativo
107,2024,11110,No operativo,No operativo
108,2024,00012,Hacienda y Administración Pública,Hacienda y Administración Pública
109,2024,01200,Ingresos de Hacienda y Adm. Pública,Ingresos de Hacienda y Adm. Pública
110,2024,12000,Ingresos de Hacienda y Adm. Pública,Ingresos de Hacienda y Adm. Pública
111,2024,01201,S.G.T. de Hacienda y Administ. Pública,S.G.T. de Hacienda y Administ. Pública
112,2024,12010,S.G.T. de Hacienda y Administ. Pública,S.G.T. de Hacienda y Administ. Pública
113,2024,01202,Dirección General de Presupuestos,Dirección General de Presupuestos
114,2024,12020,Dirección General de Presupuestos,Dirección General de Presupuestos
115,2024,01203,"D.G. de Contratación, Patrimonio y Organización","D.G. de Contratación, Patrimonio y Organización"
116,2024,12030,"D.G. de Contratación, Patrimonio y Organización","D.G. de Contratación, Patrimonio y Organización"
117,2024,01204,Intervención General,Intervención General
118,2024,12040,Intervención General,Intervención General
119,2024,01205,Dirección General de Tributos,Dirección General de Tributos
120,2024,12050,Dirección General de Tributos,Dirección General de Tributos
121,2024,01206,Dirección General de Función Pública,Dirección General de Función Pública
122,2024,12060,Dirección General de Función Pública,Dirección General de Función Pública
123,2024,01207,No operativo,No operativo
124,2024,12070,No operativo,No operativo
125,2024,01208,D.G. Admón. Electrónica y Aplicaciones Corporativa,D.G. Admón. Electrónica y Aplicaciones Corporativa
126,2024,12080,D.G. Admón. Electrónica y Aplicaciones Corporativa,D.G. Admón. Electrónica y Aplicaciones Corporativa
127,2024,01209,Gastos Centralizados Hacienda y Administración Púb,Gastos Centralizados Hacienda y Administración Púb
128,2024,12090,D.G. de Financiación y Fondos Europeos,D.G. de Financiación y Fondos Europeos
129,2024,12099,Gastos Centralizados Hacienda y Administración Púb,Gastos Centralizados Hacienda y Administración Púb
130,2024,01210,DG de Interior y Emergencias,DG de Interior y Emergencias
131,2024,12100,DG de Interior y Emergencias,DG de Interior y Emergencias
132,2024,01211,Delegación Territorial de Huesca,Delegación Territorial de Huesca
133,2024,12110,Delegación Territorial de Huesca,Delegación Territorial de Huesca
134,2024,01212,Delegación Territorial de Teruel,Delegación Territorial de Teruel
135,2024,12120,Delegación Territorial de Teruel,Delegación Territorial de Teruel
136,2024,01250,Ingresos de Secciones Presupuestarias,Ingresos de Secciones Presupuestarias
137,2024,12500,Ingresos de Secciones Presupuestarias,Ingresos de Secciones Presupuestarias
138,2024,01251,Ingresos Servicio Provincial de Zaragoza,Ingresos Servicio Provincial de Zaragoza
139,2024,12510,Ingresos Servicio Provincial de Zaragoza,Ingresos Servicio Provincial de Zaragoza
140,2024,01252,Ingresos Servicio Provincial de Huesca,Ingresos Servicio Provincial de Huesca
141,2024,12520,Ingresos Servicio Provincial de Huesca,Ingresos Servicio Provincial de Huesca
142,2024,01253,Ingresos Servicio Provincial de Teruel,Ingresos Servicio Provincial de Teruel
143,2024,12530,Ingresos Servicio Provincial de Teruel,Ingresos Servicio Provincial de Teruel
144,2024,00013,"Fomento, Vivienda, Movilidad y Logística","Fomento, Vivienda, Movilidad y Logística"
145,2024,01300,"Ingresos Fomento, Vivienda, Movilidad y Logística","Ingresos Fomento, Vivienda, Movilidad y Logística"
146,2024,13000,"Ingresos Fomento, Vivienda, Movilidad y Logística","Ingresos Fomento, Vivienda, Movilidad y Logística"
147,2024,01301,"S.G.T. Fomento, Vivienda, Movilidad y Logística","S.G.T. Fomento, Vivienda, Movilidad y Logística"
148,2024,13010,"S.G.T. Fomento, Vivienda, Movilidad y Logística","S.G.T. Fomento, Vivienda, Movilidad y Logística"
149,2024,01302,D.G. de Planificación Estratégica y Logística,D.G. de Planificación Estratégica y Logística
150,2024,13020,D.G. de Planificación Estratégica y Logística,D.G. de Planificación Estratégica y Logística
151,2024,01303,Dirección General  de Urbanismo,Dirección General  de Urbanismo
152,2024,13030,Dirección General de Urbanismo,Dirección General de Urbanismo
153,2024,01304,D.G. de Carreteras e Infraestructuras,D.G. de Carreteras e Infraestructuras
154,2024,13040,D.G. de Carreteras e Infraestructuras,D.G. de Carreteras e Infraestructuras
155,2024,01305,Dirección General de Vivienda,Dirección General  de Vivienda
156,2024,13050,Dirección General de Vivienda,Dirección General de Vivienda
157,2024,01306,Dirección General de Transportes,Dirección General de Transportes
158,2024,13060,Dirección General de Transportes,Dirección General de Transportes
159,2024,01307,Dirección General de Despoblación,Dirección General de Despoblación
160,2024,13070,Dirección General de Despoblación,Dirección General de Despoblación
161,2024,01308,Dirección General de Administración Local,Dirección General de Administración Local
162,2024,13080,Dirección General de Administración Local,Dirección General de Administración Local
163,2024,01309,"Gastos Central. Fomento, Vivienda, Movilidad y Log","Gastos Central. Fomento, Vivienda, Movilidad y Log"
164,2024,13099,"Gastos Central. Fomento, Vivienda, Movilidad y Log","Gastos Central. Fomento, Vivienda, Movilidad y Log"
165,2024,00014,"Agricultura, Ganadería y Alimentación","Agricultura, Ganadería y Alimentación"
166,2024,01400,"Ingresos Agricultura, Ganadería y Alimentación","Ingresos Agricultura, Ganadería y Alimentación"
167,2024,14000,"Ingresos Agricultura, Ganadería y Alimentación","Ingresos Agricultura, Ganadería y Alimentación"
168,2024,01401,"S.G.T. de Agricultura, Ganadería y Alimentación","S.G.T. de Agricultura, Ganadería y Alimentación"
169,2024,14010,"S.G.T. de Agricultura, Ganadería y Alimentación","S.G.T. de Agricultura, Ganadería y Alimentación"
170,2024,14011,DRyS-Sevicio Provincial de Huesca,DRyS-Sevicio Provincial de Huesca
171,2024,14012,DRyS-Sevicio Provincial de Teruel,DRyS-Sevicio Provincial de Teruel
172,2024,14013,DRyS-Sevicio Provincial de Zaragoza,DRyS-Sevicio Provincial de Zaragoza
173,2024,01402,Dirección General de Producción Agraria,Dirección General de Producción Agraria
174,2024,14020,Dirección General de Producción Agraria,Dirección General de Producción Agraria
175,2024,01403,D.G. de Calidad y Seguridad Alimentaria,D.G. de Calidad y Seguridad Alimentaria
176,2024,14030,D.G. de Calidad y Seguridad Alimentaria,D.G. de Calidad y Seguridad Alimentaria
177,2024,01404,No operativo,No operativo
178,2024,14040,No operativo,No operativo
179,2024,01405,D.G. de Desarrollo Rural,D.G. de Desarrollo Rural
180,2024,14050,D.G. de Desarrollo Rural,D.G. de Desarrollo Rural
181,2024,01406,No operativo,No operativo
182,2024,14060,No operativo,No operativo
183,2024,01407,D. G. de Innovación y Promoción Agroalimentaria,D. G. de Innovación y Promoción Agroalimentaria
184,2024,14070,D. G. de Innovación y Promoción Agroalimentaria,D. G. de Innovación y Promoción Agroalimentaria
185,2024,01408,D.G. Caza y Pesca,D.G. Caza y Pesca
186,2024,14080,D.G. Caza y Pesca,D.G. Caza y Pesca
187,2024,01409,"Gastos Centralizados Agricultura, Gan. y Alimentac","Gastos Centralizados Agricultura, Gan. y Alimentac"
188,2024,14099,"Gastos Centralizados Agricultura, Gan. y Alimentac","Gastos Centralizados Agricultura, Gan. y Alimentac"
189,2024,00015,"Economía, Empleo e Industria","Economía, Empleo e Industria"
190,2024,01500,"Ingresos de Economía, Empleo e Industria","Ingresos de Economía, Empleo e Industria"
191,2024,15000,"Ingresos de Economía, Empleo e Industria","Ingresos de Economía, Empleo e Industria"
192,2024,01501,"S.G.T. de Economía, Empleo e Industria","S.G.T. de Economía, Empleo e Industria"
193,2024,15010,"S.G.T. de Economía, Empleo e Industria","S.G.T. de Economía, Empleo e Industria"
194,2024,01502,D.G. de Política Económica,D.G. de Política Económica
195,2024,15020,D.G. de Política Económica,D.G. de Política Económica
196,2024,01503,D.G. de Trabajo,D.G. de Trabajo
197,2024,15030,D.G. de Trabajo,D.G. de Trabajo
198,2024,01504,No operativo,No operativo
199,2024,15040,No operativo,No operativo
200,2024,01505,D.G. de Promoción Industrial e Innovación,D.G. de Promoción Industrial e Innovación
201,2024,15050,D.G. de Promoción Industrial e Innovación,D.G. de Promoción Industrial e Innovación
202,2024,01506,"D.G. de Comercio, Ferias y Artesanía","D.G. de Comercio, Ferias y Artesanía"
203,2024,15060,"D.G. de Comercio, Ferias y Artesanía","D.G. de Comercio, Ferias y Artesanía"
204,2024,01507,D. G. de Energía y Minas,D. G. de Energía y Minas
205,2024,15070,D. G. de Energía y Minas,D. G. de Energía y Minas
206,2024,01508,D.G. de Protección de Consumidores y Usuarios,D.G. de Protección de Consumidores y Usuarios
207,2024,15080,D.G. de Protección de Consumidores y Usuarios,D.G. de Protección de Consumidores y Usuarios
208,2024,01509,"Gastos Centralizados Economía, Empleo e Industria","Gastos Centralizados Economía, Empleo e Industria"
209,2024,15090,D.G. de PYMES y Autónomos,D.G. de PYMES y Autónomos
210,2024,15099,"Gastos Centralizados Economía, Empleo e Industria","Gastos Centralizados Economía, Empleo e Industria"
211,2024,01510,Dirección General de Ciencia e Investigación,Dirección General de Ciencia e Investigación
212,2024,15100,Dirección General de Ciencia e Investigación,Dirección General de Ciencia e Investigación
213,2024,01511,Dirección General de Universidades,Dirección General de Universidades
214,2024,15110,Dirección General de Universidades,Dirección General de Universidades
215,2024,00016,Sanidad,Sanidad
216,2024,01600,Ingresos Sanidad,Ingresos Sanidad
217,2024,16000,Ingresos Sanidad,Ingresos Sanidad
218,2024,01601,S.G.T. de Sanidad,S.G.T. de Sanidad
219,2024,16010,S.G.T. de Sanidad,S.G.T. de Sanidad
220,2024,01602,D.G. de Asistencia Sanitaria y Planificación,D.G. de Asistencia Sanitaria y Planificación
221,2024,16020,D.G. de Asistencia Sanitaria y Planificación,D.G. de Asistencia Sanitaria y Planificación
222,2024,01603,D.G. Salud Digital e Infraestructuras,D.G. Salud Digital e Infraestructuras
223,2024,16030,D.G. Salud Digital e Infraestructuras,D.G. Salud Digital e Infraestructuras
224,2024,01604,D.G. de Salud Pública,D.G. de Salud Pública
225,2024,16040,D.G. de Salud Pública,D.G. de Salud Pública
226,2024,01605,Dirección General de Salud Mental,Dirección General de Salud Mental
227,2024,16050,Dirección General de Salud Mental,Dirección General de Salud Mental
228,2024,01606,Dirección General de Cuidados y Humanización,Dirección General de Cuidados y Humanización
229,2024,16060,Dirección General de Cuidados y Humanización,Dirección General de Cuidados y Humanización
230,2024,01607,No operativa,No operativa
231,2024,16070,No operativa,No operativa
232,2024,01609,Gastos Centralizados Sanidad,Gastos Centralizados Sanidad
233,2024,16099,Gastos Centralizados Sanidad,Gastos Centralizados Sanidad
234,2024,16220,Sanidad-Sevicio Provincial de Huesca,Sanidad-Sevicio Provincial de Huesca
235,2024,16440,Sanidad-Sevicio Provincial de Teruel,Sanidad-Sevicio Provincial de Teruel
236,2024,16500,Sanidad-Sevicio Provincial de Zaragoza,Sanidad-Sevicio Provincial de Zaragoza
237,2024,00017,No operativo,No operativo
238,2024,01700,No operativo,No operativo
239,2024,17000,No operativo,No operativo
240,2024,01701,No operativo,No operativo
241,2024,17010,No operativo,No operativo
242,2024,01702,No operativo,No operativo
243,2024,17020,No operativo,No operativo
244,2024,01703,No operativo,No operativo
245,2024,17030,No operativo,No operativo
246,2024,01704,No operativo,No operativo
247,2024,17040,No operativo,No operativo
248,2024,01705,No operativa,No operativa
249,2024,17050,No operativa,No operativa
250,2024,01706,No operativa,No operativa
251,2024,17060,No operativa,No operativa
252,2024,01709,No operativo,No operativo
253,2024,17099,No operativo,No operativo
254,2024,00018,"Educación, Ciencia y Universidades","Educación, Ciencia y Universidades"
255,2024,01800,"Ingresos Educación, Ciencia y Universidades","Ingresos Educación, Ciencia y Universidades"
256,2024,18000,"Ingresos Educación, Ciencia y Universidades","Ingresos Educación, Ciencia y Universidades"
257,2024,01801,"S.G.T. de Educación, Ciencia y Universidades","S.G.T. de Educación, Ciencia y Universidades"
258,2024,18010,"S.G.T. de Educación, Ciencia y Universidades","S.G.T. de Educación, Ciencia y Universidades"
259,2024,18011,EDU-Sevicio Provincial de Zaragoza,EDU-Sevicio Provincial de Zaragoza
260,2024,18012,EDU-Sevicio Provincial de Huesca,EDU-Sevicio Provincial de Huesca
261,2024,18013,EDU-Sevicio Provincial deTeruel,EDU-Sevicio Provincial deTeruel
262,2024,01802,No operativo,No operativo
263,2024,18020,No operativo,No operativo
264,2024,01803,No operativo,No operativo
265,2024,18030,No operativo,No operativo
266,2024,01804,"D.G. de Personal, Formación e Innovación","D.G. de Personal, Formación e Innovación"
267,2024,18040,"D.G. de Personal, Formación e Innovación","D.G. de Personal, Formación e Innovación"
268,2024,01805,"D.G. de Planificación, Centros y Form. Profesional","D.G. de Planificación, Centros y Form. Profesional"
269,2024,18050,"D.G. de Planificación, Centros y Form. Profesional","D.G. de Planificación, Centros y Form. Profesional"
270,2024,01806,No operativo,No operativo
271,2024,18060,No operativo,No operativo
272,2024,01807,No operativo,No operativo
273,2024,18070,No operativo,No operativo
274,2024,01808,No operativo,No operativo
275,2024,18080,No operativo,No operativo
276,2024,01809,"Gastos Centralizados Educación, Ciencia y Universi","Gastos Centralizados Educación, Ciencia y Universi"
277,2024,18090,D.G. de Universidades,D.G. de Universidades
278,2024,18099,"Gastos Centralizados Educación, Ciencia y Universi","Gastos Centralizados Educación, Ciencia y Universi"
279,2024,01810,D.G. de Ciencia e Investigación,D.G. de Ciencia e Investigación
280,2024,18100,D.G. de Ciencia e Investigación,D.G. de Ciencia e Investigación
281,2024,01811,"D.G. de Política Educ., Ord. Acad. y Educ. Perman.","D.G. de Política Educ., Ord. Acad. y Educ. Perman."
282,2024,18110,"D.G. de Política Educ., Ord. Acad. y Educ. Perman.","D.G. de Política Educ., Ord. Acad. y Educ. Perman."
283,2024,00019,No operativo,No operativo
284,2024,01900,No operativo,No operativo
285,2024,19000,No operativo,No operativo
286,2024,01901,No operativo,No operativo
287,2024,19010,No operativo,No operativo
288,2024,01902,No operativo,No operativo
289,2024,19020,No operativo,No operativo
290,2024,01903,No operativo,No operativo
291,2024,19030,No operativo,No operativo
292,2024,01904,No operativo,No operativo
293,2024,19040,No operativo,No operativo
294,2024,01905,No operativo,No operativo
295,2024,19050,No operativo,No operativo
296,2024,01909,No operativo,No operativo
297,2024,19099,No operativo,No operativo
298,2024,00020,Bienestar Social y Familia,Bienestar Social y Familia
299,2024,02000,Ingresos Bienestar Social y Familia,Ingresos Bienestar Social y Familia
300,2024,20000,Ingresos Bienestar Social y Familia,Ingresos Bienestar Social y Familia
301,2024,02001,S.G.T. de Bienestar Social y Familia,S.G.T. de Bienestar Social y Familia
302,2024,20010,S.G.T. de Bienestar Social y Familia,S.G.T. de Bienestar Social y Familia
303,2024,20011,S.G.T. de Bienestar Social y Familia,S.G.T. de Bienestar Social y Familia
304,2024,20012,S.G.T. de Bienestar Social y Familia,S.G.T. de Bienestar Social y Familia
305,2024,02002,"D.G. de Familia, Infancia y Natalidad","D.G. de Familia, Infancia y Natalidad"
306,2024,20020,"D.G. de Familia, Infancia y Natalidad","D.G. de Familia, Infancia y Natalidad"
307,2024,02003,D.G. de Igualdad de Oportunidades,D.G. de Igualdad de Oportunidades
308,2024,20030,D.G. de Igualdad de Oportunidades,D.G. de Igualdad de Oportunidades
309,2024,02004,D.G. de Mayores,D.G. de Mayores
310,2024,20040,D.G. de Mayores,D.G. de Mayores
311,2024,02005,D.G. de Inclusión Social y Voluntariado,D.G. de Inclusión Social y Voluntariado
312,2024,20050,D.G. de Inclusión Social y Voluntariado,D.G. de Inclusión Social y Voluntariado
313,2024,02009,Gastos Central. Bienestar Social y Familia,Gastos Central. Bienestar Social y Familia
314,2024,20099,Gastos Central. Bienestar Social y Familia,Gastos Central. Bienestar Social y Familia
315,2024,02010,No operativo,No operativo
316,2024,20100,No operativo,No operativo
317,2024,02012,No operativo,No operativo
318,2024,20120,No operativo,No operativo
319,2024,00021,"Desarrollo Territorial, Despoblación y Justicia","Desarrollo Territorial, Despoblación y Justicia"
320,2024,02100,"Ingresos Desarr. Territorial, Despoblac.y Justicia","Ingresos Desarr. Territorial, Despoblac.y Justicia"
321,2024,21000,"Ingresos Desarr. Territorial, Despoblac.y Justicia","Ingresos Desarr. Territorial, Despoblac.y Justicia"
322,2024,02101,"S.G.T. Desarrollo Territor., Despoblac. y Justicia","S.G.T. Desarrollo Territor., Despoblac. y Justicia"
323,2024,21010,"S.G.T. Desarrollo Territor., Despoblac. y Justicia","S.G.T. Desarrollo Territor., Despoblac. y Justicia"
324,2024,02102,D.G. de Desarrollo Territorial,D.G. de Desarrollo Territorial
325,2024,21020,D.G. de Desarrollo Territorial,D.G. de Desarrollo Territorial
326,2024,02103,D.G. de Despoblación,D.G. de Despoblación
327,2024,21030,D.G. de Despoblación,D.G. de Despoblación
328,2024,02104,D.G. de Justicia,D.G. de Justicia
329,2024,21040,D.G. de Justicia,D.G. de Justicia
330,2024,02109,"Gastos Central. Desarrollo Territ., Despobl. y Jus","Gastos Central. Desarrollo Territ., Despobl. y Jus"
331,2024,21099,"Gastos Central. Desarrollo Territ., Despobl. y Jus","Gastos Central. Desarrollo Territ., Despobl. y Jus"
332,2024,00022,Medio Ambiente y Turismo,Medio Ambiente y Turismo
333,2024,02200,Ingresos Medio Ambiente y Turismo,Ingresos Medio Ambiente y Turismo
334,2024,22000,Ingresos Medio Ambiente y Turismo,Ingresos Medio Ambiente y Turismo
335,2024,02201,SGT Medio Ambiente y Turismo,SGT Medio Ambiente y Turismo
336,2024,22010,SGT Medio Ambiente y Turismo,SGT Medio Ambiente y Turismo
337,2024,22011,MA-Sevicio Provincial de Huesca,MA-Sevicio Provincial de Huesca
338,2024,22012,MA-Sevicio Provincial de Teruel,MA-Sevicio Provincial de Teruel
339,2024,22013,MA-Sevicio Provincial de Zaragoza,MA-Sevicio Provincial de Zaragoza
340,2024,02202,D.G. de Medio Natural,D.G. de Medio Natural
341,2024,22020,D.G. de Medio Natural,D.G. de Medio Natural
342,2024,02203,D.G. Gestión Forestal,D.G. Gestión Forestal
343,2024,22030,D.G. Gestión Forestal,D.G. Gestión Forestal
344,2024,02204,D.G. de Calidad Ambiental,D.G. de Calidad Ambiental
345,2024,22040,D.G. de Calidad Ambiental,D.G. de Calidad Ambiental
346,2024,02205,D.G. de Educación Ambiental,D.G. de Educación Ambiental
347,2024,22050,D.G. de Educación Ambiental,D.G. de Educación Ambiental
348,2024,02206,D.G. de Turismo y Hostelería,D.G. de Turismo y Hostelería
349,2024,22060,D.G. de Turismo y Hostelería,D.G. de Turismo y Hostelería
350,2024,02209,Gastos Central. Medio Ambiente y Turismo,Gastos Central. Medio Ambiente y Turismo
351,2024,22099,Gastos Central. Medio Ambiente y Turismo,Gastos Central. Medio Ambiente y Turismo
352,2024,00026,A las Administraciones Comarcales,A las Administraciones Comarcales
353,2024,02600,"Ingresos de ""A las Adm. Comarcales""","Ingresos de ""A las Adm. Comarcales"""
354,2024,26000,"Ingresos de ""A las Adm. Comarcales""","Ingresos de ""A las Adm. Comarcales"""
355,2024,02601,Comarca de la Jacetania,Comarca de la Jacetania
356,2024,26010,Comarca de la Jacetania,Comarca de la Jacetania
357,2024,02602,Comarca del Alto Gállego,Comarca del Alto Gállego
358,2024,26020,Comarca del Alto Gállego,Comarca del Alto Gállego
359,2024,02603,Comarca de Sobrarbe,Comarca de Sobrarbe
360,2024,26030,Comarca de Sobrarbe,Comarca de Sobrarbe
361,2024,02604,Comarca de la Ribagorza,Comarca de la Ribagorza
362,2024,26040,Comarca de la Ribagorza,Comarca de la Ribagorza
363,2024,02605,Comarca de Cinco Villas,Comarca de Cinco Villas
364,2024,26050,Comarca de Cinco Villas,Comarca de Cinco Villas
365,2024,02606,Comarca Hoya de Huesca/ Plana de Uesca,Comarca Hoya de Huesca/ Plana de Uesca
366,2024,26060,Comarca Hoya de Huesca/ Plana de Uesca,Comarca Hoya de Huesca/ Plana de Uesca
367,2024,02607,Comarca de Somontano de Barbastro,Comarca de Somontano de Barbastro
368,2024,26070,Comarca de Somontano de Barbastro,Comarca de Somontano de Barbastro
369,2024,02608,Comarca de Cinca Medio,Comarca de Cinca Medio
370,2024,26080,Comarca de Cinca Medio,Comarca de Cinca Medio
371,2024,02609,Comarca de la Litera/ La Llitera,Comarca de la Litera/ La Llitera
372,2024,26090,Comarca de la Litera/ La Llitera,Comarca de la Litera/ La Llitera
